T/s,ref/rad,theta 1/rad,theta 2/rad
0.8557,0,-8.26E-05,1.50E-05
0.8558,0,-7.78E-05,9.72E-06
0.8559,0,-7.28E-05,4.23E-06
0.856,0,-6.81E-05,-9.26E-07
0.8561,0,-6.42E-05,-5.20E-06
0.8562,0,-6.13E-05,-8.21E-06
0.8563,0,-5.98E-05,-9.70E-06
0.8564,0,-5.96E-05,-9.67E-06
0.8565,0,-6.05E-05,-8.32E-06
0.8566,0,-6.21E-05,-6.08E-06
0.8567,0,-6.41E-05,-3.49E-06
0.8568,0,-6.58E-05,-1.16E-06
0.8569,0,-6.68E-05,3.46E-07
0.857,0,-6.66E-05,5.83E-07
0.8571,0,-6.51E-05,-7.31E-07
0.8572,0,-6.22E-05,-3.66E-06
0.8573,0,-5.81E-05,-8.00E-06
0.8574,0,-5.30E-05,-1.34E-05
0.8575,0,-4.76E-05,-1.92E-05
0.8576,0,-4.23E-05,-2.48E-05
0.8577,0,-3.77E-05,-2.97E-05
0.8578,0,-3.41E-05,-3.33E-05
0.8579,0,-3.20E-05,-3.53E-05
0.858,0,-3.14E-05,-3.56E-05
0.8581,0,-3.21E-05,-3.42E-05
0.8582,0,-3.39E-05,-3.16E-05
0.8583,0,-3.64E-05,-2.83E-05
0.8584,0,-3.89E-05,-2.49E-05
0.8585,0,-4.09E-05,-2.20E-05
0.8586,0,-4.21E-05,-2.01E-05
0.8587,0,-4.20E-05,-1.96E-05
0.8588,0,-4.05E-05,-2.08E-05
0.8589,0,-3.76E-05,-2.35E-05
0.859,0,-3.36E-05,-2.75E-05
0.8591,0,-2.89E-05,-3.23E-05
0.8592,0,-2.40E-05,-3.73E-05
0.8593,0,-1.94E-05,-4.20E-05
0.8594,0,-1.56E-05,-4.57E-05
0.8595,0,-1.30E-05,-4.81E-05
0.8596,0,-1.17E-05,-4.89E-05
0.8597,0,-1.19E-05,-4.81E-05
0.8598,0,-1.32E-05,-4.59E-05
0.8599,0,-1.54E-05,-4.27E-05
0.86,0,-1.80E-05,-3.91E-05
0.8601,0,-2.05E-05,-3.55E-05
0.8602,0,-2.23E-05,-3.27E-05
0.8603,0,-2.31E-05,-3.10E-05
0.8604,0,-2.27E-05,-3.08E-05
0.8605,0,-2.09E-05,-3.20E-05
0.8606,0,-1.79E-05,-3.47E-05
0.8607,0,-1.41E-05,-3.83E-05
0.8608,0,-9.84E-06,-4.24E-05
0.8609,0,-5.70E-06,-4.63E-05
0.861,0,-2.18E-06,-4.96E-05
0.8611,0,3.09E-07,-5.16E-05
0.8612,0,1.49E-06,-5.21E-05
0.8613,0,1.26E-06,-5.10E-05
0.8614,0,-2.62E-07,-4.84E-05
0.8615,0,-2.77E-06,-4.47E-05
0.8616,0,-5.82E-06,-4.03E-05
0.8617,0,-8.87E-06,-3.59E-05
0.8618,0,-1.14E-05,-3.20E-05
0.8619,0,-1.30E-05,-2.92E-05
0.862,0,-1.34E-05,-2.78E-05
0.8621,0,-1.23E-05,-2.81E-05
0.8622,0,-9.85E-06,-2.99E-05
0.8623,0,-6.29E-06,-3.30E-05
0.8624,0,-2.05E-06,-3.69E-05
0.8625,0,2.39E-06,-4.10E-05
0.8626,0,6.49E-06,-4.47E-05
0.8627,0,9.79E-06,-4.74E-05
0.8628,0,1.19E-05,-4.89E-05
0.8629,0,1.27E-05,-4.88E-05
0.863,0,1.21E-05,-4.70E-05
0.8631,0,1.03E-05,-4.39E-05
0.8632,0,7.75E-06,-3.99E-05
0.8633,0,4.81E-06,-3.54E-05
0.8634,0,2.06E-06,-3.12E-05
0.8635,0,-2.13E-08,-2.77E-05
0.8636,0,-1.05E-06,-2.53E-05
0.8637,0,-7.62E-07,-2.45E-05
0.8638,0,8.90E-07,-2.53E-05
0.8639,0,3.77E-06,-2.74E-05
0.864,0,7.53E-06,-3.06E-05
0.8641,0,1.17E-05,-3.42E-05
0.8642,0,1.58E-05,-3.77E-05
0.8643,0,1.92E-05,-4.04E-05
0.8644,0,2.16E-05,-4.20E-05
0.8645,0,2.27E-05,-4.20E-05
0.8646,0,2.23E-05,-4.04E-05
0.8647,0,2.07E-05,-3.72E-05
0.8648,0,1.80E-05,-3.29E-05
0.8649,0,1.48E-05,-2.80E-05
0.865,0,1.17E-05,-2.31E-05
0.8651,0,9.03E-06,-1.88E-05
0.8652,0,7.35E-06,-1.55E-05
0.8653,0,6.97E-06,-1.37E-05
0.8654,0,8.02E-06,-1.36E-05
0.8655,0,1.05E-05,-1.51E-05
0.8656,0,1.40E-05,-1.78E-05
0.8657,0,1.83E-05,-2.14E-05
0.8658,0,2.28E-05,-2.51E-05
0.8659,0,2.69E-05,-2.85E-05
0.866,0,3.03E-05,-3.10E-05
0.8661,0,3.24E-05,-3.21E-05
0.8662,0,3.32E-05,-3.17E-05
0.8663,0,3.27E-05,-2.96E-05
0.8664,0,3.09E-05,-2.62E-05
0.8665,0,2.83E-05,-2.18E-05
0.8666,0,2.54E-05,-1.70E-05
0.8667,0,2.26E-05,-1.25E-05
0.8668,0,2.06E-05,-8.72E-06
0.8669,0,1.97E-05,-6.23E-06
0.867,0,2.02E-05,-5.30E-06
0.8671,0,2.21E-05,-6.02E-06
0.8672,0,2.52E-05,-8.19E-06
0.8673,0,2.93E-05,-1.14E-05
0.8674,0,3.39E-05,-1.52E-05
0.8675,0,3.83E-05,-1.88E-05
0.8676,0,4.21E-05,-2.18E-05
0.8677,0,4.49E-05,-2.35E-05
0.8678,0,4.63E-05,-2.36E-05
0.8679,0,4.62E-05,-2.21E-05
0.868,0,4.48E-05,-1.90E-05
0.8681,0,4.23E-05,-1.47E-05
0.8682,0,3.92E-05,-9.67E-06
0.8683,0,3.61E-05,-4.60E-06
0.8684,0,3.35E-05,-9.47E-08
0.8685,0,3.18E-05,3.32E-06
0.8686,0,3.14E-05,5.25E-06
0.8687,0,3.25E-05,5.49E-06
0.8688,0,3.50E-05,4.09E-06
0.8689,0,3.87E-05,1.33E-06
0.869,0,4.32E-05,-2.30E-06
0.8691,0,4.79E-05,-6.19E-06
0.8692,0,5.22E-05,-9.73E-06
0.8693,0,5.58E-05,-1.24E-05
0.8694,0,5.81E-05,-1.36E-05
0.8695,0,5.91E-05,-1.32E-05
0.8696,0,5.85E-05,-1.12E-05
0.8697,0,5.68E-05,-7.70E-06
0.8698,0,5.41E-05,-3.18E-06
0.8699,0,5.10E-05,1.81E-06
0.87,0,4.81E-05,6.64E-06
0.8701,0,4.58E-05,1.07E-05
0.8702,0,4.45E-05,1.36E-05
0.8703,0,4.46E-05,1.50E-05
0.8704,0,4.61E-05,1.47E-05
0.8705,0,4.89E-05,1.30E-05
0.8706,0,5.26E-05,1.01E-05
0.8707,0,5.69E-05,6.64E-06
0.8708,0,6.11E-05,3.20E-06
0.8709,0,6.48E-05,3.73E-07
0.871,0,6.75E-05,-1.33E-06
0.8711,0,6.89E-05,-1.55E-06
0.8712,0,6.89E-05,-1.19E-07
0.8713,0,6.75E-05,2.89E-06
0.8714,0,6.50E-05,7.18E-06
0.8715,0,6.18E-05,1.23E-05
0.8716,0,5.84E-05,1.75E-05
0.8717,0,5.54E-05,2.24E-05
0.8718,0,5.31E-05,2.64E-05
0.8719,0,5.21E-05,2.90E-05
0.872,0,5.24E-05,3.01E-05
0.8721,0,5.40E-05,2.95E-05
0.8722,0,5.69E-05,2.77E-05
0.8723,0,6.05E-05,2.48E-05
0.8724,0,6.45E-05,2.16E-05
0.8725,0,6.83E-05,1.86E-05
0.8726,0,7.13E-05,1.64E-05
0.8727,0,7.33E-05,1.54E-05
0.8728,0,7.40E-05,1.59E-05
0.8729,0,7.33E-05,1.80E-05
0.873,0,7.14E-05,2.15E-05
0.8731,0,6.86E-05,2.60E-05
0.8732,0,6.54E-05,3.10E-05
0.8733,0,6.23E-05,3.58E-05
0.8734,0,5.99E-05,3.99E-05
0.8735,0,5.85E-05,4.28E-05
0.8736,0,5.84E-05,4.41E-05
0.8737,0,5.98E-05,4.38E-05
0.8738,0,6.25E-05,4.19E-05
0.8739,0,6.63E-05,3.89E-05
0.874,0,7.05E-05,3.52E-05
0.8741,0,7.48E-05,3.15E-05
0.8742,0,7.86E-05,2.84E-05
0.8743,0,8.14E-05,2.63E-05
0.8744,0,8.29E-05,2.58E-05
0.8745,0,8.29E-05,2.68E-05
0.8746,0,8.16E-05,2.95E-05
0.8747,0,7.91E-05,3.35E-05
0.8748,0,7.60E-05,3.82E-05
0.8749,0,7.26E-05,4.32E-05
0.875,0,6.96E-05,4.78E-05
0.8751,0,6.73E-05,5.15E-05
0.8752,0,6.63E-05,5.38E-05
0.8753,0,6.66E-05,5.45E-05
0.8754,0,6.84E-05,5.36E-05
0.8755,0,7.14E-05,5.12E-05
0.8756,0,7.52E-05,4.79E-05
0.8757,0,7.93E-05,4.42E-05
0.8758,0,8.32E-05,4.07E-05
0.8759,0,8.65E-05,3.79E-05
0.876,0,8.86E-05,3.64E-05
0.8761,0,8.94E-05,3.65E-05
0.8762,0,8.87E-05,3.82E-05
0.8763,0,8.68E-05,4.14E-05
0.8764,0,8.39E-05,4.56E-05
0.8765,0,8.05E-05,5.04E-05
0.8766,0,7.73E-05,5.51E-05
0.8767,0,7.46E-05,5.90E-05
0.8768,0,7.30E-05,6.18E-05
0.8769,0,7.27E-05,6.29E-05
0.877,0,7.39E-05,6.24E-05
0.8771,0,7.65E-05,6.04E-05
0.8772,0,8.01E-05,5.71E-05
0.8773,0,8.43E-05,5.31E-05
0.8774,0,8.85E-05,4.90E-05
0.8775,0,9.23E-05,4.55E-05
0.8776,0,9.51E-05,4.30E-05
0.8777,0,9.67E-05,4.20E-05
0.8778,0,9.68E-05,4.26E-05
0.8779,0,9.55E-05,4.48E-05
0.878,0,9.30E-05,4.83E-05
0.8781,0,8.98E-05,5.27E-05
0.8782,0,8.64E-05,5.73E-05
0.8783,0,8.33E-05,6.16E-05
0.8784,0,8.10E-05,6.50E-05
0.8785,0,7.99E-05,6.70E-05
0.8786,0,8.01E-05,6.74E-05
0.8787,0,8.17E-05,6.61E-05
0.8788,0,8.46E-05,6.35E-05
0.8789,0,8.84E-05,5.98E-05
0.879,0,9.24E-05,5.57E-05
0.8791,0,9.64E-05,5.18E-05
0.8792,0,9.96E-05,4.86E-05
0.8793,0,0.00010169,4.68E-05
0.8794,0,0.000102422,4.65E-05
0.8795,0,0.000101705,4.78E-05
0.8796,0,9.97E-05,5.06E-05
0.8797,0,9.67E-05,5.46E-05
0.8798,0,9.32E-05,5.91E-05
0.8799,0,8.98E-05,6.35E-05
0.88,0,8.70E-05,6.72E-05
0.8801,0,8.52E-05,6.97E-05
0.8802,0,8.48E-05,7.07E-05
0.8803,0,8.58E-05,7.00E-05
0.8804,0,8.82E-05,6.77E-05
0.8805,0,9.16E-05,6.42E-05
0.8806,0,9.57E-05,5.99E-05
0.8807,0,9.99E-05,5.56E-05
0.8808,0,0.000103586,5.17E-05
0.8809,0,0.000106403,4.88E-05
0.881,0,0.000107976,4.74E-05
0.8811,0,0.00010813,4.76E-05
0.8812,0,0.000106895,4.93E-05
0.8813,0,0.000104508,5.24E-05
0.8814,0,0.000101377,5.64E-05
0.8815,0,9.80E-05,6.06E-05
0.8816,0,9.49E-05,6.44E-05
0.8817,0,9.26E-05,6.74E-05
0.8818,0,9.15E-05,6.91E-05
0.8819,0,9.17E-05,6.92E-05
0.882,0,9.33E-05,6.77E-05
0.8821,0,9.61E-05,6.48E-05
0.8822,0,9.97E-05,6.09E-05
0.8823,0,0.000103749,5.66E-05
0.8824,0,0.000107616,5.24E-05
0.8825,0,0.000110829,4.90E-05
0.8826,0,0.000112979,4.68E-05
0.8827,0,0.000113806,4.61E-05
0.8828,0,0.000113236,4.70E-05
0.8829,0,0.000111406,4.94E-05
0.883,0,0.000108647,5.28E-05
0.8831,0,0.000105429,5.68E-05
0.8832,0,0.000102284,6.07E-05
0.8833,0,9.97E-05,6.39E-05
0.8834,0,9.82E-05,6.59E-05
0.8835,0,9.80E-05,6.65E-05
0.8836,0,9.92E-05,6.54E-05
0.8837,0,0.000101674,6.28E-05
0.8838,0,0.000105224,5.90E-05
0.8839,0,0.000109354,5.45E-05
0.884,0,0.000113538,4.99E-05
0.8841,0,0.000117258,4.59E-05
0.8842,0,0.000120061,4.30E-05
0.8843,0,0.000121615,4.15E-05
0.8844,0,0.000121756,4.16E-05
0.8845,0,0.000120521,4.32E-05
0.8846,0,0.000118153,4.62E-05
0.8847,0,0.000115066,5.01E-05
0.8848,0,0.000111766,5.42E-05
0.8849,0,0.00010878,5.79E-05
0.885,0,0.000106583,6.07E-05
0.8851,0,0.000105546,6.22E-05
0.8852,0,0.000105884,6.22E-05
0.8853,0,0.000107619,6.05E-05
0.8854,0,0.000110566,5.75E-05
0.8855,0,0.000114357,5.34E-05
0.8856,0,0.000118504,4.90E-05
0.8857,0,0.000122475,4.48E-05
0.8858,0,0.000125772,4.13E-05
0.8859,0,0.000127988,3.91E-05
0.886,0,0.000128863,3.84E-05
0.8861,0,0.000128329,3.94E-05
0.8862,0,0.000126527,4.18E-05
0.8863,0,0.000123795,4.53E-05
0.8864,0,0.000120611,4.94E-05
0.8865,0,0.00011751,5.33E-05
0.8866,0,0.00011501,5.66E-05
0.8867,0,0.000113546,5.87E-05
0.8868,0,0.000113412,5.93E-05
0.8869,0,0.000114712,5.82E-05
0.887,0,0.000117343,5.57E-05
0.8871,0,0.000120997,5.19E-05
0.8872,0,0.000125217,4.75E-05
0.8873,0,0.000129473,4.31E-05
0.8874,0,0.000133241,3.93E-05
0.8875,0,0.000136071,3.65E-05
0.8876,0,0.000137633,3.52E-05
0.8877,0,0.000137767,3.55E-05
0.8878,0,0.000136519,3.75E-05
0.8879,0,0.000134137,4.07E-05
0.888,0,0.000131042,4.48E-05
0.8881,0,0.000127747,4.91E-05
0.8882,0,0.000124782,5.31E-05
0.8883,0,0.000122625,5.62E-05
0.8884,0,0.000121645,5.79E-05
0.8885,0,0.000122058,5.80E-05
0.8886,0,0.000123882,5.65E-05
0.8887,0,0.000126928,5.36E-05
0.8888,0,0.000130825,4.98E-05
0.8889,0,0.000135076,4.55E-05
0.889,0,0.000139144,4.15E-05
0.8891,0,0.000142522,3.82E-05
0.8892,0,0.000144801,3.62E-05
0.8893,0,0.000145716,3.58E-05
0.8894,0,0.0001452,3.71E-05
0.8895,0,0.000143397,3.98E-05
0.8896,0,0.000140649,4.36E-05
0.8897,0,0.000137439,4.80E-05
0.8898,0,0.000134313,5.23E-05
0.8899,0,0.000131795,5.59E-05
0.89,0,0.000130325,5.83E-05
0.8901,0,0.000130204,5.92E-05
0.8902,0,0.00013154,5.85E-05
0.8903,0,0.000134229,5.61E-05
0.8904,0,0.000137964,5.26E-05
0.8905,0,0.000142282,4.84E-05
0.8906,0,0.000146649,4.42E-05
0.8907,0,0.000150532,4.05E-05
0.8908,0,0.000153474,3.79E-05
0.8909,0,0.000155138,3.68E-05
0.891,0,0.000155359,3.74E-05
0.8911,0,0.000154179,3.95E-05
0.8912,0,0.000151846,4.30E-05
0.8913,0,0.000148782,4.74E-05
0.8914,0,0.000145503,5.20E-05
0.8915,0,0.000142545,5.63E-05
0.8916,0,0.000140391,5.96E-05
0.8917,0,0.000139417,6.16E-05
0.8918,0,0.000139843,6.20E-05
0.8919,0,0.000141693,6.08E-05
0.892,0,0.000144781,5.82E-05
0.8921,0,0.000148733,5.45E-05
0.8922,0,0.000153054,5.05E-05
0.8923,0,0.000157201,4.66E-05
0.8924,0,0.000160665,4.35E-05
0.8925,0,0.000163028,4.17E-05
0.8926,0,0.000164024,4.15E-05
0.8927,0,0.00016358,4.29E-05
0.8928,0,0.000161836,4.58E-05
0.8929,0,0.000159132,4.98E-05
0.893,0,0.000155953,5.44E-05
0.8931,0,0.000152843,5.89E-05
0.8932,0,0.000150329,6.28E-05
0.8933,0,0.000148855,6.54E-05
0.8934,0,0.000148725,6.65E-05
0.8935,0,0.000150055,6.60E-05
0.8936,0,0.00015275,6.39E-05
0.8937,0,0.000156508,6.05E-05
0.8938,0,0.000160872,5.65E-05
0.8939,0,0.000165302,5.24E-05
0.894,0,0.00016926,4.88E-05
0.8941,0,0.000172279,4.63E-05
0.8942,0,0.000174013,4.53E-05
0.8943,0,0.000174286,4.59E-05
0.8944,0,0.000173134,4.82E-05
0.8945,0,0.000170801,5.19E-05
0.8946,0,0.000167705,5.65E-05
0.8947,0,0.000164368,6.13E-05
0.8948,0,0.000161328,6.58E-05
0.8949,0,0.000159077,6.94E-05
0.895,0,0.000157998,7.17E-05
0.8951,0,0.00015832,7.24E-05
0.8952,0,0.000160075,7.14E-05
0.8953,0,0.000163082,6.90E-05
0.8954,0,0.000166974,6.56E-05
0.8955,0,0.000171252,6.17E-05
0.8956,0,0.000175373,5.81E-05
0.8957,0,0.000178821,5.51E-05
0.8958,0,0.000181175,5.35E-05
0.8959,0,0.000182161,5.34E-05
0.896,0,0.000181696,5.50E-05
0.8961,0,0.000179913,5.81E-05
0.8962,0,0.000177143,6.23E-05
0.8963,0,0.000173863,6.72E-05
0.8964,0,0.000170615,7.20E-05
0.8965,0,0.000167929,7.62E-05
0.8966,0,0.000166253,7.92E-05
0.8967,0,0.000165902,8.07E-05
0.8968,0,0.000167012,8.05E-05
0.8969,0,0.000169512,7.88E-05
0.897,0,0.000173121,7.57E-05
0.8971,0,0.0001774,7.19E-05
0.8972,0,0.00018182,6.79E-05
0.8973,0,0.000185848,6.44E-05
0.8974,0,0.000189009,6.18E-05
0.8975,0,0.000190946,6.06E-05
0.8976,0,0.000191463,6.11E-05
0.8977,0,0.000190565,6.32E-05
0.8978,0,0.00018847,6.67E-05
0.8979,0,0.000185572,7.10E-05
0.898,0,0.000182385,7.58E-05
0.8981,0,0.000179452,8.02E-05
0.8982,0,0.000177276,8.37E-05
0.8983,0,0.000176257,8.59E-05
0.8984,0,0.000176642,8.65E-05
0.8985,0,0.000178478,8.55E-05
0.8986,0,0.000181598,8.29E-05
0.8987,0,0.00018564,7.93E-05
0.8988,0,0.000190104,7.51E-05
0.8989,0,0.000194437,7.11E-05
0.899,0,0.000198109,6.79E-05
0.8991,0,0.00020068,6.58E-05
0.8992,0,0.000201858,6.54E-05
0.8993,0,0.000201545,6.67E-05
0.8994,0,0.000199858,6.95E-05
0.8995,0,0.00019712,7.35E-05
0.8996,0,0.000193806,7.82E-05
0.8997,0,0.000190466,8.29E-05
0.8998,0,0.00018764,8.70E-05
0.8999,0,0.000185791,9.00E-05
0.9,0,0.000185256,9.15E-05
0.9001,0,0.000186195,9.12E-05
0.9002,0,0.00018856,8.93E-05
0.9003,0,0.000192089,8.60E-05
0.9004,0,0.000196352,8.18E-05
0.9005,0,0.000200824,7.74E-05
0.9006,0,0.000204963,7.34E-05
0.9007,0,0.000208282,7.02E-05
0.9008,0,0.000210401,6.84E-05
0.9009,0,0.0002111,6.82E-05
0.901,0,0.000210355,6.97E-05
0.9011,0,0.000208352,7.26E-05
0.9012,0,0.000205467,7.64E-05
0.9013,0,0.000202204,8.07E-05
0.9014,0,0.000199112,8.48E-05
0.9015,0,0.000196709,8.81E-05
0.9016,0,0.000195417,9.01E-05
0.9017,0,0.000195508,9.05E-05
0.9018,0,0.000197054,8.91E-05
0.9019,0,0.00019991,8.63E-05
0.902,0,0.00020373,8.23E-05
0.9021,0,0.000208023,7.77E-05
0.9022,0,0.000212234,7.32E-05
0.9023,0,0.000215828,6.94E-05
0.9024,0,0.000218352,6.68E-05
0.9025,0,0.000219496,6.57E-05
0.9026,0,0.000219139,6.63E-05
0.9027,0,0.00021737,6.86E-05
0.9028,0,0.00021449,7.20E-05
0.9029,0,0.000210953,7.63E-05
0.903,0,0.000207297,8.06E-05
0.9031,0,0.000204058,8.44E-05
0.9032,0,0.000201706,8.72E-05
0.9033,0,0.00020059,8.86E-05
0.9034,0,0.000200891,8.83E-05
0.9035,0,0.000202582,8.64E-05
0.9036,0,0.000205426,8.31E-05
0.9037,0,0.000209013,7.90E-05
0.9038,0,0.000212824,7.45E-05
0.9039,0,0.00021631,7.04E-05
0.904,0,0.000218951,6.72E-05
0.9041,0,0.000220316,6.55E-05
0.9042,0,0.000220119,6.56E-05
0.9043,0,0.000218275,6.75E-05
0.9044,0,0.000214918,7.11E-05
0.9045,0,0.000210372,7.61E-05
0.9046,0,0.000205101,8.20E-05
0.9047,0,0.000199637,8.80E-05
0.9048,0,0.000194507,9.37E-05
0.9049,0,0.000190174,9.84E-05
0.905,0,0.000186991,0.00010179
0.9051,0,0.000185155,0.00010364
0.9052,0,0.000184673,0.000103925
0.9053,0,0.000185351,0.000102864
0.9054,0,0.000186819,0.000100882
0.9055,0,0.000188584,9.85E-05
0.9056,0,0.00019012,9.65E-05
0.9057,0,0.000190934,9.52E-05
0.9058,0,0.000190632,9.52E-05
0.9059,0,0.000188973,9.67E-05
0.906,0,0.000185908,9.99E-05
0.9061,0,0.000181601,0.000104453
0.9062,0,0.000176405,0.000110045
0.9063,0,0.000170804,0.0001161
0.9064,0,0.00016533,0.000122007
0.9065,0,0.000160492,0.00012718
0.9066,0,0.000156714,0.00013113
0.9067,0,0.00015428,0.000133528
0.9068,0,0.000153292,0.000134253
0.9069,0,0.000153647,0.000133422
0.907,0,0.000155043,0.000131378
0.9071,0,0.000157031,0.000128636
0.9072,0,0.000159088,0.000125796
0.9073,0,0.000160696,0.00012345
0.9074,0,0.00016141,0.000122114
0.9075,0,0.000160902,0.000122164
0.9076,0,0.000159013,0.000123784
0.9077,0,0.000155786,0.000126927
0.9078,0,0.000151467,0.000131313
0.9079,0,0.000146471,0.000136466
0.908,0,0.000141305,0.000141803
0.9081,0,0.000136495,0.000146722
0.9082,0,0.000132512,0.000150679
0.9083,0,0.000129722,0.000153252
0.9084,0,0.000128335,0.000154195
0.9085,0,0.000128369,0.000153489
0.9086,0,0.000129634,0.000151348
0.9087,0,0.000131762,0.000148194
0.9088,0,0.000134272,0.000144574
0.9089,0,0.00013665,0.000141084
0.909,0,0.000138411,0.000138277
0.9091,0,0.000139162,0.00013661
0.9092,0,0.000138648,0.000136375
0.9093,0,0.000136803,0.00013765
0.9094,0,0.000133764,0.000140282
0.9095,0,0.000129857,0.000143897
0.9096,0,0.000125542,0.000147968
0.9097,0,0.000121332,0.000151905
0.9098,0,0.000117723,0.00015514
0.9099,0,0.000115127,0.000157197
0.91,0,0.000113822,0.000157755
0.9101,0,0.000113903,0.000156702
0.9102,0,0.000115264,0.000154159
0.9103,0,0.000117601,0.000150473
0.9104,0,0.000120465,0.000146158
0.9105,0,0.000123339,0.000141809
0.9106,0,0.000125712,0.000138012
0.9107,0,0.000127146,0.000135273
0.9108,0,0.000127324,0.000133958
0.9109,0,0.000126096,0.00013424
0.911,0,0.000123513,0.000136066
0.9111,0,0.000119827,0.000139147
0.9112,0,0.000115455,0.000143007
0.9113,0,0.000110899,0.000147069
0.9114,0,0.000106676,0.000150741
0.9115,0,0.000103249,0.000153489
0.9116,0,0.000100973,0.000154902
0.9117,0,0.000100053,0.000154745
0.9118,0,0.000100502,0.000153002
0.9119,0,0.000102128,0.000149888
0.912,0,0.000104566,0.000145823
0.9121,0,0.000107335,0.000141357
0.9122,0,0.000109918,0.000137084
0.9123,0,0.000111836,0.000133556
0.9124,0,0.000112697,0.000131224
0.9125,0,0.000112255,0.000130372
0.9126,0,0.000110451,0.000131069
0.9127,0,0.000107432,0.000133151
0.9128,0,0.000103533,0.000136232
0.9129,0,9.92E-05,0.000139771
0.913,0,9.50E-05,0.000143164
0.9131,0,9.15E-05,0.00014583
0.9132,0,8.90E-05,0.000147286
0.9133,0,8.78E-05,0.000147207
0.9134,0,8.80E-05,0.000145485
0.9135,0,8.95E-05,0.000142253
0.9136,0,9.20E-05,0.000137872
0.9137,0,9.50E-05,0.000132871
0.9138,0,9.80E-05,0.000127859
0.9139,0,0.000100534,0.000123434
0.914,0,0.000102049,0.00012011
0.9141,0,0.000102271,0.000118254
0.9142,0,0.000101052,0.000118042
0.9143,0,9.84E-05,0.000119414
0.9144,0,9.47E-05,0.000122073
0.9145,0,9.03E-05,0.000125536
0.9146,0,8.56E-05,0.000129215
0.9147,0,8.14E-05,0.000132507
0.9148,0,7.79E-05,0.000134872
0.9149,0,7.55E-05,0.000135891
0.915,0,7.46E-05,0.000135326
0.9151,0,7.50E-05,0.000133158
0.9152,0,7.67E-05,0.000129606
0.9153,0,7.91E-05,0.000125095
0.9154,0,8.19E-05,0.000120184
0.9155,0,8.45E-05,0.000115477
0.9156,0,8.64E-05,0.00011154
0.9157,0,8.73E-05,0.000108831
0.9158,0,8.68E-05,0.000107644
0.9159,0,8.49E-05,0.00010805
0.916,0,8.18E-05,0.000109884
0.9161,0,7.77E-05,0.000112758
0.9162,0,7.33E-05,0.000116122
0.9163,0,6.89E-05,0.000119363
0.9164,0,6.52E-05,0.000121892
0.9165,0,6.25E-05,0.000123212
0.9166,0,6.11E-05,0.000122994
0.9167,0,6.12E-05,0.000121121
0.9168,0,6.26E-05,0.000117722
0.9169,0,6.51E-05,0.000113154
0.917,0,6.80E-05,0.000107951
0.9171,0,7.10E-05,0.000102723
0.9172,0,7.34E-05,9.81E-05
0.9173,0,7.49E-05,9.45E-05
0.9174,0,7.51E-05,9.24E-05
0.9175,0,7.39E-05,9.20E-05
0.9176,0,7.13E-05,9.32E-05
0.9177,0,6.75E-05,9.57E-05
0.9178,0,6.31E-05,9.90E-05
0.9179,0,5.84E-05,0.000102531
0.918,0,5.40E-05,0.00010571
0.9181,0,5.05E-05,0.000107979
0.9182,0,4.81E-05,0.000108917
0.9183,0,4.71E-05,0.000108281
0.9184,0,4.75E-05,0.000106048
0.9185,0,4.91E-05,0.000102432
0.9186,0,5.15E-05,9.79E-05
0.9187,0,5.42E-05,9.29E-05
0.9188,0,5.68E-05,8.82E-05
0.9189,0,5.87E-05,8.42E-05
0.919,0,5.94E-05,8.16E-05
0.9191,0,5.88E-05,8.05E-05
0.9192,0,5.68E-05,8.10E-05
0.9193,0,5.34E-05,8.30E-05
0.9194,0,4.92E-05,8.62E-05
0.9195,0,4.45E-05,8.98E-05
0.9196,0,3.99E-05,9.33E-05
0.9197,0,3.60E-05,9.62E-05
0.9198,0,3.31E-05,9.78E-05
0.9199,0,3.15E-05,9.78E-05
0.92,0,3.15E-05,9.62E-05
0.9201,0,3.28E-05,9.30E-05
0.9202,0,3.51E-05,8.86E-05
0.9203,0,3.81E-05,8.35E-05
0.9204,0,4.12E-05,7.83E-05
0.9205,0,4.38E-05,7.36E-05
0.9206,0,4.55E-05,7.00E-05
0.9207,0,4.59E-05,6.79E-05
0.9208,0,4.49E-05,6.74E-05
0.9209,0,4.25E-05,6.86E-05
0.921,0,3.89E-05,7.11E-05
0.9211,0,3.45E-05,7.45E-05
0.9212,0,3.00E-05,7.81E-05
0.9213,0,2.57E-05,8.14E-05
0.9214,0,2.23E-05,8.38E-05
0.9215,0,2.00E-05,8.49E-05
0.9216,0,1.92E-05,8.43E-05
0.9217,0,1.98E-05,8.21E-05
0.9218,0,2.17E-05,7.84E-05
0.9219,0,2.45E-05,7.37E-05
0.922,0,2.77E-05,6.86E-05
0.9221,0,3.08E-05,6.36E-05
0.9222,0,3.32E-05,5.93E-05
0.9223,0,3.46E-05,5.63E-05
0.9224,0,3.46E-05,5.48E-05
0.9225,0,3.32E-05,5.49E-05
0.9226,0,3.06E-05,5.65E-05
0.9227,0,2.70E-05,5.92E-05
0.9228,0,2.29E-05,6.25E-05
0.9229,0,1.88E-05,6.58E-05
0.923,0,1.53E-05,6.85E-05
0.9231,0,1.28E-05,7.00E-05
0.9232,0,1.16E-05,7.01E-05
0.9233,0,1.18E-05,6.85E-05
0.9234,0,1.34E-05,6.54E-05
0.9235,0,1.61E-05,6.10E-05
