T/s,theta 1 velocity/rad/s, theta 2  velocity/rad/s
4.9684,-0.41515828,-0.48165469
4.9685,-0.414173385,-0.483151788
4.9686,-0.418582793,-0.47833246
4.9687,-0.428024791,-0.467609294
4.9688,-0.44158745,-0.452024208
4.9689,-0.457828048,-0.433227327
4.969,-0.474898603,-0.413331842
4.9691,-0.490796535,-0.394626953
4.9692,-0.503641194,-0.379261947
4.9693,-0.511911527,-0.368974845
4.9694,-0.514610253,-0.364904958
4.9695,-0.511349123,-0.36749558
4.9696,-0.502356067,-0.37648589
4.9697,-0.488430564,-0.390962213
4.9698,-0.471043998,-0.409243758
4.9699,-0.452206883,-0.429033664
4.97,-0.434070965,-0.447874021
4.9701,-0.418667104,-0.463445069
4.9702,-0.407656838,-0.473849092
4.9703,-0.402159201,-0.477808299
4.9704,-0.402639209,-0.474792023
4.9705,-0.408783563,-0.465157389
4.9706,-0.419569787,-0.450070463
4.9707,-0.433341342,-0.431422148
4.9708,-0.447997111,-0.41161136
4.9709,-0.461404936,-0.393073322
4.971,-0.471656313,-0.377988318
4.9711,-0.477273401,-0.368045015
4.9712,-0.477345627,-0.364284275
4.9713,-0.471590116,-0.367030028
4.9714,-0.460358631,-0.375881104
4.9715,-0.450853773,-0.382679894
4.9716,-0.445777565,-0.384368517
4.9717,-0.444973735,-0.381123362
4.9718,-0.448063048,-0.37337651
4.9719,-0.454327323,-0.361949139
4.972,-0.460773513,-0.350281991
4.9721,-0.46360395,-0.342747423
4.9722,-0.463295924,-0.338802023
4.9723,-0.460283548,-0.337951943
4.9724,-0.455080635,-0.339612263
4.9725,-0.448372493,-0.343000853
4.9726,-0.440958539,-0.347203839
4.9727,-0.433635189,-0.351309915
4.9728,-0.426991126,-0.354645758
4.9729,-0.421375287,-0.356812966
4.973,-0.416941559,-0.357636761
4.9731,-0.41369695,-0.35711072
4.9732,-0.411542432,-0.355349936
4.9733,-0.41030784,-0.352551023
4.9734,-0.409781372,-0.348958327
4.9735,-0.40973402,-0.344835952
4.9736,-0.409939165,-0.340445323
4.9737,-0.41018761,-0.336027988
4.9738,-0.410298326,-0.331793309
4.9739,-0.410125308,-0.327910619
4.974,-0.409560978,-0.324505324
4.9741,-0.408665239,-0.321510262
4.9742,-0.407648412,-0.318684908
4.9743,-0.406696606,-0.315813922
4.9744,-0.405905936,-0.312782395
4.9745,-0.405276254,-0.309586082
4.9746,-0.404750202,-0.306287959
4.9747,-0.404239641,-0.302987829
4.9748,-0.403645968,-0.299798609
4.9749,-0.402874767,-0.296829243
4.975,-0.401845658,-0.294173189
4.9751,-0.400498254,-0.291901442
4.9752,-0.398816804,-0.290034048
4.9753,-0.396956176,-0.288394872
4.9754,-0.39520652,-0.286651888
4.9755,-0.393902483,-0.284421305
4.9756,-0.393212092,-0.281508145
4.9757,-0.392998003,-0.278065786
4.9758,-0.392919917,-0.274479582
4.9759,-0.392672025,-0.271096986
4.976,-0.392041659,-0.26816064
4.9761,-0.390893712,-0.265825671
4.9762,-0.389159652,-0.264171906
4.9763,-0.386829068,-0.263213262
4.9764,-0.384066768,-0.262762605
4.9765,-0.381190496,-0.262456902
4.9766,-0.378592904,-0.261846599
4.9767,-0.376647359,-0.260503741
4.9768,-0.375533066,-0.258223195
4.9769,-0.372140251,-0.258587127
4.977,-0.365638242,-0.262557075
4.9771,-0.356501815,-0.269590544
4.9772,-0.345180679,-0.279172007
4.9773,-0.332276964,-0.290611643
4.9774,-0.318595126,-0.302988273
4.9775,-0.305020942,-0.315287832
4.9776,-0.292354656,-0.32659241
4.9777,-0.281247591,-0.336151879
4.9778,-0.272169041,-0.343422307
4.9779,-0.265382424,-0.348094047
4.978,-0.260943285,-0.350094611
4.9781,-0.258659741,-0.349634817
4.9782,-0.258089509,-0.347212872
4.9783,-0.258618695,-0.343525801
4.9784,-0.259655183,-0.339248851
4.9785,-0.260684887,-0.334970595
4.9786,-0.261289344,-0.331172013
4.9787,-0.261159663,-0.328209949
4.9788,-0.260102512,-0.326309815
4.9789,-0.258037892,-0.325567812
4.979,-0.254989234,-0.325962002
4.9791,-0.251088024,-0.327346691
4.9792,-0.246679171,-0.329330746
4.9793,-0.242264609,-0.331341963
4.9794,-0.238351516,-0.332800966
4.9795,-0.235130697,-0.333488935
4.9796,-0.232477311,-0.333547117
4.9797,-0.230078729,-0.333331042
4.9798,-0.227532154,-0.333299152
4.9799,-0.224423986,-0.333922152
4.98,-0.220503925,-0.335485396
4.9801,-0.215719904,-0.338049154
4.9802,-0.210183282,-0.341487996
4.9803,-0.20411556,-0.345551247
4.9804,-0.197800173,-0.3499178
4.9805,-0.19153978,-0.354244769
4.9806,-0.185585218,-0.358248178
4.9807,-0.180077891,-0.361766832
4.9808,-0.175039635,-0.364774323
4.9809,-0.170409507,-0.367337638
4.981,-0.166001929,-0.369666071
4.9811,-0.161575061,-0.372033163
4.9812,-0.156878658,-0.374722053
4.9813,-0.151804181,-0.377855279
4.9814,-0.146403743,-0.381373339
4.9815,-0.140846557,-0.385084108
4.9816,-0.142464954,-0.380695113
4.9817,-0.150956959,-0.368567754
4.9818,-0.164653218,-0.350611988
4.9819,-0.181422036,-0.329264609
4.982,-0.199054321,-0.307048398
4.9821,-0.215555025,-0.286239838
4.9822,-0.22929302,-0.268698424
4.9823,-0.239084815,-0.255771011
4.9824,-0.244276674,-0.248198395
4.9825,-0.244762164,-0.246095525
4.9826,-0.240961378,-0.248975662
4.9827,-0.233780933,-0.255796826
4.9828,-0.22456227,-0.265022012
4.9829,-0.214845342,-0.274888633
4.983,-0.20613829,-0.283671513
4.9831,-0.19968111,-0.28995321
4.9832,-0.196297355,-0.292793535
4.9833,-0.196370186,-0.291756456
4.9834,-0.199853942,-0.286896554
4.9835,-0.206239948,-0.278798357
4.9836,-0.214570077,-0.268559097
4.9837,-0.22359214,-0.257610825
4.9838,-0.231970523,-0.247480039
4.9839,-0.238522057,-0.239519033
4.984,-0.242393871,-0.234703354
4.9841,-0.243127465,-0.233558556
4.9842,-0.240662382,-0.236155784
4.9843,-0.235386096,-0.242055173
4.9844,-0.228155757,-0.250279454
4.9845,-0.220150556,-0.259482359
4.9846,-0.212658751,-0.268192276
4.9847,-0.206837176,-0.275087759
4.9848,-0.203528381,-0.279207043
4.9849,-0.20312679,-0.280100093
4.985,-0.205521207,-0.277893253
4.9851,-0.210187348,-0.273183687
4.9852,-0.216249292,-0.266970185
4.9853,-0.222658483,-0.260448655
4.9854,-0.228396034,-0.25478153
4.9855,-0.232701449,-0.250837675
4.9856,-0.235057222,-0.249209001
4.9857,-0.235219778,-0.250174888
4.9858,-0.233300183,-0.25361036
4.9859,-0.229823647,-0.258916512
4.986,-0.225621916,-0.265143191
4.9861,-0.221658326,-0.271189187
4.9862,-0.218748737,-0.276122458
4.9863,-0.217515201,-0.279232776
4.9864,-0.21832137,-0.280105573
4.9865,-0.221266787,-0.278628304
4.9866,-0.226115004,-0.27507291
4.9867,-0.232264759,-0.27012708
4.9868,-0.238862884,-0.264765012
4.9869,-0.244980653,-0.260046413
4.987,-0.249804909,-0.256899
4.9871,-0.252771259,-0.255966904
4.9872,-0.253608996,-0.257559105
4.9873,-0.252464607,-0.261506935
4.9874,-0.249912363,-0.267152491
4.9875,-0.246784258,-0.273543
4.9876,-0.243983479,-0.279644318
4.9877,-0.242222629,-0.284641289
4.9878,-0.242023263,-0.287937638
4.9879,-0.243681523,-0.289195047
4.988,-0.247261894,-0.288340137
4.9881,-0.252428831,-0.285756065
4.9882,-0.258532539,-0.282183977
4.9883,-0.26474721,-0.278565186
4.9884,-0.270330216,-0.275746642
4.9885,-0.274674488,-0.274420778
4.9886,-0.277378931,-0.275045123
4.9887,-0.278266725,-0.27782124
4.9888,-0.277444802,-0.282627394
4.9889,-0.275241111,-0.289089904
4.989,-0.27218756,-0.296601963
4.9891,-0.269032747,-0.304308055
4.9892,-0.266634285,-0.311226862
4.9893,-0.265684225,-0.316566484
4.9894,-0.266642936,-0.319800062
4.9895,-0.269717889,-0.320689899
4.9896,-0.274779512,-0.319382492
4.9897,-0.281291761,-0.316487881
4.9898,-0.288456705,-0.312914441
4.9899,-0.295484598,-0.309561908
4.99,-0.301661897,-0.307243354
4.9901,-0.306440908,-0.306582823
4.9902,-0.309478951,-0.307970425
4.9903,-0.310655047,-0.311543156
4.9904,-0.310190776,-0.317045554
4.9905,-0.308676609,-0.323800095
4.9906,-0.306899921,-0.330903886
4.9907,-0.305565821,-0.337549013
4.9908,-0.30527023,-0.343052816
4.9909,-0.306444995,-0.346920448
4.991,-0.309327756,-0.348879177
4.9911,-0.313954182,-0.348887184
4.9912,-0.320171731,-0.347117778
4.9913,-0.327600152,-0.34400513
4.9914,-0.335719298,-0.340143695
4.9915,-0.343885645,-0.336268425
4.9916,-0.35144519,-0.333125917
4.9917,-0.357821597,-0.331373783
4.9918,-0.362583531,-0.331503762
4.9919,-0.365487104,-0.333793266
4.992,-0.36649234,-0.3382866
4.9921,-0.365754973,-0.344804348
4.9922,-0.36367284,-0.352891016
4.9923,-0.360922236,-0.361772141
4.9924,-0.358342119,-0.370486482
4.9925,-0.356691693,-0.378164132
4.9926,-0.356581076,-0.384105544
4.9927,-0.358364898,-0.387901137
4.9928,-0.362095247,-0.389484988
4.9929,-0.367490147,-0.389171966
4.993,-0.374119977,-0.387446638
4.9931,-0.381444489,-0.384921995
4.9932,-0.388839276,-0.382308017
4.9933,-0.395690365,-0.38030337
4.9934,-0.401468352,-0.379510508
4.9935,-0.405784471,-0.380371486
4.9936,-0.408424863,-0.383128709
4.9937,-0.409362062,-0.387811747
4.9938,-0.408744894,-0.394248825
4.9939,-0.406933345,-0.402027704
4.994,-0.404419298,-0.410585958
4.9941,-0.401824756,-0.419212188
4.9942,-0.399809914,-0.427150964
4.9943,-0.399039588,-0.433640702
4.9944,-0.400124922,-0.437980049
4.9945,-0.403516346,-0.43965054
4.9946,-0.409420157,-0.438412353
4.9947,-0.417718737,-0.434396175
4.9948,-0.427898077,-0.428187041
4.9949,-0.439127544,-0.420731992
4.995,-0.450377061,-0.413205549
4.9951,-0.460534224,-0.406875345
4.9952,-0.468566819,-0.402916565
4.9953,-0.473664481,-0.402250361
4.9954,-0.475389968,-0.40537068
4.9955,-0.473813149,-0.41219036
4.9956,-0.469467251,-0.422091637
4.9957,-0.463248008,-0.434042673
4.9958,-0.456295137,-0.446734914
4.9959,-0.449809649,-0.458791182
4.996,-0.444963097,-0.468868359
4.9961,-0.442750413,-0.475825298
4.9962,-0.443867273,-0.478862922
4.9963,-0.448639691,-0.477604674
4.9964,-0.457004742,-0.472118524
4.9965,-0.468482012,-0.462950103
4.9966,-0.482070759,-0.451240549
4.9967,-0.49641528,-0.438536855
4.9968,-0.509985722,-0.42658453
4.9969,-0.521303263,-0.417070297
4.997,-0.529138912,-0.411395125
4.9971,-0.532654362,-0.410513418
4.9972,-0.531480318,-0.414843598
4.9973,-0.525732298,-0.424250127
4.9974,-0.515987972,-0.438069654
4.9975,-0.50331093,-0.455085246
4.9976,-0.489211619,-0.4735701
4.9977,-0.475436204,-0.491527977
4.9978,-0.463726342,-0.506967441
4.9979,-0.45557826,-0.518177274
4.998,-0.452067063,-0.523927315
4.9981,-0.453741458,-0.523588822
4.9982,-0.46059058,-0.517172422
4.9983,-0.472077851,-0.505289457
4.9984,-0.487174695,-0.489114004
4.9985,-0.504303627,-0.47044804
4.9986,-0.521565331,-0.451461268
4.9987,-0.536990854,-0.434402425
4.9988,-0.548821086,-0.421280153
4.9989,-0.555716652,-0.41362332
4.999,-0.556893603,-0.412326066
4.9991,-0.552180537,-0.417582609
4.9992,-0.542000553,-0.428907908
4.9993,-0.527306579,-0.445211817
4.9994,-0.509559922,-0.464824963
4.9995,-0.490666114,-0.485570956
4.9996,-0.472713619,-0.505064201
4.9997,-0.457683041,-0.521042081
4.9998,-0.447193753,-0.531654579
4.9999,-0.442326803,-0.53566669
5,-0.443530157,-0.532566757
5.0001,-0.450605924,-0.522581101
5.0002,-0.462770377,-0.506605478
5.0003,-0.478647131,-0.486214061
5.0004,-0.496356951,-0.463556076
5.0005,-0.513758712,-0.441079837
5.0006,-0.528718044,-0.421225293
5.0007,-0.539394721,-0.406095898
5.0008,-0.544451897,-0.397219694
5.0009,-0.543183108,-0.395404301
5.001,-0.535682032,-0.400541871
5.0011,-0.522796337,-0.411661659
5.0012,-0.506003791,-0.427072492
5.0013,-0.4872779,-0.44451793
5.0014,-0.468866842,-0.461427896
5.0015,-0.455156552,-0.472817305
5.0016,-0.454230637,-0.469531475
5.0017,-0.464471067,-0.45341362
5.0018,-0.483519279,-0.427158964
5.0019,-0.500233478,-0.40357769
5.002,-0.514246838,-0.383090359
5.0021,-0.525097471,-0.366226338
5.0022,-0.532561799,-0.353242821
5.0023,-0.536623683,-0.344160061
5.0024,-0.537445376,-0.338794525
5.0025,-0.535332424,-0.336798979
5.0026,-0.530823842,-0.337558271
5.0027,-0.524646183,-0.340241589
5.0028,-0.517613255,-0.343917327
5.0029,-0.51053035,-0.34766287
5.003,-0.504081048,-0.35069459
5.0031,-0.49867432,-0.352543816
5.0032,-0.494477237,-0.353019393
5.0033,-0.491483073,-0.352129531
5.0034,-0.489564495,-0.350020783
5.0035,-0.488517498,-0.346927684
5.0036,-0.488097214,-0.343131713
5.0037,-0.488046476,-0.338928573
5.0038,-0.488117851,-0.334602951
5.0039,-0.48808976,-0.330410064
5.004,-0.487777308,-0.326563248
5.0041,-0.487038492,-0.323226845
5.0042,-0.485776457,-0.320513613
5.0043,-0.483938515,-0.318485834
5.0044,-0.481640513,-0.317012034
5.0045,-0.479153327,-0.315782211
5.0046,-0.476831686,-0.314389432
5.0047,-0.475024232,-0.312433138
5.0048,-0.473895545,-0.309723896
5.0049,-0.473325794,-0.306397109
5.005,-0.472967847,-0.30284703
5.0051,-0.472464948,-0.299479419
5.0052,-0.471552293,-0.296596119
5.0053,-0.470062741,-0.294388356
5.0054,-0.467910891,-0.292954643
5.0055,-0.465099202,-0.292293384
5.0056,-0.461829428,-0.292174208
5.0057,-0.45845668,-0.29219032
5.0058,-0.455391761,-0.291870482
5.0059,-0.452907274,-0.29090199
5.006,-0.451101103,-0.289172802
5.0061,-0.44993381,-0.286728655
5.0062,-0.44927927,-0.283714936
5.0063,-0.448936153,-0.280363056
5.0064,-0.448555219,-0.277072099
5.0065,-0.447712397,-0.274325445
5.0066,-0.446107722,-0.272465256
5.0067,-0.443725838,-0.271508316
5.0068,-0.44079276,-0.27119495
5.0069,-0.437678969,-0.271099817
5.007,-0.434798737,-0.270747229
5.0071,-0.432418254,-0.269831705
5.0072,-0.430630332,-0.26824711
5.0073,-0.429401056,-0.266033062
5.0074,-0.428616614,-0.263321127
5.0075,-0.428119473,-0.260293275
5.0076,-0.427736061,-0.257150107
5.0077,-0.427234658,-0.254158121
5.0078,-0.426282405,-0.251697908
5.0079,-0.424637795,-0.250044183
5.008,-0.422350325,-0.24913848
5.0081,-0.419687169,-0.24867323
5.0082,-0.417021727,-0.248219252
5.0083,-0.414717921,-0.247358384
5.0084,-0.412962268,-0.245876542
5.0085,-0.411776649,-0.24374907
5.0086,-0.405869568,-0.24707069
5.0087,-0.396024863,-0.254950845
5.0088,-0.383239969,-0.266252423
5.0089,-0.368539524,-0.279805333
5.009,-0.352904937,-0.294485687
5.0091,-0.337231033,-0.309265975
5.0092,-0.322346126,-0.323192396
5.0093,-0.308994758,-0.335404966
5.0094,-0.297760333,-0.345226759
5.0095,-0.289021518,-0.352214364
5.0096,-0.282934412,-0.356178729
5.0097,-0.279438054,-0.357179225
5.0098,-0.278251838,-0.35552731
5.0099,-0.278984834,-0.351663548
5.01,-0.281103677,-0.346195175
5.0101,-0.284013768,-0.33980227
5.0102,-0.28711833,-0.333169455
5.0103,-0.289870477,-0.326925749
5.0104,-0.291814327,-0.321597069
5.0105,-0.292613321,-0.317573465
5.0106,-0.292065037,-0.315091872
5.0107,-0.29010299,-0.31423382
5.0108,-0.286803589,-0.314917161
5.0109,-0.282492904,-0.316772801
5.011,-0.277692803,-0.319206127
5.0111,-0.273007483,-0.321527115
5.0112,-0.268884421,-0.323224854
5.0113,-0.265440177,-0.324165805
5.0114,-0.262506434,-0.324541179
5.0115,-0.259748987,-0.324731336
5.0116,-0.256761382,-0.325198972
5.0117,-0.253150425,-0.326391604
5.0118,-0.24870424,-0.328550869
5.0119,-0.243410882,-0.331691344
5.012,-0.23740956,-0.335655798
5.0121,-0.230938805,-0.340174026
5.0122,-0.224289351,-0.344916451
5.0123,-0.217762889,-0.349541142
5.0124,-0.211634048,-0.353735639
5.0125,-0.206034443,-0.3573489
5.0126,-0.200969952,-0.360372024
5.0127,-0.196358469,-0.362895679
5.0128,-0.192062476,-0.365073257
5.0129,-0.187845873,-0.367171101
5.013,-0.183475561,-0.369452761
5.0131,-0.178857189,-0.372024991
5.0132,-0.174033988,-0.374838977
5.0133,-0.16913368,-0.377750431
5.0134,-0.164327234,-0.380566351
5.0135,-0.159794873,-0.383083629
5.0136,-0.155672253,-0.385150092
5.0137,-0.151942663,-0.386786127
5.0138,-0.148535862,-0.388071115
5.0139,-0.145345713,-0.389124031
5.014,-0.142177831,-0.390164398
5.0141,-0.13878578,-0.391471232
5.0142,-0.134942211,-0.393301964
5.0143,-0.13058713,-0.395724355
5.0144,-0.12582401,-0.398620929
5.0145,-0.120855371,-0.401762014
5.0146,-0.115931858,-0.404863582
5.0147,-0.111309815,-0.407635511
5.0148,-0.107105258,-0.409946996
5.0149,-0.103277159,-0.411845351
5.015,-0.099671756,-0.413505667
5.0151,-0.096077936,-0.415167895
5.0152,-0.092271527,-0.417086455
5.0153,-0.088049511,-0.41949127
5.0154,-0.083337027,-0.422466541
5.0155,-0.084300913,-0.419037288
5.0156,-0.093925762,-0.405842983
5.0157,-0.11022682,-0.385153828
5.0158,-0.13096108,-0.359535732
5.0159,-0.153654147,-0.331818206
5.016,-0.175949766,-0.304693794
5.0161,-0.195762617,-0.280543319
5.0162,-0.21141746,-0.261276979
5.0163,-0.221800145,-0.248162478
5.0164,-0.226429926,-0.241742841
5.0165,-0.225458834,-0.241837465
5.0166,-0.219622799,-0.247598406
5.0167,-0.210168458,-0.257594789
5.0168,-0.198767566,-0.269911765
5.0169,-0.187248872,-0.282456314
5.017,-0.177435351,-0.29314221
5.0171,-0.170832319,-0.300247004
5.0172,-0.168497016,-0.30256077
5.0173,-0.170917723,-0.299523575
5.0174,-0.177852465,-0.291409015
5.0175,-0.188385134,-0.279260577
5.0176,-0.201063343,-0.264735088
5.0177,-0.214176627,-0.249784644
5.0178,-0.225962892,-0.2364201
5.0179,-0.23495291,-0.226318747
5.018,-0.240080525,-0.22069791
5.0181,-0.240718724,-0.220272961
5.0182,-0.236830812,-0.225084806
5.0183,-0.229077039,-0.234377644
5.0184,-0.218731871,-0.246694149
5.0185,-0.207408028,-0.260190691
5.0186,-0.196857026,-0.272864696
5.0187,-0.188598641,-0.282979209
5.0188,-0.183801853,-0.28919854
5.0189,-0.183239791,-0.290639083
5.019,-0.187176765,-0.286998446
5.0191,-0.195197341,-0.278749961
5.0192,-0.206201927,-0.26714863
5.0193,-0.218684088,-0.253914259
5.0194,-0.230920085,-0.241014195
5.0195,-0.24134788,-0.23023187
5.0196,-0.248736512,-0.222973257
5.0197,-0.252237694,-0.220207095
5.0198,-0.251469126,-0.222369356
5.0199,-0.246716128,-0.229132399
5.02,-0.23887791,-0.239466697
5.0201,-0.229309985,-0.251821784
5.0202,-0.219573825,-0.26441214
5.0203,-0.211171617,-0.275520554
5.0204,-0.205353786,-0.283718079
5.0205,-0.203054317,-0.287937297
5.0206,-0.204814097,-0.287559745
5.0207,-0.210609926,-0.28261102
5.0208,-0.219786775,-0.2738379
5.0209,-0.231136554,-0.262619074
5.021,-0.243159007,-0.250667037
5.0211,-0.254325409,-0.239727144
5.0212,-0.26334523,-0.231273735
5.0213,-0.269237044,-0.226428337
5.0214,-0.271358372,-0.225924748
5.0215,-0.269527118,-0.229970636
5.0216,-0.264192476,-0.238051715
5.0217,-0.256393417,-0.248979832
5.0218,-0.247509619,-0.261177533
5.0219,-0.23910587,-0.272855207
5.022,-0.232558415,-0.282439416
5.0221,-0.228928674,-0.288716998
5.0222,-0.228928776,-0.290873814
5.0223,-0.232853966,-0.288572029
5.0224,-0.240399257,-0.282158878
5.0225,-0.25061885,-0.272713756
5.0226,-0.262166135,-0.26177379
5.0227,-0.273490918,-0.251108081
5.0228,-0.283200295,-0.242307012
5.0229,-0.290176623,-0.236647046
5.023,-0.293617818,-0.23504379
5.0231,-0.293123396,-0.23795381
5.0232,-0.288811893,-0.245240855
5.0233,-0.281411958,-0.256071135
5.0234,-0.272166934,-0.269022782
5.0235,-0.262574561,-0.282383256
5.0236,-0.254101578,-0.294475937
5.0237,-0.248007558,-0.303861342
5.0238,-0.245268204,-0.309424177
5.0239,-0.246487871,-0.31047318
5.024,-0.251806288,-0.30684775
5.0241,-0.260735811,-0.299103146
5.0242,-0.272159465,-0.28851364
5.0243,-0.284605015,-0.276759371
5.0244,-0.296515949,-0.26561708
5.0245,-0.306512728,-0.256662227
5.0246,-0.313479531,-0.25116907
5.0247,-0.316631142,-0.250033634
5.0248,-0.315597854,-0.253676868
5.0249,-0.31062403,-0.261817288
5.025,-0.302559389,-0.273481305
5.0251,-0.292743339,-0.2871363
5.0252,-0.282793857,-0.300931215
5.0253,-0.274228108,-0.313131173
5.0254,-0.268324713,-0.322274417
5.0255,-0.266052275,-0.327253295
5.0256,-0.26796365,-0.327435119
5.0257,-0.274135241,-0.322731739
5.0258,-0.28401604,-0.313771255
5.0259,-0.296417599,-0.30191017
5.026,-0.309781065,-0.288928057
5.0261,-0.322484579,-0.276676955
5.0262,-0.333053044,-0.266841641
5.0263,-0.340275546,-0.26080482
5.0264,-0.343324051,-0.259511401
5.0265,-0.341831528,-0.263379327
5.0266,-0.336053456,-0.272114177
5.0267,-0.326867589,-0.284709891
5.0268,-0.315692344,-0.299543392
5.0269,-0.304241179,-0.314654632
5.027,-0.294170355,-0.328149771
5.0271,-0.286920441,-0.338381783
5.0272,-0.283577234,-0.344109101
5.0273,-0.284765228,-0.344617316
5.0274,-0.290606018,-0.339766684
5.0275,-0.300567867,-0.330163195
5.0276,-0.313437017,-0.317192197
5.0277,-0.327572146,-0.302727602
5.0278,-0.34121296,-0.288779647
5.0279,-0.352710921,-0.277231158
5.028,-0.360687215,-0.269656582
5.0281,-0.364187249,-0.267145545
5.0282,-0.362764628,-0.270206946
5.0283,-0.3565385,-0.27870349
5.0284,-0.346324177,-0.291701897
5.0285,-0.333579919,-0.307534735
5.0286,-0.320167625,-0.324073044
5.0287,-0.307964916,-0.339170344
5.0288,-0.298640292,-0.350919402
5.0289,-0.293469745,-0.357861683
5.029,-0.293218012,-0.359122975
5.0291,-0.298088663,-0.354470371
5.0292,-0.307607237,-0.344444647
5.0293,-0.320576594,-0.330412202
5.0294,-0.335289394,-0.314322634
5.0295,-0.349863532,-0.298325786
5.0296,-0.362517876,-0.284456817
5.0297,-0.371727305,-0.274458334
5.0298,-0.376377775,-0.26960306
5.0299,-0.375873874,-0.270571003
5.03,-0.370195524,-0.277384531
5.0301,-0.360043081,-0.289242025
5.0302,-0.346812823,-0.304547114
5.0303,-0.332305812,-0.321241403
5.0304,-0.318494947,-0.33707001
5.0305,-0.30716906,-0.349988935
5.0306,-0.299765546,-0.358355949
5.0307,-0.297226746,-0.361094635
5.0308,-0.299928525,-0.35777596
5.0309,-0.307639004,-0.348665362
5.031,-0.319414129,-0.334841247
5.0311,-0.333655637,-0.318129619
5.0312,-0.348377457,-0.300798904
5.0313,-0.361594883,-0.28511627
5.0314,-0.37156197,-0.27307628
5.0315,-0.376961584,-0.266183686
5.0316,-0.377026193,-0.26531539
5.0317,-0.371585416,-0.270666082
5.0318,-0.361212987,-0.281579653
5.0319,-0.347232555,-0.29654361
5.032,-0.331458453,-0.313485252
5.0321,-0.315958567,-0.330041878
5.0322,-0.302667798,-0.34400323
5.0323,-0.29318269,-0.353545962
5.0324,-0.288606856,-0.357410126
5.0325,-0.289461289,-0.355001602
5.0326,-0.295630278,-0.346453424
5.0327,-0.306267077,-0.332732902
5.0328,-0.319831852,-0.315599407
5.0329,-0.334396526,-0.297256181
5.033,-0.34790242,-0.280055399
5.0331,-0.358510778,-0.266098504
5.0332,-0.36476961,-0.257045144
5.0333,-0.365758169,-0.25394807
5.0334,-0.361174755,-0.257152602
5.0335,-0.351474774,-0.266137906
5.0336,-0.337879483,-0.279508322
5.0337,-0.322135913,-0.295268181
5.0338,-0.306289049,-0.311081225
5.0339,-0.292295541,-0.324712709
5.034,-0.281808337,-0.33427528
5.0341,-0.276009157,-0.338420285
5.0342,-0.275510637,-0.336449503
5.0343,-0.280307352,-0.328370875
5.0344,-0.289650364,-0.315040975
5.0345,-0.302072656,-0.298136936
5.0346,-0.315696199,-0.279805697
5.0347,-0.328482932,-0.26237665
5.0348,-0.338596869,-0.247948887
5.0349,-0.344580873,-0.238188901
5.035,-0.345480078,-0.234189286
5.0351,-0.340953458,-0.236340953
5.0352,-0.331442888,-0.24413941
5.0353,-0.318153985,-0.256208035
5.0354,-0.302782751,-0.270610428
5.0355,-0.287234641,-0.285171248
5.0356,-0.273436572,-0.297690236
5.0357,-0.263003581,-0.306323892
5.0358,-0.257090125,-0.309755219
5.0359,-0.256296253,-0.307300869
5.036,-0.260510182,-0.299089821
5.0361,-0.268901627,-0.286071266
5.0362,-0.279995209,-0.269931945
5.0363,-0.291975988,-0.252746891
5.0364,-0.302918374,-0.236717244
5.0365,-0.311157863,-0.223746843
5.0366,-0.316656169,-0.213896396
5.0367,-0.318984769,-0.207665825
5.0368,-0.317950589,-0.205281684
5.0369,-0.313844838,-0.206415498
5.037,-0.307311609,-0.210333905
5.0371,-0.299211089,-0.21605519
5.0372,-0.290493784,-0.222493295
5.0373,-0.282090788,-0.22858352
5.0374,-0.27469752,-0.233531125
5.0375,-0.268788669,-0.236794132
5.0376,-0.264601655,-0.238102437
5.0377,-0.262091696,-0.237509777
5.0378,-0.260998147,-0.235317534
5.0379,-0.260800811,-0.232123109
5.038,-0.260804591,-0.228722862
5.0381,-0.260267429,-0.225966149
5.0382,-0.258505596,-0.224635143
5.0383,-0.255081886,-0.225231123
5.0384,-0.249848505,-0.227925673
5.0385,-0.242910492,-0.232602095
5.0386,-0.234584112,-0.238902341
5.0387,-0.22545876,-0.246154858
5.0388,-0.216302974,-0.253481831
5.0389,-0.20778656,-0.260117104
5.039,-0.20030042,-0.265611645
5.0391,-0.193969258,-0.269819676
5.0392,-0.188718492,-0.27282269
5.0393,-0.184333778,-0.274861733
5.0394,-0.180444111,-0.276357537
5.0395,-0.179870082,-0.274122935
5.0396,-0.182147286,-0.268695221
5.0397,-0.186243636,-0.261255283
5.0398,-0.19116175,-0.252945982
5.0399,-0.195995919,-0.244806707
5.04,-0.199993118,-0.237703227
5.0401,-0.202648827,-0.232217473
5.0402,-0.2038406,-0.228493626
5.0403,-0.203766475,-0.226308579
5.0404,-0.202846221,-0.225185088
5.0405,-0.20162483,-0.22450226
5.0406,-0.200681005,-0.223600266
5.0407,-0.20054307,-0.221876565
5.0408,-0.201498798,-0.21900444
5.0409,-0.203546898,-0.214988437
5.041,-0.206337679,-0.210230538
5.0411,-0.209274162,-0.205414255
5.0412,-0.211662756,-0.201332779
5.0413,-0.212859903,-0.198721884
5.0414,-0.212478372,-0.198025686
5.0415,-0.210442211,-0.199333767
5.0416,-0.207068572,-0.202286043
5.0417,-0.202981561,-0.206170845
5.0418,-0.198958091,-0.210101306
5.0419,-0.195772931,-0.213192751
5.042,-0.193960585,-0.214836078
5.0421,-0.193744568,-0.214778464
5.0422,-0.194963423,-0.213206143
