T/s,theta 1 velocity/rad/s, theta 2  velocity/rad/s
1.3233,0.220705292,0.266739815
1.3234,0.221024419,0.263762266
1.3235,0.220463688,0.261785787
1.3236,0.218810851,0.261054519
1.3237,0.216076037,0.261560046
1.3238,0.212461853,0.26307481
1.3239,0.208292993,0.265231996
1.324,0.203951916,0.267598632
1.3241,0.199741726,0.269832142
1.3242,0.195878616,0.271687946
1.3243,0.192422247,0.273097938
1.3244,0.189311137,0.274130545
1.3245,0.186410431,0.274936902
1.3246,0.183474508,0.275794215
1.3247,0.180218062,0.27702501
1.3248,0.176440837,0.278856555
1.3249,0.172058779,0.281385584
1.325,0.167088116,0.28459599
1.3251,0.161722696,0.288269657
1.3252,0.156341204,0.291977469
1.3253,0.15141197,0.295187312
1.3254,0.147298744,0.297484011
1.3255,0.1442512,0.298580071
1.3256,0.142412415,0.29830782
1.3257,0.141772932,0.29667257
1.3258,0.142141862,0.293886281
1.3259,0.14312816,0.290389898
1.326,0.144328783,0.286640523
1.3261,0.145391387,0.283039973
1.3262,0.146092361,0.279844845
1.3263,0.146370607,0.277127259
1.3264,0.146287515,0.274820051
1.3265,0.145979421,0.27277073
1.3266,0.145606876,0.270799195
1.3267,0.145227794,0.268842409
1.3268,0.144717708,0.267043917
1.3269,0.14382689,0.265688738
1.327,0.142259745,0.265113485
1.3271,0.139731918,0.265641652
1.3272,0.136042173,0.267502513
1.3273,0.13115173,0.270741913
1.3274,0.12522039,0.275180645
1.3275,0.118601572,0.280419165
1.3276,0.111847206,0.285831166
1.3277,0.105539771,0.290754641
1.3278,0.100166016,0.294634156
1.3279,0.096073246,0.297070733
1.328,0.093471498,0.297820148
1.3281,0.092440252,0.296785851
1.3282,0.092920041,0.294029083
1.3283,0.094674106,0.289813232
1.3284,0.097236295,0.284664277
1.3285,0.1001147,0.279140308
1.3286,0.102878726,0.27373219
1.3287,0.105263535,0.268743398
1.3288,0.107165716,0.264294284
1.3289,0.108594656,0.260377128
1.329,0.10963542,0.256898188
1.3291,0.110418075,0.253712476
1.3292,0.111010336,0.250746362
1.3293,0.111362476,0.248059883
1.3294,0.111282165,0.24587431
1.3295,0.110494117,0.244504299
1.3296,0.108711631,0.244276907
1.3297,0.105685741,0.245475899
1.3298,0.10128277,0.248254216
1.3299,0.095634174,0.252463844
1.33,0.089102513,0.257694176
1.3301,0.082254544,0.263301734
1.3302,0.075669743,0.268628341
1.3303,0.069833203,0.273121434
1.3304,0.06512704,0.276343415
1.3305,0.061804673,0.278001459
1.3306,0.059993377,0.277945216
1.3307,0.059681571,0.27618187
1.3308,0.060676944,0.272924543
1.3309,0.062539059,0.26866996
1.331,0.064782028,0.263969057
1.3311,0.066960936,0.259328711
1.3312,0.068720765,0.255155427
1.3313,0.06989047,0.251647119
1.3314,0.070465003,0.248813023
1.3315,0.07054934,0.246537173
1.3316,0.07031519,0.244627538
1.3317,0.069953052,0.242870281
1.3318,0.069482453,0.241244865
1.3319,0.068749312,0.239927278
1.332,0.067504212,0.239201512
1.3321,0.065471896,0.239380753
1.3322,0.062401148,0.240750752
1.3323,0.058175661,0.243445036
1.3324,0.052830962,0.247425801
1.3325,0.046527144,0.252514513
1.3326,0.042029062,0.255608318
1.3327,0.048397805,0.246550028
1.3328,0.063888658,0.227317323
1.3329,0.086531012,0.200142355
1.333,0.113720569,0.167976213
1.3331,0.142425777,0.134253645
1.3332,0.169690336,0.102322814
1.3333,0.192953808,0.075082053
1.3334,0.210242526,0.054763798
1.3335,0.220288214,0.042800276
1.3336,0.222576048,0.039769146
1.3337,0.217323546,0.045417537
1.3338,0.205397906,0.058755842
1.3339,0.18820339,0.078185705
1.334,0.167632703,0.10155677
1.3341,0.145954337,0.126293507
1.3342,0.125566185,0.149673623
1.3343,0.108757985,0.16909688
1.3344,0.097363421,0.182480669
1.3345,0.092581791,0.188462517
1.3346,0.094839704,0.186555789
1.3347,0.103812217,0.177125306
1.3348,0.118514607,0.161283618
1.3349,0.137333862,0.140856879
1.335,0.158155873,0.118239706
1.3351,0.178629627,0.096094751
1.3352,0.19644299,0.0770398
1.3353,0.209669249,0.063256165
1.3354,0.21695519,0.056275452
1.3355,0.217682411,0.056795511
1.3356,0.21196218,0.064686087
1.3357,0.200531953,0.079106411
1.3358,0.184669985,0.098602868
1.3359,0.166132119,0.121182232
1.336,0.147038162,0.14443874
1.3361,0.129628317,0.165829553
1.3362,0.115905881,0.183080785
1.3363,0.107409166,0.194446473
1.3364,0.105018687,0.198926105
1.3365,0.108921476,0.196304725
1.3366,0.118669584,0.187086703
1.3367,0.133272036,0.172391915
1.3368,0.15120673,0.153943797
1.3369,0.170524642,0.13395022
1.337,0.189094381,0.114825392
1.3371,0.204908299,0.098843303
1.3372,0.216323261,0.087865172
1.3373,0.222208431,0.083171641
1.3374,0.222099404,0.085286961
1.3375,0.216188664,0.093989688
1.3376,0.205223599,0.108428611
1.3377,0.190428025,0.127212603
1.3378,0.173524781,0.14838583
1.3379,0.156520454,0.169671109
1.338,0.141441239,0.188769153
1.3381,0.130036937,0.203694762
1.3382,0.123619187,0.212960176
1.3383,0.122894916,0.21576272
1.3384,0.127936418,0.212018421
1.3385,0.138241904,0.202293492
1.3386,0.152824856,0.187703484
1.3387,0.170219075,0.16990913
1.3388,0.188539781,0.151045686
1.3389,0.205739474,0.133432241
1.339,0.219946093,0.119189382
1.3391,0.229672156,0.110002352
1.3392,0.233937708,0.106981271
1.3393,0.232410958,0.110500627
1.3394,0.225387953,0.120222182
1.3395,0.213702793,0.13519731
1.3396,0.198710792,0.153887864
1.3397,0.182207113,0.17425763
1.3398,0.166207198,0.194020406
1.3399,0.15264201,0.210985942
1.34,0.143109928,0.22334167
1.3401,0.13873485,0.229813496
1.3402,0.140022419,0.229827642
1.3403,0.146855174,0.223515889
1.3404,0.158574235,0.211623172
1.3405,0.174043074,0.19543612
1.3406,0.191612292,0.176823566
1.3407,0.209337978,0.157988269
1.3408,0.225273872,0.141135879
1.3409,0.237712342,0.128201929
1.341,0.245364349,0.120647652
1.3411,0.247540192,0.119253989
1.3412,0.244169107,0.124099247
1.3413,0.235726178,0.13464226
1.3414,0.223147499,0.149819026
1.3415,0.207817899,0.16805834
1.3416,0.191498232,0.187363402
1.3417,0.176103789,0.205562296
1.3418,0.163415249,0.220636112
1.3419,0.154862827,0.230963958
1.342,0.15138836,0.235478732
1.3421,0.153325276,0.233802179
1.3422,0.160431275,0.226207927
1.3423,0.171958512,0.213542429
1.3424,0.186641203,0.197240612
1.3425,0.202776475,0.179233282
1.3426,0.218442482,0.161698949
1.3427,0.231788752,0.146735163
1.3428,0.241273157,0.13609037
1.3429,0.245811176,0.130994513
1.343,0.244929023,0.131984357
1.3431,0.238758885,0.138908759
1.3432,0.227946063,0.151034235
1.3433,0.213648973,0.167046694
1.3434,0.19747192,0.185127313
1.3435,0.181277735,0.203164369
1.3436,0.166908117,0.219070445
1.3437,0.15595536,0.231041412
1.3438,0.149597623,0.237743018
1.3439,0.148440101,0.23848979
1.344,0.152502404,0.233259207
1.3441,0.161290826,0.222610099
1.3442,0.173841427,0.207634603
1.3443,0.188733113,0.189944781
1.3444,0.204220216,0.171520845
1.3445,0.218456582,0.154456593
1.3446,0.229760213,0.140659871
1.3447,0.236809672,0.131630044
1.3448,0.238830814,0.128245244
1.3449,0.235633717,0.130720324
1.345,0.227558282,0.138668791
1.3451,0.215401482,0.151185746
1.3452,0.20041705,0.166849971
1.3453,0.184231611,0.183818409
1.3454,0.168647027,0.200049397
1.3455,0.155380707,0.213597262
1.3456,0.145858072,0.222847831
1.3457,0.141011372,0.226745594
1.3458,0.141209663,0.22487267
1.3459,0.146286977,0.217417024
1.346,0.155598249,0.205109536
1.3461,0.167993622,0.189254691
1.3462,0.181972095,0.171556549
1.3463,0.195783183,0.154001472
1.3464,0.207699343,0.138549654
1.3465,0.216231417,0.126891199
1.3466,0.220295408,0.120256867
1.3467,0.219370319,0.119238165
1.3468,0.213495779,0.123790046
1.3469,0.203214403,0.133296814
1.347,0.189585851,0.146557967
1.3471,0.17403758,0.161957604
1.3472,0.15824974,0.177593439
1.3473,0.143975208,0.191480196
1.3474,0.13278127,0.201843012
1.3475,0.125780439,0.207422036
1.3476,0.123547844,0.20756584
1.3477,0.126129396,0.202222293
1.3478,0.133079291,0.191896502
1.3479,0.143418974,0.177698886
1.348,0.155777752,0.161185921
1.3481,0.168538922,0.144193125
1.3482,0.180025947,0.128623444
1.3483,0.188729438,0.116190301
1.3484,0.193487701,0.108212902
1.3485,0.19365799,0.105421102
1.3486,0.189133268,0.107936398
1.3487,0.181437198,0.114045814
1.3488,0.172523652,0.121552018
1.3489,0.163036307,0.129726306
1.349,0.153719807,0.137723853
1.3491,0.145280831,0.144741964
1.3492,0.138314527,0.15010405
1.3493,0.133165757,0.153418076
1.3494,0.129849948,0.154665623
1.3495,0.128119949,0.154125912
1.3496,0.1275617,0.152267612
1.3497,0.127598233,0.149745156
1.3498,0.127596455,0.147277392
1.3499,0.126944254,0.14555988
1.35,0.125117548,0.145188727
1.3501,0.121795421,0.146530796
1.3502,0.1168685,0.149714039
1.3503,0.110440844,0.154624392
1.3504,0.102840285,0.160893052
1.3505,0.095975921,0.166375783
1.3506,0.09172894,0.168960112
1.3507,0.090390617,0.168318895
1.3508,0.09190348,0.164519641
1.3509,0.095854198,0.158032983
1.351,0.101505044,0.149697844
1.3511,0.107938668,0.140557093
1.3512,0.114191201,0.131706607
1.3513,0.119383746,0.124146146
1.3514,0.122924896,0.118549187
1.3515,0.124538729,0.115230936
1.3516,0.124226956,0.114191364
1.3517,0.122219338,0.115171541
1.3518,0.118982402,0.117644702
1.3519,0.115120016,0.120928731
1.352,0.111287365,0.124283557
1.3521,0.108027815,0.127096889
1.3522,0.105635814,0.129038745
1.3523,0.104156218,0.130061762
1.3524,0.103441466,0.130336313
1.3525,0.103217783,0.130175531
1.3526,0.103145503,0.129966987
1.3527,0.102872436,0.130112226
1.3528,0.102155336,0.130890091
1.3529,0.100891323,0.132421295
1.353,0.099188219,0.134587572
1.3531,0.097330457,0.137069858
1.3532,0.095705013,0.139432276
1.3533,0.094724382,0.141209589
1.3534,0.094613953,0.142148108
1.3535,0.095352763,0.142273073
1.3536,0.096726712,0.141828384
1.3537,0.098404751,0.141190284
1.3538,0.100013143,0.140783305
1.3539,0.101269068,0.140929833
1.354,0.102025805,0.141798892
1.3541,0.102344765,0.14332325
1.3542,0.102460217,0.145239073
1.3543,0.102702766,0.147172804
1.3544,0.103432624,0.148716939
1.3545,0.104886945,0.149603917
1.3546,0.107065346,0.149835109
1.3547,0.109761789,0.149644452
1.3548,0.112648547,0.149403398
1.3549,0.115347378,0.149540326
1.355,0.117566524,0.150386292
1.3551,0.119145368,0.15212464
1.3552,0.120132162,0.154701812
1.3553,0.120763496,0.157850138
1.3554,0.121395193,0.161166201
1.3555,0.122419633,0.164204795
1.3556,0.124118708,0.166646632
1.3557,0.126587792,0.168384153
1.3558,0.129711175,0.169548443
1.3559,0.133218043,0.170445681
1.356,0.136756931,0.171472921
1.3561,0.139974305,0.173029361
1.3562,0.142639831,0.175375413
1.3563,0.144670884,0.178604907
1.3564,0.146192546,0.182575824
1.3565,0.14750115,0.1869513
1.3566,0.148986351,0.191288092
1.3567,0.151097331,0.195074653
1.3568,0.154176755,0.197920487
1.3569,0.158427526,0.199593944
1.357,0.163839804,0.200103794
1.3571,0.17020487,0.199683229
1.3572,0.177032741,0.198883333
1.3573,0.183744562,0.198355843
1.3574,0.189825761,0.198680407
1.3575,0.19486222,0.200323294
1.3576,0.198597511,0.203570662
1.3577,0.20096362,0.208493527
1.3578,0.202124105,0.214899927
1.3579,0.202429927,0.222385628
1.358,0.202382999,0.230376264
1.3581,0.2025348,0.238242285
1.3582,0.203478512,0.245306903
1.3583,0.205799507,0.250901442
1.3584,0.209903597,0.254559229
1.3585,0.215972777,0.256065872
1.3586,0.223979586,0.255443461
1.3587,0.233600823,0.253048627
1.3588,0.244312365,0.249466855
1.3589,0.255357206,0.245548984
1.359,0.265845335,0.242296905
1.3591,0.274899572,0.240698177
1.3592,0.281811194,0.241549093
1.3593,0.286175066,0.245300797
1.3594,0.287899148,0.252048632
1.3595,0.28716847,0.261573287
1.3596,0.284388048,0.273405791
1.3597,0.280218833,0.286787112
1.3598,0.275613138,0.300629398
1.3599,0.271654505,0.31369716
1.36,0.269395212,0.324791177
1.3601,0.269728044,0.332893639
1.3602,0.273294408,0.337272169
1.3603,0.280353542,0.337626972
1.3604,0.290768152,0.334106869
1.3605,0.303985437,0.327330023
1.3606,0.319100356,0.318312477
1.3607,0.33489624,0.308424426
1.3608,0.350018677,0.299193717
1.3609,0.363162862,0.292093015
1.361,0.373221525,0.288371814
1.3611,0.379391673,0.288935223
1.3612,0.381237634,0.294272353
1.3613,0.378797068,0.304335148
1.3614,0.372558349,0.318563793
1.3615,0.363460419,0.335886064
1.3616,0.35288154,0.354731699
1.3617,0.34241172,0.373291587
1.3618,0.333614273,0.389788295
1.3619,0.32785292,0.402671685
1.362,0.326160719,0.410767227
1.3621,0.329157765,0.413369104
1.3622,0.33701793,0.410277782
1.3623,0.349473029,0.401795069
1.3624,0.365769813,0.388771537
1.3625,0.384553094,0.372738297
1.3626,0.404105271,0.355637083
1.3627,0.422589458,0.339545855
1.3628,0.43829175,0.326403999
1.3629,0.449797363,0.317812434
1.363,0.456115196,0.31489224
1.3631,0.45674687,0.318206289
1.3632,0.451775111,0.327658201
1.3633,0.441840433,0.342518449
1.3634,0.428048546,0.361529232
1.3635,0.412020204,0.382848073
1.3636,0.395630312,0.40434504
1.3637,0.380770227,0.423873111
1.3638,0.369129721,0.439514918
1.3639,0.36203353,0.449767732
1.364,0.360333494,0.453665535
1.3641,0.364347381,0.450848064
1.3642,0.373787392,0.441640737
1.3643,0.387827824,0.426977813
1.3644,0.405106006,0.408400331
1.3645,0.423769548,0.388004138
1.3646,0.441796338,0.368078719
1.3647,0.457273418,0.350791049
1.3648,0.468587106,0.337969731
1.3649,0.474563276,0.330945737
1.365,0.474549776,0.330458809
1.3651,0.468455166,0.33661329
1.3652,0.456804871,0.348813477
1.3653,0.44064799,0.365869174
1.3654,0.421610206,0.385935801
1.3655,0.401709943,0.406723385
1.3656,0.383029521,0.425870861
1.3657,0.367444904,0.441252359
1.3658,0.356453193,0.451172399
1.3659,0.351053421,0.454500788
1.366,0.351687338,0.450739562
1.3661,0.358161567,0.440110113
1.3662,0.374192188,0.41845977
1.3663,0.401552884,0.383830813
1.3664,0.4254251,0.353140005
1.3665,0.443766186,0.328721171
1.3666,0.456792344,0.310329414
1.3667,0.464864832,0.297556183
1.3668,0.46846659,0.289855517
1.3669,0.46824058,0.286499542
1.367,0.464949191,0.286624192
1.3671,0.459404183,0.289308767
1.3672,0.452404107,0.293647079
1.3673,0.444692099,0.298795453
1.3674,0.436928883,0.304003436
1.3675,0.42966338,0.308647335
1.3676,0.423241397,0.312334681
1.3677,0.417824405,0.314883006
1.3678,0.413447968,0.316253281
1.3679,0.410063049,0.316502864
1.368,0.407566691,0.315750561
1.3681,0.405824708,0.314150798
1.3682,0.404688326,0.311874662
1.3683,0.404006241,0.309096193
1.3684,0.403633126,0.305982689
1.3685,0.403435425,0.302688115
1.3686,0.403295024,0.299348918
1.3687,0.403076221,0.296121003
1.3688,0.402575441,0.293235955
1.3689,0.40163559,0.290870647
1.369,0.400209674,0.289075654
1.3691,0.39840795,0.287723155
1.3692,0.396449059,0.28656272
1.3693,0.394582946,0.28530876
1.3694,0.392965142,0.283783909
1.3695,0.391649155,0.281927643
1.3696,0.39062445,0.279752856
1.3697,0.389841762,0.277316909
1.3698,0.389231131,0.274701001
1.3699,0.388703592,0.272007988
1.37,0.388084305,0.269437063
1.3701,0.387147289,0.26724414
1.3702,0.38576134,0.265576026
1.3703,0.383978817,0.264371024
1.3704,0.381985643,0.263416176
1.3705,0.380031166,0.262426753
1.3706,0.378295389,0.261197613
1.3707,0.376861173,0.25963486
1.3708,0.375735532,0.257731477
1.3709,0.374878671,0.255534129
1.371,0.374224479,0.253119731
1.3711,0.373627479,0.250654559
1.3712,0.372862085,0.248394663
1.3713,0.371682138,0.246618399
1.3714,0.370021122,0.245399854
1.3715,0.367993856,0.244607289
1.3716,0.365821689,0.24398817
1.3717,0.36377085,0.243239088
1.3718,0.362025523,0.242150525
1.3719,0.360664321,0.240633689
1.372,0.359684716,0.238692623
1.3721,0.359028576,0.236394909
1.3722,0.358528473,0.233931327
1.3723,0.357932571,0.231587405
1.3724,0.356956923,0.229684355
1.3725,0.355487221,0.228350734
1.3726,0.353597942,0.227500914
1.3727,0.351490326,0.226905481
1.3728,0.349424177,0.226268577
1.3729,0.347594781,0.225368248
1.373,0.346093417,0.224101491
1.3731,0.344930639,0.222457661
1.3732,0.344066889,0.220483505
1.3733,0.343360554,0.218340873
1.3734,0.342581669,0.216290839
1.3735,0.341469522,0.214628436
1.3736,0.339923926,0.213466042
1.3737,0.338032248,0.212703233
1.3738,0.33599747,0.21210853
1.3739,0.334073934,0.211392242
1.374,0.332438751,0.210353123
1.3741,0.331166976,0.208906676
1.3742,0.330255027,0.207058392
1.3743,0.329638843,0.20488274
1.3744,0.329140223,0.202582778
1.3745,0.328498777,0.200453769
1.3746,0.327444172,0.198801455
1.3747,0.32589347,0.197718674
1.3748,0.323952317,0.197084313
1.3749,0.321837964,0.196650783
1.375,0.319816059,0.196115663
1.3751,0.318073381,0.195266839
1.3752,0.316692336,0.194011582
1.3753,0.315674868,0.192349231
1.3754,0.314960956,0.190349785
1.3755,0.314375255,0.188213178
1.3756,0.313659259,0.186232651
1.3757,0.312543697,0.184712853
1.3758,0.310942833,0.183749868
1.3759,0.308960681,0.183224519
1.376,0.306813434,0.182890508
1.3761,0.304766036,0.182446312
1.3762,0.303055631,0.181622302
1.3763,0.301800054,0.180285206
1.3764,0.301012297,0.178421618
1.3765,0.300587211,0.176152032
1.3766,0.300302339,0.173729187
1.3767,0.299869137,0.171480012
1.3768,0.298998185,0.169732101
1.3769,0.297553687,0.168639303
1.377,0.295606297,0.16812137
1.3771,0.293362933,0.167943325
1.3772,0.291094459,0.167797518
1.3773,0.281278469,0.176290177
1.3774,0.26530782,0.191847759
1.3775,0.244917002,0.212504242
1.3776,0.221853008,0.236275789
1.3777,0.197813529,0.261230567
1.3778,0.1743932,0.285550206
1.3779,0.152980962,0.30764744
1.378,0.134690884,0.32624558
1.3781,0.12032084,0.340426204
1.3782,0.110337569,0.349646777
1.3783,0.104885237,0.353731451
1.3784,0.103813693,0.352839369
1.3785,0.106722004,0.347415517
1.3786,0.113012506,0.338129501
1.3787,0.121929137,0.325832271
1.3788,0.132488049,0.311636011
1.3789,0.143565864,0.296813916
1.379,0.154115044,0.282556237
1.3791,0.16326449,0.26985569
1.3792,0.170356745,0.259464396
1.3793,0.174956477,0.251883442
1.3794,0.176846291,0.247366993
1.3795,0.176096107,0.245842345
1.3796,0.173034367,0.246942103
1.3797,0.168173443,0.250088795
1.3798,0.162128915,0.25458663
1.3799,0.155550629,0.259699913
1.38,0.149139689,0.264633321
1.3801,0.143534632,0.268661758
1.3802,0.139293669,0.271150571
1.3803,0.136782078,0.271682537
1.3804,0.136147919,0.27008556
1.3805,0.137327256,0.266427475
1.3806,0.140029732,0.261033505
1.3807,0.14369333,0.254538881
1.3808,0.147626836,0.247726849
1.3809,0.1511247,0.241398201
1.381,0.153621029,0.236197323
1.3811,0.154743254,0.232550861
1.3812,0.154383082,0.230585677
1.3813,0.152661785,0.230167645
1.3814,0.149853878,0.230988192
1.3815,0.14632483,0.232634962
1.3816,0.142478586,0.234651421
1.3817,0.1386521,0.236657183
1.3818,0.135041708,0.238431907
1.3819,0.131718423,0.239896127
1.382,0.128634063,0.241104348
1.3821,0.125670124,0.242190061
1.3822,0.122599891,0.243409708
1.3823,0.11915819,0.245063503
1.3824,0.115087401,0.247443184
1.3825,0.110246209,0.250709636
1.3826,0.104627887,0.25487223
1.3827,0.098413599,0.259727273
1.3828,0.091979173,0.264849357
1.3829,0.085886771,0.269600056
1.383,0.080737863,0.27329355
1.3831,0.076978793,0.275418287
1.3832,0.074858369,0.27568599
1.3833,0.074454703,0.274001711
1.3834,0.075680057,0.270458894
1.3835,0.078219885,0.265409656
1.3836,0.081542121,0.259455126
1.3837,0.08509826,0.253217952
1.3838,0.088412197,0.247240999
1.3839,0.091184657,0.241867247
1.384,0.093289733,0.237243057
1.3841,0.094726898,0.233372461
1.3842,0.09558349,0.230159623
1.3843,0.096002848,0.227444942
1.3844,0.096143738,0.225051207
1.3845,0.096039925,0.222943251
1.3846,0.095552394,0.221281437
1.3847,0.094438586,0.220342961
1.3848,0.092427249,0.220437122
1.3849,0.089270857,0.221845925
1.385,0.084793057,0.224770438
1.3851,0.07898413,0.229223561
1.3852,0.072046495,0.23497789
1.3853,0.064451344,0.24149987
1.3854,0.056845244,0.248055579
1.3855,0.049833496,0.253955926
1.3856,0.043914153,0.258631506
1.3857,0.039435589,0.261681479
1.3858,0.036599387,0.262870884
1.3859,0.035469311,0.262120904
1.386,0.03598665,0.259491768
1.3861,0.037932345,0.255226469
1.3862,0.040852441,0.249836791
1.3863,0.044239042,0.243898821
1.3864,0.047625987,0.237943848
1.3865,0.050699664,0.232330994
1.3866,0.05330177,0.227243406
1.3867,0.055387236,0.222735805
1.3868,0.056992156,0.218770763
1.3869,0.058206752,0.215249294
1.387,0.062529182,0.208253937
1.3871,0.076386642,0.19059709
1.3872,0.097301999,0.165088576
1.3873,0.122614364,0.134746267
1.3874,0.149298829,0.102998989
1.3875,0.174408575,0.073185776
1.3876,0.195446139,0.048134799
1.3877,0.210532701,0.029971913
1.3878,0.218503904,0.020012421
1.3879,0.218939999,0.018727181
1.388,0.21213181,0.025781351
1.3881,0.198990256,0.040137071
1.3882,0.180930707,0.060184869
1.3883,0.159825302,0.083799348
1.3884,0.137928764,0.108422026
1.3885,0.11762209,0.131350978
1.3886,0.101135445,0.15005481
1.3887,0.090221823,0.162543539
1.3888,0.085916448,0.167640549
1.3889,0.088489666,0.165035658
1.389,0.09751206,0.155211331
1.3891,0.11195472,0.139329411
1.3892,0.130212193,0.119206611
1.3893,0.150218946,0.097181516
1.3894,0.16970066,0.075828869
1.3895,0.186428651,0.05767088
1.3896,0.198557063,0.044796418
1.3897,0.204808966,0.038650206
1.3898,0.204626828,0.039861129
1.3899,0.198161852,0.048254129
1.39,0.186168732,0.062969718
1.3901,0.169921032,0.082560722
1.3902,0.151225043,0.104977369
1.3903,0.132195173,0.127821107
1.3904,0.115032184,0.14859511
1.3905,0.101679854,0.165094245
1.3906,0.0935967,0.175663928
1.3907,0.091575327,0.17940375
1.3908,0.095728638,0.176182868
1.3909,0.105565821,0.166554146
1.391,0.120082,0.151652945
1.3911,0.137766867,0.13318885
1.3912,0.156703353,0.113332863
1.3913,0.174801549,0.094451409
1.3914,0.190096223,0.078769656
1.3915,0.200984352,0.068102799
1.3916,0.206383587,0.063676127
1.3917,0.205872394,0.065965212
1.3918,0.199662542,0.074727099
1.3919,0.18850058,0.089112224
1.392,0.173592962,0.107750132
1.3921,0.156633025,0.128719704
1.3922,0.13959168,0.149785641
1.3923,0.124497998,0.168646463
1.3924,0.113112724,0.183305376
1.3925,0.106730212,0.192294777
1.3926,0.106023664,0.194850387
1.3927,0.111034427,0.190923182
1.3928,0.121248247,0.181093249
1.3929,0.135681525,0.166472451
1.393,0.15288337,0.148703616
1.3931,0.170992551,0.129894594
1.3932,0.187987956,0.112333799
1.3933,0.202020468,0.098115145
1.3934,0.211618289,0.088905634
1.3935,0.215855193,0.085753805
1.3936,0.214436654,0.088991516
1.3937,0.2076563,0.098283394
1.3938,0.196306137,0.112728908
1.3939,0.181669537,0.130872024
1.394,0.165462656,0.15076691
1.3941,0.149636415,0.170201592
1.3942,0.136077681,0.187036946
1.3943,0.12636469,0.199484265
1.3944,0.121617171,0.206274886
1.3945,0.122352451,0.206822074
1.3946,0.128486192,0.201220027
1.3947,0.139416503,0.190148869
1.3948,0.154077582,0.174814657
1.3949,0.170895236,0.157000357
1.395,0.18799554,0.138828648
1.3951,0.203487485,0.122441803
1.3952,0.215697752,0.10973583
1.3953,0.223341826,0.102166464
1.3954,0.225703678,0.100544506
1.3955,0.222664771,0.105002761
1.3956,0.214642567,0.115065973
1.3957,0.202510666,0.129741773
1.3958,0.18759221,0.147529891
1.3959,0.171592935,0.166497195
1.396,0.156386518,0.184520178
1.3961,0.143731111,0.199606586
1.3962,0.135054468,0.210139235
1.3963,0.131268952,0.215084472
1.3964,0.132714799,0.21405616
1.3965,0.139190466,0.207281433
1.3966,0.150033017,0.195509834
1.3967,0.164093857,0.180042344
1.3968,0.179803192,0.162657838
1.3969,0.195354054,0.145403892
1.397,0.208968275,0.130295591
1.3971,0.219113404,0.119069943
1.3972,0.224661906,0.113005326
1.3973,0.225054325,0.112735561
1.3974,0.220308211,0.118239667
1.3975,0.210940455,0.12893018
1.3976,0.197915485,0.143712733
1.3977,0.182620259,0.161015983
1.3978,0.166790164,0.178873837
1.3979,0.152289506,0.195173651
1.398,0.140789577,0.208021985
1.3981,0.133568991,0.215970943
1.3982,0.131352044,0.218200126
1.3983,0.134286462,0.214541668
1.3984,0.142004738,0.205411023
1.3985,0.15369356,0.191728699
1.3986,0.168078719,0.174938899
1.3987,0.183498612,0.156925246
1.3988,0.198123578,0.139761473
1.3989,0.210230798,0.12540041
1.399,0.218412956,0.115437881
1.3991,0.22177286,0.110891087
1.3992,0.219981911,0.112132066
1.3993,0.213247651,0.118924605
1.3994,0.202250389,0.130496529
1.3995,0.188151057,0.145532525
1.3996,0.172513594,0.162261505
1.3997,0.157111209,0.178675275
1.3998,0.143698543,0.192786602
1.3999,0.133758624,0.202916554
1.4,0.128302287,0.207920938
1.4001,0.127788082,0.207280568
1.4002,0.132143589,0.201077253
1.4003,0.140813513,0.189939757
1.4004,0.152727001,0.175082401
1.4005,0.166444638,0.158138642
1.4006,0.180288047,0.141012611
1.4007,0.192590756,0.125595073
1.4008,0.201866681,0.113572285
1.4009,0.206996059,0.106215143
1.401,0.207388094,0.10419399
1.4011,0.202980763,0.107578974
1.4012,0.194179673,0.115909642
1.4013,0.181821435,0.128237344
1.4014,0.167163192,0.143138698
1.4015,0.151764913,0.158847811
1.4016,0.137315192,0.173452907
1.4017,0.125390888,0.185168938
1.4018,0.117191683,0.192637646
1.4019,0.113429222,0.195053022
1.402,0.114316658,0.192173291
1.4021,0.119607983,0.184276554
1.4022,0.12861062,0.17214729
1.4023,0.140169523,0.15709575
1.4024,0.15285909,0.140740128
1.4025,0.165075105,0.12490061
1.4026,0.175272263,0.111330526
1.4027,0.182149978,0.101505757
1.4028,0.184865112,0.096382882
1.4029,0.183079813,0.096344878
1.403,0.176924982,0.101242825
1.4031,0.166986418,0.110412511
1.4032,0.154313311,0.122666404
1.4033,0.140238748,0.136496687
1.4034,0.126292698,0.150172422
1.4035,0.114030476,0.161933507
1.4036,0.104794339,0.170261159
1.4037,0.09948677,0.174134103
1.4038,0.098522553,0.173082727
1.4039,0.101856664,0.167157807
1.404,0.108982725,0.156933085
1.4041,0.118904644,0.143538836
1.4042,0.130318786,0.1284551
1.4043,0.141734522,0.113373803
1.4044,0.151643214,0.100006824
1.4045,0.158718664,0.089859226
1.4046,0.162036988,0.083979351
1.4047,0.161147808,0.08287794
1.4048,0.15606282,0.086541272
1.4049,0.14724993,0.094438751
1.405,0.135650327,0.105505185
1.4051,0.122506377,0.118335462
1.4052,0.10925872,0.131299954
1.4053,0.097389831,0.1427213
1.4054,0.088205287,0.151122444
1.4055,0.082616484,0.155472026
1.4056,0.081084074,0.155248363
1.4057,0.083636424,0.150418895
1.4058,0.089857726,0.141454498
