T/s,theta 1 torque / Nm,theta 2 torque / Nm
0.7184,107.0823596,98.12731369
0.7185,107.0193297,97.71618005
0.7186,107.0288036,97.06295288
0.7187,107.0859059,96.19564536
0.7188,107.1461805,95.15527066
0.7189,107.1374578,94.0052746
0.719,106.9708903,92.84240979
0.7191,106.587953,91.74813083
0.7192,105.9397342,90.77989468
0.7193,105.0012108,89.96854157
0.7194,103.7709334,89.31827349
0.7195,102.2690371,88.80886508
0.7196,100.533378,88.39852024
0.7197,98.61432804,88.00494792
0.7198,96.57423198,87.53510625
0.7199,94.50937323,86.88580511
0.72,92.50985581,85.98706294
0.7201,90.63805532,84.78634832
0.7202,88.92772757,83.25924584
0.7203,87.38476672,81.40981679
0.7204,85.99008441,79.26827451
0.7205,84.70441907,76.8861828
0.7206,83.47451112,74.3299008
0.7207,82.23998283,71.67852598
0.7208,80.91545584,69.0450654
0.7209,79.41282345,66.53619137
0.721,77.65427844,64.22995314
0.7211,75.59366587,62.17283749
0.7212,73.21640862,60.37816349
0.7213,70.5374941,58.82756644
0.7214,67.5969926,57.47552864
0.7215,64.45370328,56.25621048
0.7216,61.177649,55.09171217
0.7217,57.84765254,53.90083084
0.7218,54.57267062,52.57392996
0.7219,51.45216878,51.00759405
0.722,48.55480538,49.12650406
0.7221,45.91672311,46.892457
0.7222,43.54145522,44.3044576
0.7223,41.40280919,41.39542141
0.7224,39.45032513,38.225946
0.7225,37.61233628,34.87598263
0.7226,35.78182621,31.43537785
0.7227,33.82654864,28.02766305
0.7228,31.65021482,24.77302821
0.7229,29.18220381,21.76378667
0.723,26.38746145,19.05391787
0.7231,23.26264441,16.65829841
0.7232,19.834444,14.55546906
0.7233,16.15488424,12.69360024
0.7234,12.29446939,10.97263749
0.7235,8.334049329,9.275200563
0.7236,4.370354535,7.488455003
0.7237,0.523356632,5.487305516
0.7238,-3.113720868,3.191018837
0.7239,-6.482496045,0.558329412
0.724,-9.560522411,-2.417821611
0.7241,-12.35878632,-5.710885497
0.7242,-14.91646439,-9.265386012
0.7243,-17.2937297,-13.00419824
0.7244,-19.56335688,-16.83746245
0.7245,-21.80197949,-20.63858711
0.7246,-24.10798316,-24.28069163
0.7247,-26.57609678,-27.65976045
0.7248,-29.28188146,-30.70526241
0.7249,-32.26369907,-33.38328664
0.725,-35.52414357,-35.69684513
0.7251,-36.61407851,-37.6827185
0.7252,-36.79117263,-37.44351528
0.7253,-36.99476129,-37.00202908
0.7254,-37.21928946,-36.52050299
0.7255,-37.44461177,-36.05437923
0.7256,-37.65262681,-35.64626709
0.7257,-37.82916709,-35.32713853
0.7258,-37.96438718,-35.11796911
0.7259,-38.05276026,-35.02039866
0.726,-38.09278493,-35.00700235
0.7261,-38.08638541,-35.04843893
0.7262,-38.0378891,-35.12103971
0.7263,-37.95288129,-35.20543438
0.7264,-37.83732066,-35.28589715
0.7265,-37.69693142,-35.34985854
0.7266,-37.53680459,-35.38752053
0.7267,-37.36116073,-35.39153074
0.7268,-37.17323611,-35.35668842
0.7269,-36.97526152,-35.27966755
0.727,-36.76850886,-35.15874991
0.7271,-36.55338466,-34.99356652
0.7272,-36.32955401,-34.78484859
0.7273,-36.0960809,-34.53419085
0.7274,-35.85157424,-34.24806689
0.7275,-35.59433086,-33.96003559
0.7276,-35.32251337,-33.70472402
0.7277,-35.0379134,-33.50587661
0.7278,-34.76979445,-33.37475133
0.7279,-34.55046802,-33.28939622
0.728,-34.38042995,-33.22219929
0.7281,-34.24475455,-33.15337735
0.7282,-34.12900113,-33.06927816
0.7283,-34.02251752,-32.96102928
0.7284,-33.91720263,-32.82328737
0.7285,-33.80672518,-32.65326202
0.7286,-33.68600493,-32.44998058
0.7287,-33.55087505,-32.23271491
0.7288,-33.39786692,-32.03450457
0.7289,-33.22427405,-31.88316484
0.729,-33.02853718,-31.79305436
0.7291,-32.81105826,-31.74461146
0.7292,-32.59960624,-31.71166273
0.7293,-32.4278732,-31.67447259
0.7294,-32.31775312,-31.6183335
0.7295,-32.25597964,-31.53324553
0.7296,-32.2221385,-31.41355221
0.7297,-32.20072823,-31.25712495
0.7298,-32.1794977,-31.06849843
0.7299,-32.14868916,-30.88034865
0.73,-32.10055785,-30.72700316
0.7301,-32.02935944,-30.63217028
0.7302,-31.9316197,-30.5927037
0.7303,-31.80623296,-30.58518732
0.7304,-31.65413351,-30.58688915
0.7305,-31.4775469,-30.58038356
0.7306,-31.30332361,-30.55240003
0.7307,-31.1654204,-30.49309183
0.7308,-31.08635252,-30.39570822
0.7309,-31.0526167,-30.25661587
0.731,-31.04255552,-30.09234475
0.7311,-31.03947579,-29.93679737
0.7312,-31.03027964,-29.82012509
0.7313,-31.0052349,-29.76354431
0.7314,-30.9579169,-29.75493843
0.7315,-30.88501984,-29.77137771
0.7316,-30.78575327,-29.79169277
0.7317,-30.66091686,-29.79975764
0.7318,-30.51214672,-29.78343903
0.7319,-30.3672811,-29.73384781
0.732,-30.25866459,-29.64475409
0.7321,-30.20678129,-29.51286551
0.7322,-30.19651139,-29.36355961
0.7323,-30.205283,-29.22906616
0.7324,-30.21598963,-29.13641739
0.7325,-30.21596307,-29.10484768
0.7326,-30.19663143,-29.12095162
0.7327,-30.15310597,-29.1609947
0.7328,-30.08342199,-29.20333466
0.7329,-29.98750494,-29.23159607
0.733,-29.86626998,-29.23354248
0.7331,-29.73489546,-28.36284279
0.7332,-29.62573514,-26.85090738
0.7333,-29.55913213,-25.28976038
0.7334,-29.50698605,-23.76690547
0.7335,-29.42788203,-22.39968066
0.7336,-29.28736584,-21.26878997
0.7337,-29.08837024,-20.42930007
0.7338,-28.84953158,-19.90865884
0.7339,-28.59285822,-19.70774599
0.734,-28.34031384,-19.80561985
0.7341,-28.11408937,-20.1651072
0.7342,-27.93620199,-20.73849889
0.7343,-27.82773879,-21.46751645
0.7344,-27.80796376,-22.27815488
0.7345,-27.88917495,-23.07410561
0.7346,-28.0533911,-23.78309159
0.7347,-28.27700886,-24.35515732
0.7348,-28.5417174,-24.76154219
0.7349,-28.83155565,-24.99175379
0.735,-29.13157471,-25.0501866
0.7351,-29.42725046,-24.95266613
0.7352,-29.70441205,-24.72646752
0.7353,-29.9494904,-24.43000339
0.7354,-30.14996813,-24.12471739
0.7355,-30.29517563,-23.86011946
0.7356,-30.37723149,-23.67119151
0.7357,-30.39165258,-23.55325316
0.7358,-30.33752299,-23.50402084
0.7359,-30.21702294,-23.51166672
0.736,-30.03879189,-23.56007354
0.7361,-29.83962696,-23.61139865
0.7362,-29.65810353,-23.63304625
0.7363,-29.52205927,-23.59822593
0.7364,-29.45055403,-23.48827211
0.7365,-29.45094562,-23.2939274
0.7366,-29.49774415,-23.01547611
0.7367,-29.55950528,-22.66185017
0.7368,-29.61162588,-22.24826901
0.7369,-29.63455481,-21.79609036
0.737,-29.61301588,-21.35325599
0.7371,-29.53552553,-20.96749236
0.7372,-29.39434265,-20.67193779
0.7373,-29.21163272,-20.46553963
0.7374,-29.01819848,-20.33678062
0.7375,-28.84154175,-20.26942015
0.7376,-28.7027928,-20.24520797
0.7377,-28.61784143,-20.22776518
0.7378,-28.59810337,-20.18986197
0.7379,-28.62494131,-20.11283151
0.738,-28.67113795,-19.98681878
0.7381,-28.71265994,-19.80962523
0.7382,-28.73132199,-19.58441879
0.7383,-28.7133513,-19.31742079
0.7384,-28.64845053,-19.01921256
0.7385,-28.53128742,-18.72657361
0.7386,-28.38519627,-18.47677783
0.7387,-28.23864667,-18.27236415
0.7388,-28.11394477,-18.09507871
0.7389,-28.02741914,-17.92554685
0.739,-27.99060773,-17.74865411
0.7391,-28.00673207,-17.55434456
0.7392,-28.04895001,-17.3379351
0.7393,-28.08664895,-17.0998007
0.7394,-28.09766454,-16.84387148
0.7395,-28.06594705,-16.57538266
0.7396,-27.98028109,-16.2990591
0.7397,-27.85929408,-16.03677252
0.7398,-27.72948672,-15.80166067
0.7399,-27.61344427,-15.60052255
0.74,-27.52741067,-15.43566672
0.7401,-27.48293592,-15.29884481
0.7402,-27.4880097,-15.17972316
0.7403,-27.5218267,-15.09667691
0.7404,-27.55645685,-15.06661296
0.7405,-27.56884798,-15.07381492
0.7406,-27.54373655,-15.09625633
0.7407,-27.47242348,-15.11561417
0.7408,-27.3765101,-15.11590961
0.7409,-27.28468555,-15.08329312
0.741,-27.22029011,-15.00673307
0.7411,-27.19907585,-14.87937845
0.7412,-26.08097747,-14.69951813
0.7413,-23.17098978,-14.47080681
0.7414,-20.26617112,-14.1830553
0.7415,-17.42386363,-13.78001011
0.7416,-14.74401036,-13.18446771
0.7417,-12.31113874,-12.34198153
0.7418,-10.19303154,-11.22414549
0.7419,-8.423426531,-9.831275882
0.742,-7.000235895,-8.192119706
0.7421,-5.891508593,-6.360657068
0.7422,-5.042874486,-4.41017283
0.7423,-4.385964987,-2.425475658
0.7424,-3.832313818,-0.494321272
0.7425,-3.264838239,1.300961638
0.7426,-2.587279338,2.891166206
0.7427,-1.731721116,4.207214919
0.7428,-0.659886831,5.222703225
0.7429,0.637126768,5.935870428
0.743,2.137040774,6.373116234
0.7431,3.769060002,6.584103932
0.7432,5.445957576,6.640524801
0.7433,7.083194201,6.656341942
0.7434,8.604138382,6.745093827
0.7435,9.92764633,6.995763036
0.7436,10.99785932,7.469009779
0.7437,11.79775407,8.194499754
0.7438,12.33128684,9.170818895
0.7439,12.62624393,10.36867046
0.744,12.72936303,11.73232273
0.7441,12.71499488,13.16441343
0.7442,12.69481179,14.55969967
0.7443,12.76759059,15.82572659
0.7444,13.00944243,16.87081103
0.7445,13.47008673,17.64658436
0.7446,14.17096053,18.12991075
0.7447,15.10591358,18.3275552
0.7448,16.21863799,18.27381786
0.7449,17.42904502,18.02465378
0.745,18.65150388,17.66432963
0.7451,19.8048232,17.31267926
0.7452,20.81811663,17.07363511
0.7453,21.62244053,17.02530498
0.7454,22.18858063,17.21635843
0.7455,22.5035669,17.66461335
0.7456,22.57457687,18.35853699
0.7457,22.43178294,19.23549161
0.7458,22.12843606,20.20875857
0.7459,21.74383588,21.1865157
0.746,21.38593995,22.08282814
0.7461,21.14082391,22.82444384
0.7462,21.07092653,23.33739736
0.7463,21.21282758,23.58929015
0.7464,21.576702,23.57127571
0.7465,22.14798479,23.30189455
0.7466,22.88714616,22.82267037
0.7467,23.71281751,22.19756896
0.7468,24.53395705,21.51578686
0.7469,25.26878851,20.89408456
0.747,25.83074717,20.42519398
0.7471,26.15739849,20.17492399
0.7472,26.2241712,20.17874849
0.7473,26.03022043,20.44104376
0.7474,25.59868969,20.93577035
0.7475,24.97274817,21.5873388
0.7476,24.21512254,22.30070028
0.7477,23.41062374,22.98125359
0.7478,22.66870544,23.54388219
0.7479,22.073292,23.90079215
0.748,21.68170843,24.00406348
0.7481,21.52282724,23.82859838
0.7482,21.59764871,23.37768463
0.7483,21.87821559,22.68145383
0.7484,22.29018699,21.79171931
0.7485,22.74483748,20.78049236
0.7486,23.15812272,19.7602535
0.7487,23.45559061,18.84146636
0.7488,23.56375144,18.10882502
0.7489,23.44817174,17.61797734
0.749,23.09063673,17.39349395
0.7491,22.49360771,17.42982363
0.7492,21.68351007,17.69082575
0.7493,20.70566383,18.09297613
0.7494,19.63269083,18.53808272
0.7495,18.57342966,18.93333996
0.7496,17.62231949,19.19754833
0.7497,16.85038066,19.2481331
0.7498,16.30241711,19.04418773
0.7499,15.99580255,18.5693203
0.75,15.92161053,17.83616815
0.7501,16.04403205,16.88244247
0.7502,16.28335786,15.76513751
0.7503,16.5481748,14.56799629
0.7504,16.75438524,13.40954952
0.7505,16.83009236,12.3916809
0.7506,16.704428,11.58973384
0.7507,16.34525272,11.04908212
0.7508,15.73918005,10.78391716
0.7509,14.89924782,10.77888585
0.751,13.86085081,10.96752967
0.7511,12.67623623,11.25965553
0.7512,11.42195465,11.56072051
0.7513,10.20724755,11.78294842
0.7514,9.123970167,11.83317318
0.7515,8.238415888,11.64580517
0.7516,7.588890608,11.19431741
0.7517,7.185249001,10.4742048
0.7518,7.011312493,9.508608265
0.7519,7.008740648,8.343749451
0.752,7.092362584,7.04808133
0.7521,7.174971171,5.71434421
0.7522,7.17773985,4.461323002
0.7523,7.01693197,3.382388573
0.7524,6.645867409,2.542953096
0.7525,6.037624358,1.977381863
0.7526,5.190763797,1.688882663
0.7527,4.12834641,1.652437889
0.7528,2.893521088,1.793999139
0.7529,1.549042965,2.018498582
0.753,0.198679272,2.229523157
0.7531,-1.054347319,2.340535567
0.7532,-2.130307305,2.263138793
0.7533,-2.975561722,1.949774567
0.7534,-3.564418528,1.37623716
0.7535,-3.898547583,0.546923171
0.7536,-4.008031968,-0.506973203
0.7537,-3.968744643,-1.73282089
0.7538,-3.8703689,-3.04885175
0.7539,-3.797369023,-4.336134867
0.754,-3.823888304,-5.490266329
0.7541,-4.02635193,-6.431690044
0.7542,-4.442003569,-7.109681875
0.7543,-5.08765399,-7.504229395
0.7544,-5.955188113,-7.625054025
0.7545,-7.013572434,-7.533651159
0.7546,-8.208550186,-7.316319829
0.7547,-9.459632876,-7.065077992
0.7548,-10.65750184,-6.866539117
0.7549,-11.71463908,-6.794963587
0.755,-12.56716378,-6.920061368
0.7551,-13.17714823,-7.26929517
0.7552,-13.53311079,-7.851669001
0.7553,-13.64871105,-8.654345528
0.7554,-13.58417157,-9.640518637
0.7555,-13.41935277,-10.75001372
0.7556,-13.23591928,-11.89697412
0.7557,-13.10854184,-12.96786244
0.7558,-13.09959963,-13.87263024
0.7559,-13.26841373,-14.54714105
0.756,-13.63463276,-14.95584332
0.7561,-14.20278911,-15.09215874
0.7562,-14.9592146,-14.98039645
0.7563,-15.86974946,-14.69332355
0.7564,-16.87069417,-14.32041508
0.7565,-17.85933567,-13.94858952
0.7566,-18.74432401,-13.65639284
0.7567,-19.45471989,-13.52578906
0.7568,-19.94309197,-13.60684339
0.7569,-20.1872255,-13.90912056
0.757,-20.18980558,-14.42555087
0.7571,-19.98688736,-15.1304357
0.7572,-19.6527937,-15.97278391
0.7573,-19.26848625,-16.87306641
0.7574,-18.90946945,-17.72058376
0.7575,-18.6409024,-18.42487081
0.7576,-18.53085722,-18.91863356
0.7577,-18.59490032,-19.1610972
0.7578,-18.83244525,-19.13928755
0.7579,-19.23769074,-18.87057071
0.758,-19.78330039,-18.42045258
0.7581,-20.40977399,-17.87138368
0.7582,-21.02160759,-17.30422703
0.7583,-21.53790655,-16.79290658
0.7584,-21.89483262,-16.39770293
0.7585,-22.0489221,-16.17442314
0.7586,-21.97852866,-16.12399182
0.7587,-21.68374103,-16.2296968
0.7588,-21.20977764,-16.46640305
0.7589,-20.62122003,-16.78599943
0.759,-19.98526677,-17.12381683
0.7591,-19.3635105,-17.39962092
0.7592,-18.80784617,-17.54810034
0.7593,-18.35649148,-17.52170387
0.7594,-18.02417864,-17.29315755
0.7595,-17.79717356,-16.85594549
0.7596,-17.64796106,-16.22456747
0.7597,-17.54115849,-15.45512304
0.7598,-17.41745743,-14.61712855
0.7599,-17.22321581,-13.77611638
0.76,-16.91339985,-12.98707494
0.7601,-16.45517259,-12.29057448
0.7602,-15.83003033,-11.69940652
0.7603,-15.03439595,-11.20585898
0.7604,-14.08264806,-10.78460811
0.7605,-13.02663889,-10.40308708
0.7606,-11.92632503,-10.00520537
0.7607,-10.83372072,-9.541016386
0.7608,-9.790851582,-8.969659105
0.7609,-8.827320516,-8.26279654
0.761,-7.93325099,-7.40643148
0.7611,-7.08050497,-6.401157508
0.7612,-6.23563556,-5.278970768
0.7613,-5.364972574,-4.094304759
0.7614,-4.436535249,-2.899960684
0.7615,-3.42307098,-1.739088249
0.7616,-2.304918999,-0.643226872
0.7617,-1.07181437,0.394775463
0.7618,0.276510748,1.399692465
0.7619,1.705646788,2.40103678
0.762,3.170371143,3.427943522
0.7621,4.629370301,4.507147916
0.7622,6.050804799,5.660093672
0.7623,7.416307524,6.900573283
0.7624,8.744125009,8.233441613
0.7625,10.06379955,9.65208142
0.7626,11.40290993,11.11635946
0.7627,12.78631607,12.57944839
0.7628,14.23463645,14.00291549
0.7629,15.76211132,15.36109414
0.763,17.3751194,16.666097
0.7631,19.06757009,17.94456506
0.7632,20.79994226,19.22447252
0.7633,22.52758647,20.53196039
0.7634,24.21551501,21.88932362
0.7635,25.84031231,23.31245704
0.7636,27.41476737,24.80913505
0.7637,28.96444667,26.37848724
0.7638,30.51483359,28.00801469
0.7639,32.08905041,29.65394921
0.764,33.70725486,31.26972241
0.7641,35.38503612,32.8206584
0.7642,37.13141409,34.2896663
0.7643,38.94767848,35.6974606
0.7644,40.80658624,37.07503996
0.7645,42.6643701,38.45145175
0.7646,44.48067104,39.85279007
0.7647,46.22531232,41.2996397
0.7648,47.90423251,42.80487373
0.7649,49.53786813,44.37250935
0.765,51.14876217,45.99837365
0.7651,52.75799348,47.67231536
0.7652,54.38487678,49.35490382
0.7653,56.04627284,51.00093072
0.7654,57.75515062,52.57325584
0.7655,59.51867836,54.07335201
0.7656,61.33694751,55.5198559
0.7657,63.19824217,56.93573735
0.7658,65.06008818,58.34344211
0.7659,66.87810037,59.76379459
0.766,68.61889155,61.2138761
0.7661,70.27880152,62.70461588
0.7662,71.87776422,64.23930913
0.7663,73.43851939,65.81379181
0.7664,74.98203087,67.41408777
0.7665,76.52730894,68.99665108
0.7666,78.09067125,70.51636076
0.7667,79.68417686,71.94492944
0.7668,81.31373154,73.29275222
0.7669,82.97816723,74.58286438
0.767,84.67017269,75.83750336
0.7671,86.37513497,77.07811517
0.7672,88.05051912,78.32427295
0.7673,89.652613,79.59248133
0.7674,91.15832965,80.89437661
0.7675,92.56285144,82.23475511
0.7676,93.87494911,83.61078662
0.7677,95.10691842,85.01271384
0.7678,96.27401047,86.42559148
0.7679,97.41185739,87.81865001
0.768,98.54958631,89.14290193
0.7681,99.70999586,90.34216332
0.7682,100.907829,91.40664482
0.7683,102.1480395,92.34191956
0.7684,103.4257879,93.16067013
0.7685,104.7250508,93.88196257
0.7686,105.9980071,94.52927828
0.7687,107.1922604,95.12806689
0.7688,108.2561368,95.72129001
0.7689,109.1798898,96.34048586
0.769,109.964511,97.00479158
0.7691,110.6018367,97.72046511
0.7692,111.0771538,98.4824333
0.7693,111.3936065,99.27617651
0.7694,111.5812373,100.0613271
0.7695,111.6838192,100.779711
0.7696,111.7591608,101.364183
0.7697,111.8514587,101.7859275
0.7698,111.9901992,102.0162014
0.7699,112.1893607,102.0282378
0.77,112.4482549,101.8160616
0.7701,112.7528228,101.3914479
0.7702,113.0778415,100.7806927
0.7703,113.3901663,100.0351975
0.7704,113.6336873,99.24347506
0.7705,113.7442041,98.48375605
0.7706,113.6546918,97.81652431
0.7707,113.3165534,97.28143993
0.7708,112.7059313,96.89536634
0.7709,111.8224294,96.65227693
0.771,110.6862146,96.52457837
0.7711,109.333682,96.44219366
0.7712,107.812115,96.320128
0.7713,106.1786708,96.07657797
0.7714,104.5223731,95.63762421
0.7715,102.9248139,94.94192394
0.7716,101.4401994,93.94556388
0.7717,100.0957158,92.63099429
0.7718,98.89274684,91.0069301
0.7719,97.78940584,89.10571603
0.772,96.71479121,86.97852326
0.7721,95.59262951,84.68852135
0.7722,94.35533448,82.30813052
0.7723,92.9372582,79.93996938
0.7724,91.28083743,77.6769676
0.7725,89.34380144,75.58171567
0.7726,87.10813477,73.68599739
0.7727,84.58018869,71.99158734
0.7728,81.78841503,70.47349041
0.7729,78.77907383,69.08529892
0.773,75.61052908,67.76602286
0.7731,72.34681977,66.44764973
0.7732,69.08485557,65.03834269
0.7733,65.92107128,63.44449594
0.7734,62.93086397,61.58330575
0.7735,60.16038281,59.40566174
0.7736,57.62573454,56.89655546
0.7737,55.31448854,54.07340652
0.7738,53.18974334,50.98145799
0.7739,51.19613394,47.68695197
0.774,49.26705995,44.26890859
0.7741,47.33234764,40.81587702
0.7742,45.29191975,37.44653206
0.7743,43.04975953,34.2690149
0.7744,40.53505209,31.35856217
0.7745,37.71051262,28.75488653
0.7746,34.57221736,26.46159448
0.7747,31.14659241,24.44906678
0.7748,27.4849291,22.66031492
0.7749,23.65610912,20.99319098
0.775,19.73835147,19.33067251
0.7751,15.84381826,17.56209686
0.7752,12.08214353,15.56923543
0.7753,8.537994334,13.27737073
0.7754,5.262033457,10.64787671
0.7755,2.270353998,7.676575633
0.7756,-0.452794798,4.392358594
0.7757,-2.949732907,0.852100697
0.7758,-5.282218714,-2.866806217
0.7759,-7.523222132,-6.675359575
0.776,-9.748439388,-10.4486144
0.7761,-12.06202555,-14.0619928
0.7762,-14.56151015,-17.41417593
0.7763,-17.31601998,-20.43757939
0.7764,-20.35862479,-23.10141994
0.7765,-23.68747861,-25.41166074
0.7766,-27.26975366,-27.40741465
0.7767,-31.04796698,-29.15436645
0.7768,-34.94795975,-30.73958368
0.7769,-36.54039199,-32.2846383
0.777,-36.60425753,-33.91110296
0.7771,-36.60179677,-35.68372685
0.7772,-36.56161603,-36.51117069
0.7773,-36.52113782,-36.37075466
0.7774,-36.50161277,-36.1859356
0.7775,-36.50092258,-35.94977664
0.7776,-36.50780989,-35.6687863
0.7777,-36.51243008,-35.35141439
0.7778,-36.50614086,-35.03219672
0.7779,-36.48154949,-34.74865674
0.778,-36.43281087,-34.52954017
0.7781,-36.35610793,-34.3772682
0.7782,-36.24993241,-34.27154439
0.7783,-36.11491724,-34.19116514
0.7784,-35.95319257,-34.11956972
0.7785,-35.76763363,-34.04372815
0.7786,-35.56129327,-33.9535174
0.7787,-35.33702837,-33.84124427
0.7788,-35.09726921,-33.70126686
0.7789,-34.84389537,-33.52968012
0.779,-34.57837643,-33.32404408
0.7791,-34.32073495,-33.08314174
0.7792,-34.10284494,-32.83252628
0.7793,-33.93302893,-32.60346671
0.7794,-33.79597093,-32.42188611
0.7795,-33.67469108,-32.30198848
0.7796,-33.5572343,-32.22560789
0.7797,-33.43579149,-32.16867631
0.7798,-33.30574449,-32.11368083
0.7799,-33.16454492,-32.04768687
0.78,-33.01084159,-31.96132128
0.7801,-32.84390142,-31.84800294
0.7802,-32.663236,-31.70335266
0.7803,-32.46837514,-31.5247295
0.7804,-32.26429587,-31.32068457
0.7805,-32.0817189,-31.12276332
0.7806,-31.9491781,-30.96053684
0.7807,-31.85920354,-30.85440899
0.7808,-31.79383948,-30.79261231
0.7809,-31.73804666,-30.75375988
0.781,-31.681635,-30.71895777
0.7811,-31.6178418,-30.67463407
0.7812,-31.54218082,-30.61117501
0.7813,-31.45161721,-30.52196417
0.7814,-31.3440123,-30.40266445
0.7815,-31.21775908,-30.25067351
0.7816,-31.07155215,-30.09045384
0.7817,-30.90613817,-29.95216437
0.7818,-30.7486029,-29.86007099
0.7819,-30.62978761,-29.82271413
0.782,-30.56543771,-29.81825593
0.7821,-30.54020453,-29.82216067
0.7822,-30.53532588,-29.81739225
0.7823,-30.5374868,-29.79252455
0.7824,-30.53687897,-29.7402774
0.7825,-30.52614971,-29.65635245
0.7826,-30.49968119,-29.53857607
0.7827,-30.45310347,-29.39730806
0.7828,-30.38296843,-29.26401629
0.7829,-30.28664547,-29.16836989
0.783,-30.16257111,-29.12964351
0.7831,-30.01432936,-29.13378275
0.7832,-29.87330976,-29.15667954
0.7833,-29.77338525,-29.17687056
0.7834,-29.73453601,-29.17841068
0.7835,-29.74244754,-29.15040901
0.7836,-29.7754167,-29.08655216
0.7837,-29.81712167,-28.98420583
0.7838,-29.85482833,-28.8542501
0.7839,-29.87853536,-28.72934818
0.784,-29.88048777,-28.64058238
0.7841,-29.8551492,-28.60931825
0.7842,-29.7993606,-28.62355742
0.7843,-29.71233533,-28.66040309
0.7844,-29.59520441,-28.69862026
0.7845,-29.46052243,-27.56159281
0.7846,-29.3418338,-26.24968282
0.7847,-29.25889341,-24.90741897
0.7848,-29.20510506,-23.59005346
0.7849,-29.14591258,-22.36646524
0.785,-29.04511833,-21.30439428
0.7851,-28.88562219,-20.46824612
0.7852,-28.68486197,-19.90040928
0.7853,-28.46617982,-19.61704693
0.7854,-28.25080884,-19.61176789
0.7855,-28.05929818,-19.86066493
0.7856,-27.91166379,-20.32755132
0.7857,-27.82705828,-20.96897314
0.7858,-27.82318338,-21.72399827
0.7859,-27.89722878,-22.50148762
0.786,-28.02988148,-23.22608782
0.7861,-28.20409292,-23.84278769
0.7862,-28.40717582,-24.31572577
0.7863,-28.62831033,-24.62607575
0.7864,-28.85716381,-24.78561106
0.7865,-29.08322546,-24.83439253
0.7866,-29.29581209,-24.81537545
0.7867,-29.484688,-24.76707122
0.7868,-29.64086697,-24.72219224
0.7869,-29.75722813,-24.70644692
0.787,-29.82888832,-24.71215557
0.7871,-29.85334669,-24.71914207
0.7872,-29.83016405,-24.70691253
0.7873,-29.7602471,-24.65861029
0.7874,-29.64514801,-24.56086472
0.7875,-29.49071124,-24.403774
0.7876,-29.3288077,-24.18081769
0.7877,-29.1916807,-23.88877534
0.7878,-29.10033582,-23.52829337
0.7879,-29.06689968,-23.10478829
0.788,-29.07127539,-22.62866452
0.7881,-29.08426681,-22.14028002
0.7882,-29.08019765,-21.68741862
0.7883,-29.03982618,-21.30507783
0.7884,-28.94982423,-21.0090848
0.7885,-28.80650152,-20.79714717
0.7886,-28.63719039,-20.6614725
0.7887,-28.47386022,-20.58885536
0.7888,-28.34060001,-20.56280298
0.7889,-28.25557387,-20.56636092
0.789,-28.23200209,-20.56554859
0.7891,-28.25686558,-20.53630352
0.7892,-28.30422368,-20.463463
0.7893,-28.35090863,-20.34006532
0.7894,-28.37956595,-20.1653764
0.7895,-28.37706164,-19.94270105
0.7896,-28.33348137,-19.6775494
0.7897,-28.24145897,-19.38510921
0.7898,-28.12063127,-19.10163932
0.7899,-27.99819904,-18.86163369
0.79,-27.89669656,-18.66185509
0.7901,-27.83218318,-18.48506219
0.7902,-27.81604445,-18.31396258
0.7903,-27.83318523,-18.13621981
0.7904,-27.8572567,-17.94469953
0.7905,-27.86500799,-17.73677972
0.7906,-27.83976538,-17.51265491
0.7907,-27.76980297,-17.27361034
0.7908,-27.66557662,-17.02076674
0.7909,-27.55417748,-16.75431661
0.791,-27.45884407,-16.47362851
0.7911,-27.39545991,-16.17833606
0.7912,-27.37432972,-15.86952553
0.7913,-27.39727082,-15.55037845
0.7914,-27.43655486,-15.24593363
0.7915,-27.46117461,-14.99732212
0.7916,-27.44926167,-14.84451947
0.7917,-27.3862893,-14.79086266
0.7918,-27.28604251,-14.82394273
0.7919,-27.17764473,-14.92662935
0.792,-27.08731042,-15.07853064
0.7921,-27.03522487,-15.23970955
0.7922,-27.03649783,-15.37863505
0.7923,-27.09625037,-15.47213619
0.7924,-27.18954995,-15.5061007
0.7925,-27.28808807,-15.47521998
0.7926,-27.37071144,-15.39962179
0.7927,-27.42122089,-15.31685328
0.7928,-27.42744206,-15.26134002
0.7929,-27.38092073,-15.23848154
0.793,-27.28098323,-15.23064842
0.7931,-27.15637822,-15.21772321
0.7932,-27.03899284,-15.18169162
0.7933,-26.95141297,-15.10761502
0.7934,-26.90905558,-14.98530268
0.7935,-24.689606,-14.81033656
0.7936,-21.78719986,-14.58427254
0.7937,-18.93708268,-14.25574696
0.7938,-16.20719801,-13.72175226
0.7939,-13.68562351,-12.92014354
0.794,-11.44453753,-11.82602857
0.7941,-9.532673014,-10.44098642
0.7942,-7.959699463,-8.792934062
0.7943,-6.703097046,-6.93401203
0.7944,-5.715575583,-4.935743289
0.7945,-4.933490982,-2.882010995
0.7946,-4.270728902,-0.860952714
0.7947,-3.610263181,1.043215706
0.7948,-2.854088693,2.757939553
0.7949,-1.931128966,4.20523064
0.795,-0.798983538,5.326529039
0.7951,0.555723098,6.113077939
0.7952,2.118565475,6.596895967
0.7953,3.825560126,6.832316932
0.7954,5.590574358,6.895851689
0.7955,7.3245058,6.887887611
0.7956,8.945883443,6.934135231
