T/s,theta 1 torque / Nm,theta 2 torque / Nm
0,0,0
0.0001,0,0
0.0002,0,0
0.0003,0.007839564,0.007839564
0.0004,0.020821582,0.020821582
0.0005,0.037298537,0.037238951
0.0006,0.056144939,0.055828043
0.0007,0.076591656,0.075657247
0.0008,0.098108479,0.096047289
0.0009,0.120320118,0.116515222
0.001,0.142947692,0.136733275
0.0011,0.165769645,0.156496737
0.0012,0.188597429,0.1756972
0.0013,0.211262201,0.194298994
0.0014,0.23360938,0.212317853
0.0015,0.255498455,0.229801567
0.0016,0.276805785,0.246812876
0.0017,0.297428565,0.263415053
0.0018,0.322204681,0.284576768
0.0019,0.386922091,0.346171242
0.002,0.528411324,0.485026649
0.0021,0.771454516,0.725538827
0.0022,1.132887301,1.083336112
0.0023,1.624114322,1.5675785
0.0024,2.252800774,2.182701695
0.0025,3.019051656,2.924851321
0.0026,3.890122107,3.756939526
0.0027,4.830729288,4.639432398
0.0028,5.816385746,5.544396511
0.0029,6.829438563,6.452338011
0.003,7.856649587,7.355025833
0.0031,8.890274836,8.280125573
0.0032,9.955130471,9.260057385
0.0033,11.08150508,10.31655298
0.0034,12.29256949,11.4625771
0.0035,13.60495797,12.70463251
0.0036,15.0303888,14.04046706
0.0037,16.54830036,15.43438213
0.0038,18.12878729,16.84809462
0.0039,19.74368888,18.25526237
0.004,21.37157089,19.63904918
0.0041,22.9952361,21.01987032
0.0042,24.60940009,22.42924021
0.0043,26.24149458,23.8937828
0.0044,27.91906024,25.43028415
0.0045,29.66228098,27.04729234
0.0046,31.48629052,28.74656835
0.0047,33.40226708,30.49579255
0.0048,35.40036259,32.25598524
0.0049,37.4498727,33.99681512
0.005,39.51707474,35.69965577
0.0051,41.57486901,37.38560526
0.0052,43.60070305,39.08793837
0.0053,45.58173495,40.83555424
0.0054,47.54200896,42.64705742
0.0055,49.51335866,44.53074398
0.0056,51.52146642,46.48512299
0.0057,53.58757351,48.47265639
0.0058,55.72869751,50.44854704
0.0059,57.95667853,52.37706625
0.006,60.26732743,54.24063176
0.0061,62.62203488,56.06546518
0.0062,64.9747977,57.89006028
0.0063,67.28722271,59.74746337
0.0064,69.52963457,61.6630431
0.0065,71.68789277,63.65216085
0.0066,73.78923742,65.71919173
0.0067,75.87142889,67.84775605
0.0068,77.96763633,69.98825027
0.0069,80.10646411,72.08739884
0.007,82.30986566,74.10487111
0.0071,84.59073753,76.00704394
0.0072,86.95158654,77.80958554
0.0073,89.37946833,79.54089301
0.0074,91.82188143,81.23172553
0.0075,94.22036211,82.93040786
0.0076,96.52819576,84.67640581
0.0077,98.69945771,86.49790568
0.0078,100.7391737,88.40928581
0.0079,102.6714816,90.40727899
0.008,104.5236759,92.44459222
0.0081,106.3256533,94.46149333
0.0082,108.1068174,96.40437048
0.0083,109.9090083,98.23030265
0.0084,111.7604523,99.92249774
0.0085,113.6756437,101.4899033
0.0086,115.6556971,102.9520345
0.0087,117.685698,104.3336249
0.0088,119.7119773,105.6630661
0.0089,121.6756045,106.9698824
0.009,123.5129007,108.2979468
0.0091,125.198356,109.6785475
0.0092,126.7430313,111.1286796
0.0093,128.1532775,112.6500744
0.0094,129.4287106,114.2312767
0.0095,130.590057,115.8509062
0.0096,131.6784737,117.4507212
0.0097,132.7365608,118.9463248
0.0098,133.8171514,120.264473
0.0099,134.9564929,121.3705642
0.01,136.1727079,122.2520505
0.0101,137.4655439,122.9143431
0.0102,138.8136516,123.3795048
0.0103,140.1521359,123.6827426
0.0104,141.4070018,123.8725481
0.0105,142.4966779,124.0134616
0.0106,143.3745304,124.1889377
0.0107,144.0078891,124.456518
0.0108,144.3822134,124.8476332
0.0109,144.5017135,125.3679489
0.011,144.3881544,125.9950946
0.0111,144.0776855,126.6571965
0.0112,143.6161348,127.2688142
0.0113,143.0525796,127.7350096
0.0114,142.4479172,127.974629
0.0115,141.8781398,127.9447329
0.0116,141.3948978,127.6261063
0.0117,141.0215903,127.0198643
0.0118,140.756096,126.148165
0.0119,140.5751551,125.0515704
0.012,140.4399896,123.7843096
0.0121,140.3026552,122.4082164
0.0122,140.0822606,120.9910951
0.0123,139.6956956,119.626483
0.0124,139.0764989,118.3973941
0.0125,138.1829737,117.3563956
0.0126,137.0000557,116.524467
0.0127,135.5386973,115.8920578
0.0128,133.8325637,115.4231121
0.0129,131.9326537,115.0613945
0.013,129.9005747,114.7383
0.0131,127.8012876,114.3593531
0.0132,125.7263845,113.8259904
0.0133,123.7627259,113.048127
0.0134,121.9729534,111.9660354
0.0135,120.3882373,110.5527742
0.0136,119.0088497,108.8144693
0.0137,117.8075374,106.7871241
0.0138,116.7352635,104.5305301
0.0139,115.7177699,102.1201793
0.014,114.6458051,99.63819925
0.0141,113.3893763,97.16895786
0.0142,111.8687289,94.81575529
0.0143,110.0392948,92.66207716
0.0144,107.8826198,90.75194305
0.0145,105.4081976,89.09137041
0.0146,102.6514168,87.65248805
0.0147,99.66863673,86.3804197
0.0148,96.53025452,85.17188291
0.0149,93.31272557,83.9096301
0.015,90.09456784,82.46066678
0.0151,86.97355521,80.73937902
0.0152,84.02910361,78.69686435
0.0153,81.3036716,76.31405941
0.0154,78.80492007,73.60362778
0.0155,76.50995929,70.60744115
0.0156,74.37183527,67.39082651
0.0157,72.32755788,64.03457161
0.0158,70.30190423,60.62579265
0.0159,68.18992193,57.27066421
0.016,65.89455373,54.07234029
0.0161,63.34736749,51.11775992
0.0162,60.51116561,48.45601152
0.0163,57.3810322,46.09812347
0.0164,53.98229061,44.01974282
0.0165,50.36545007,42.16715458
0.0166,46.5989584,40.46573685
0.0167,42.7606986,38.82980064
0.0168,38.92922056,37.14240485
0.0169,35.20593354,35.28941638
0.017,31.68285949,33.18110536
0.0171,28.4226936,30.76212604
0.0172,25.45205115,28.01423491
0.0173,22.76318055,24.95552885
0.0174,20.31865602,21.63593143
0.0175,18.05851215,18.12964343
0.0176,15.90894013,14.52563452
0.0177,13.78663804,10.91735039
0.0178,11.58163679,7.423085591
0.0179,9.195007921,4.152546048
0.018,6.55963367,1.185381221
0.0181,3.642685709,-1.438032418
0.0182,0.445885954,-3.716864452
0.0183,-2.997675775,-5.686177869
0.0184,-6.62966025,-7.414833485
0.0185,-10.3746626,-9.02208917
0.0186,-14.14958856,-10.63700824
0.0187,-17.85210575,-12.39532405
0.0188,-21.38435147,-14.41198769
0.0189,-24.66647037,-16.74472915
0.019,-27.65740416,-19.40477792
0.0191,-30.35336907,-22.37092344
0.0192,-32.78302913,-25.59174602
0.0193,-35.00000435,-28.99219806
0.0194,-37.07882971,-32.48242042
0.0195,-39.13138621,-35.96762242
0.0196,-41.29806967,-39.32765775
0.0197,-43.67831741,-42.45145186
0.0198,-46.31932374,-45.26002907
0.0199,-49.23368251,-47.71610654
0.02,-49.41347081,-49.82322061
0.0201,-49.668392,-50.23701716
0.0202,-49.99881144,-49.71127591
0.0203,-50.40526323,-49.06345292
0.0204,-50.85153714,-48.36926214
0.0205,-51.29494139,-47.70502446
0.0206,-51.69990077,-47.13007645
0.0207,-52.03917531,-46.68795468
0.0208,-52.2945393,-46.40744932
0.0209,-52.45667167,-46.29912439
0.021,-52.52445767,-46.33109352
0.0211,-52.50380366,-46.46088759
0.0212,-52.40570641,-46.65131931
0.0213,-52.24392208,-46.86957933
0.0214,-52.03300543,-47.08729502
0.0215,-51.78687014,-47.28062506
0.0216,-51.51778198,-47.43030813
0.0217,-51.23572043,-47.52160935
0.0218,-50.94804889,-47.54414073
0.0219,-50.65943671,-47.49155494
0.022,-50.37197929,-47.36112718
0.0221,-50.08546541,-47.15325025
0.0222,-49.79774518,-46.87087241
0.0223,-49.50515654,-46.51890949
0.0224,-49.20297378,-46.10856437
0.0225,-48.8858475,-45.68271265
0.0226,-48.54828115,-45.28547306
0.0227,-48.1855388,-44.947956
0.0228,-47.79476294,-44.69086606
0.0229,-47.38054254,-44.5203695
0.023,-46.98099867,-44.40493608
0.0231,-46.63760712,-44.3073411
0.0232,-46.3756394,-44.19933975
0.0233,-46.18003642,-44.06081291
0.0234,-46.02630157,-43.87936866
0.0235,-45.8952868,-43.64908298
0.0236,-45.77121452,-43.36871311
0.0237,-45.64088661,-43.06066718
0.0238,-45.49320292,-42.76602521
0.0239,-45.31917081,-42.52014197
0.024,-45.11245905,-42.34727274
0.0241,-44.86994815,-42.23219547
0.0242,-44.59187435,-42.14633532
0.0243,-44.28117903,-42.062598
0.0244,-43.96837657,-41.95961715
0.0245,-43.69502797,-41.82094239
0.0246,-43.4933122,-41.63482576
0.0247,-43.35348271,-41.39446971
0.0248,-43.251422,-41.12827813
0.0249,-43.16378511,-40.87445152
0.025,-43.07177347,-40.66612975
0.0251,-42.96122933,-40.52711712
0.0252,-42.82276913,-40.4661122
0.0253,-42.65162961,-40.4544529
0.0254,-42.44714302,-40.45848442
0.0255,-42.211534,-40.45213432
0.0256,-41.95340174,-40.41518308
0.0257,-41.71229976,-40.33247687
0.0258,-41.52793198,-40.19333751
0.0259,-41.41860465,-39.99152724
0.026,-41.36216791,-39.75567171
0.0261,-41.32995051,-39.524414
0.0262,-41.29915787,-39.33188447
0.0263,-41.25228833,-39.20323331
0.0264,-41.17719121,-39.15244769
0.0265,-41.06685772,-39.15561153
0.0266,-40.91890947,-39.17971379
0.0267,-40.73444205,-39.19735605
0.0268,-40.51974589,-39.1871908
0.0269,-40.31228692,-39.13303191
0.027,-40.1516649,-39.02321186
0.0271,-40.06065088,-38.85049596
0.0272,-40.02028075,-38.64249624
0.0273,-40.00176015,-38.436917
0.0274,-39.98236181,-38.26713622
0.0275,-39.94469102,-38.15775869
0.0276,-39.87670321,-38.12537965
0.0277,-39.77146933,-38.1492588
0.0278,-39.6266937,-38.19690049
0.0279,-39.44432177,-38.23849009
0.028,-39.25851805,-38.25085068
0.0281,-39.10894273,-38.21642399
0.0282,-39.0264678,-38.12296392
0.0283,-39.00063499,-37.96562906
0.0284,-39.00620233,-37.77538235
0.0285,-39.01817622,-37.59138016
0.0286,-39.01656084,-37.44586288
0.0287,-38.98640057,-36.95460768
0.0288,-38.91783421,-35.05117872
0.0289,-38.80010933,-33.2016826
0.029,-38.6024101,-31.44096314
0.0291,-38.31587255,-29.85316417
0.0292,-37.95035143,-28.50904715
0.0293,-37.52021928,-27.46114452
0.0294,-37.04187423,-26.72957911
0.0295,-36.53500762,-26.30754332
0.0296,-36.02267655,-26.16674398
0.0297,-35.53041635,-26.26343725
0.0298,-35.08478463,-26.5446212
0.0299,-34.71165894,-26.95397814
0.03,-34.43455381,-27.42384881
0.0301,-34.27316211,-27.86454594
0.0302,-34.24207521,-28.20611625
0.0303,-34.34942623,-28.40282689
0.0304,-34.56584386,-28.43262846
0.0305,-34.84909161,-28.29518798
0.0306,-35.15817276,-28.00777155
0.0307,-35.45740473,-27.59945647
0.0308,-35.7159277,-27.10529524
0.0309,-35.9077653,-26.56122127
0.031,-36.01207042,-25.99995802
0.0311,-36.01334396,-25.46501804
0.0312,-35.90148888,-24.9992758
0.0313,-35.7019843,-24.64384829
0.0314,-35.45134471,-24.42287127
0.0315,-35.18374881,-24.34163447
0.0316,-34.92791862,-24.39128395
0.0317,-34.70841254,-24.55359762
0.0318,-34.54613794,-24.79196961
0.0319,-34.45845571,-25.04001081
0.032,-34.45891401,-25.25112886
0.0321,-34.55390265,-25.42471149
0.0322,-34.71406645,-25.57374804
0.0323,-34.90211621,-25.71350363
0.0324,-35.0875478,-25.86049548
0.0325,-35.24754613,-26.02479579
0.0326,-35.36594602,-26.18183396
0.0327,-35.43230895,-26.3010067
0.0328,-35.44056193,-26.35962254
0.0329,-35.38735001,-26.34112938
0.033,-35.2822969,-26.23447952
0.0331,-35.15995606,-26.0335017
0.0332,-35.05330404,-25.73657269
0.0333,-34.98308092,-25.34798143
0.0334,-34.96063285,-24.90806263
0.0335,-34.98997337,-24.46754515
0.0336,-35.03996858,-24.07257452
0.0337,-35.07141132,-23.73335767
0.0338,-35.05232109,-23.45727851
0.0339,-34.96651964,-23.24267051
0.034,-34.83755522,-23.08323268
0.0341,-34.6970881,-22.96840087
0.0342,-34.56957415,-22.88405072
0.0343,-34.47391761,-22.81425103
0.0344,-34.42412489,-22.74508739
0.0345,-34.42979706,-22.64913963
0.0346,-34.49339638,-22.50927604
0.0347,-34.58311423,-22.31726312
0.0348,-34.66110452,-22.07308758
0.0349,-34.69749396,-21.7827404
0.035,-34.66993384,-21.45499189
0.0351,-34.56891809,-21.11563714
0.0352,-34.42019719,-20.80595537
0.0353,-34.25324328,-20.57171695
0.0354,-34.0896556,-20.41874807
0.0355,-33.9464094,-20.3295242
0.0356,-33.83736266,-20.28207843
0.0357,-33.77361156,-20.2566628
0.0358,-33.76342691,-20.22008945
0.0359,-33.81220726,-20.14958405
0.036,-33.91408703,-20.03155331
0.0361,-34.03198224,-19.8611998
0.0362,-33.4430673,-19.6412908
0.0363,-30.11828254,-19.4072522
0.0364,-26.70629339,-19.18451696
0.0365,-23.30816692,-18.89286996
0.0366,-20.08478058,-18.37431562
0.0367,-17.17791233,-17.52443458
0.0368,-14.66266181,-16.29507932
0.0369,-12.56825788,-14.68058856
0.037,-10.87994675,-12.71712669
0.0371,-9.545801543,-10.47703905
0.0372,-8.486545608,-8.059457075
0.0373,-7.606978889,-5.578540774
0.0374,-6.802869312,-3.150883586
0.0375,-5.945880795,-0.883538325
0.0376,-4.92300401,1.11920154
0.0377,-3.657500199,2.773747638
0.0378,-2.110587206,4.023102065
0.0379,-0.281314749,4.859370137
0.038,1.796497396,5.34891833
0.0381,4.030284867,5.593741438
0.0382,6.303030959,5.712481292
0.0383,8.498635209,5.855537888
0.0384,10.51661521,6.162421881
0.0385,12.2548286,6.736776932
0.0386,13.66490975,7.641321496
0.0387,14.74145551,8.895327129
0.0388,15.51579617,10.46397829
0.0389,16.04602824,12.25090422
0.039,16.4093085,14.14080964
0.0391,16.70473199,16.01732161
0.0392,17.05729333,17.77297895
0.0393,17.56986167,19.3017804
0.0394,18.31395574,20.51706089
0.0395,19.32670639,21.36218007
0.0396,20.6103079,21.85307069
0.0397,22.12954633,22.0493081
0.0398,23.792173,22.03219967
0.0399,25.4882151,21.90159221
0.04,27.11431369,21.79083684
0.0401,28.581072,21.82503346
0.0402,29.79880624,22.09698379
0.0403,30.70452761,22.66282277
0.0404,31.29273465,23.53983493
0.0405,31.59853912,24.70513927
0.0406,31.67948355,26.07317417
0.0407,31.60954522,27.53207524
0.0408,31.48325911,28.96850854
0.0409,31.42052912,30.27933876
0.041,31.5191197,31.36338566
0.0411,31.84588753,32.14353464
0.0412,32.43414295,32.59786143
0.0413,33.28353428,32.74594828
0.0414,34.35870635,32.63523614
0.0415,35.57024255,32.33547999
0.0416,36.81305506,31.93510228
0.0417,37.98950795,31.55683349
0.0418,39.01574983,31.31660693
0.0419,39.80665373,31.3000733
0.042,40.3251924,31.55861875
0.0421,40.56567946,32.10734221
0.0422,40.55460954,32.92677512
0.0423,40.3407556,33.93833989
0.0424,39.98901123,35.03701394
0.0425,39.58523404,36.11469558
0.0426,39.24171877,37.07370507
0.0427,39.05014189,37.8175992
0.0428,39.07307653,38.27266333
0.0429,39.34149731,38.41865919
0.043,39.85464084,38.27502523
0.0431,40.57847665,37.88734025
0.0432,41.42632429,37.32207863
0.0433,42.29680928,36.66340187
0.0434,43.09650106,36.02931639
0.0435,43.72872764,35.5310911
0.0436,44.11271667,35.25025169
0.0437,44.21625981,35.23450335
0.0438,44.0448917,35.49566551
0.0439,43.63006356,36.01178609
0.044,43.02367576,36.72827403
0.0441,42.29186671,37.54039476
0.0442,41.52077008,38.33264363
0.0443,40.82277038,39.0026538
0.0444,40.28926098,39.44619873
0.0445,39.98192454,39.58778058
0.0446,39.93005534,39.40956462
0.0447,40.13039469,38.93407437
0.0448,40.54589062,38.21065607
0.0449,41.08670171,37.30971787
0.045,41.64850483,36.31911421
0.0451,42.13543744,35.35995713
0.0452,42.44913643,34.5457705
0.0453,42.50976403,33.95933347
0.0454,42.28718305,33.6485715
0.0455,41.78817111,33.62461872
0.0456,41.04427416,33.8641923
0.0457,40.10821149,34.31098804
0.0458,39.0473831,34.85837227
0.0459,37.94940247,35.38891769
0.046,36.92814424,35.79848425
0.0461,36.07631836,35.98137462
0.0462,35.45661666,35.87731294
0.0463,35.09895231,35.46622112
0.0464,35.00072756,34.76506374
0.0465,35.12680919,33.81903265
0.0466,35.38940159,32.6953513
0.0467,35.68503112,31.479752
0.0468,35.91722294,30.29233605
0.0469,35.98658267,29.24667009
0.047,35.81196961,28.42645327
0.0471,35.36157299,27.88116467
0.0472,34.64019669,27.62386656
0.0473,33.6774607,27.63332103
0.0474,32.52437323,27.85514451
0.0475,31.24698389,28.18430208
0.0476,29.9320225,28.50449343
0.0477,28.69300195,28.71215311
0.0478,27.62278327,28.70159166
0.0479,26.78466898,28.41199941
0.048,26.20954828,27.82238474
0.0481,25.89604039,26.9485284
0.0482,25.81428546,25.83432446
0.0483,25.88227743,24.54573743
0.0484,25.99843162,23.16752893
0.0485,26.06377268,21.81943185
0.0486,25.9766422,20.61536549
0.0487,25.65795919,19.63994007
0.0488,25.07633496,18.9438361
0.0489,24.23265559,18.54149474
0.049,23.1533398,18.41318837
0.0491,21.88685596,18.50596144
0.0492,20.49743384,18.71586691
0.0493,19.07072597,18.92718388
0.0494,17.71988901,19.03634383
0.0495,16.53806807,18.93708097
0.0496,15.58937274,18.55064485
0.0497,14.90587268,17.85578413
0.0498,14.48709366,16.87263954
0.0499,14.30335397,15.64841902
0.05,14.27234849,14.25196834
0.0501,14.29201049,12.77043979
0.0502,14.2629122,11.32542721
0.0503,14.08312137,10.032143
0.0504,13.67062446,8.975917359
0.0505,12.99266325,8.207612036
0.0506,12.05225427,7.741298031
0.0507,10.87792393,7.556324846
0.0508,9.520220912,7.598433784
0.0509,8.045309862,7.762252595
0.051,6.540518438,7.930723741
0.0511,5.120321657,7.999201563
0.0512,3.87874982,7.860719078
0.0513,2.880335859,7.44044829
0.0514,2.15712547,6.719081456
0.0515,1.708346118,5.715074032
0.0516,1.503958531,4.474847085
0.0517,1.461272034,3.066844841
0.0518,1.477759095,1.57815045
0.0519,1.453457685,0.130548804
0.052,1.302899326,-1.160383341
0.0521,0.939658568,-2.208861987
0.0522,0.326978577,-2.963072827
0.0523,-0.537929178,-3.407346183
0.0524,-1.630411739,-3.560522497
0.0525,-2.902974365,-3.477869009
0.0526,-4.291595236,-3.265224284
0.0527,-5.710237561,-3.03776159
0.0528,-7.04500199,-2.899219078
0.0529,-8.201789441,-2.951544407
0.053,-9.115402717,-3.273142973
0.0531,-9.752511302,-3.887939558
0.0532,-10.1121297,-4.778963431
0.0533,-10.22734288,-5.901793919
0.0534,-10.18472743,-7.189845917
0.0535,-10.08637944,-8.557716194
0.0536,-10.0271431,-9.885225651
0.0537,-10.08853978,-11.05832851
0.0538,-10.35403554,-11.99245781
0.0539,-10.85977604,-12.63643633
0.054,-11.61130389,-12.97452203
0.0541,-12.58260016,-13.02479666
0.0542,-13.72584437,-12.8638419
0.0543,-14.97244844,-12.5943267
0.0544,-16.23226554,-12.32189462
0.0545,-17.39327351,-12.14175295
0.0546,-18.3690063,-12.1478199
0.0547,-19.10104927,-12.40695976
0.0548,-19.5615738,-12.93479624
0.0549,-19.75328169,-13.71270012
0.055,-19.71077067,-14.69639164
0.0551,-19.52002058,-15.82134582
0.0552,-19.28079475,-16.99742582
0.0553,-19.08434887,-18.10352957
0.0554,-19.00766546,-19.03630368
0.0555,-19.12895872,-19.7208048
0.0556,-19.47906913,-20.11456507
0.0557,-20.05897825,-20.20900508
0.0558,-20.83941418,-20.03225946
0.0559,-21.77095608,-19.66938476
0.056,-22.77688547,-19.22458659
0.0561,-23.74653913,-18.79774813
0.0562,-24.58305154,-18.47693034
0.0563,-25.21323811,-18.34716989
0.0564,-25.59133903,-18.46541779
0.0565,-25.70067942,-18.83786289
0.0566,-25.55439264,-19.4380718
0.0567,-25.22016668,-20.21642583
0.0568,-24.7874827,-21.09697667
0.0569,-24.3461394,-21.9660479
0.057,-23.97651255,-22.71527293
0.0571,-23.74274261,-23.26026717
0.0572,-23.69907411,-23.54537196
0.0573,-23.85144064,-23.54610982
0.0574,-24.18719558,-23.26878753
0.0575,-24.6768576,-22.7768155
0.0576,-25.25988555,-22.15968712
0.0577,-25.85403368,-21.51152506
0.0578,-26.36250961,-20.91879492
0.0579,-26.70875996,-20.45291906
0.058,-26.83962522,-20.1807979
0.0581,-26.72761798,-20.1126922
0.0582,-26.37117999,-20.23676204
0.0583,-25.82209001,-20.52807094
0.0584,-25.15565095,-20.92787707
0.0585,-24.45101463,-21.35365456
0.0586,-23.78099798,-21.70653497
0.0587,-23.20644542,-21.90674697
0.0588,-22.78792423,-21.89765993
0.0589,-22.52918979,-21.64888996
0.059,-22.40265428,-21.15710497
0.0591,-22.36506957,-20.44841996
0.0592,-22.3650759,-19.59838004
0.0593,-22.33021599,-18.69484161
0.0594,-22.19575617,-17.81616443
0.0595,-21.90930029,-17.0258908
0.0596,-21.43526524,-16.36784246
0.0597,-20.75718038,-15.87582418
0.0598,-19.87782884,-15.5248047
0.0599,-18.84777467,-15.26466827
0.06,-17.73685399,-15.0389932
0.0601,-16.61446615,-14.77271471
0.0602,-15.54005745,-14.40183145
0.0603,-14.55903954,-13.87763745
0.0604,-13.69480753,-13.17047997
0.0605,-12.93886011,-12.27119058
0.0606,-12.25849191,-11.19015641
0.0607,-11.61517269,-9.98398798
0.0608,-10.94932908,-8.725702927
0.0609,-10.20764835,-7.485021156
0.061,-9.346524514,-6.318594495
0.0611,-8.335970252,-5.266110555
0.0612,-7.161800248,-4.335232861
0.0613,-5.829630265,-3.503131412
0.0614,-4.389959209,-2.733815174
0.0615,-2.905859112,-1.968664213
0.0616,-1.434276818,-1.153939605
0.0617,-0.021921379,-0.244718545
0.0618,1.297766636,0.790808871
0.0619,2.536265884,1.968901568
0.062,3.725559391,3.289704354
0.0621,4.903206408,4.70926523
0.0622,6.106455197,6.168326497
0.0623,7.369758243,7.610982123
0.0624,8.721102159,8.992946037
0.0625,10.17894491,10.28382818
0.0626,11.75049816,11.49826297
0.0627,13.42659646,12.67103888
0.0628,15.15779944,13.84159161
0.0629,16.8879415,15.04733025
0.063,18.57217361,16.3205208
0.0631,20.17792591,17.68453247
0.0632,21.71585197,19.15131274
0.0633,23.21513041,20.7205186
0.0634,24.70863467,22.3778557
0.0635,26.22743721,24.07125216
0.0636,27.799678,25.74275394
0.0637,29.4481428,27.34626453
0.0638,31.18734131,28.85533763
0.0639,33.02164303,30.28959492
0.064,34.91500328,31.68420411
0.0641,36.81755029,33.07362751
0.0642,38.68285376,34.48991509
0.0643,40.47485381,35.95905788
0.0644,42.18537073,37.49799944
0.0645,43.83986605,39.11297974
0.0646,45.46862661,40.79978274
0.0647,47.09964707,42.54577354
0.0648,48.75843089,44.30372536
0.0649,50.46700361,46.02006132
0.065,52.24200828,47.65144075
0.0651,54.09228658,49.19951242
0.0652,56.0173592,50.68760659
0.0653,57.98993923,52.14483575
0.0654,59.9583694,53.60011351
0.0655,61.87351999,55.08005193
0.0656,63.69856462,56.60574577
0.0657,65.43929368,58.18981486
0.0658,67.11949909,59.83479776
0.0659,68.76641082,61.53388233
0.066,70.40558043,63.26282735
0.0661,72.06025051,64.96886208
0.0662,73.75001772,66.6005565
0.0663,75.48859736,68.12823751
0.0664,77.28153887,69.56722108
0.0665,79.12535583,70.92925583
0.0666,81.00902778,72.24867224
0.0667,82.88781152,73.55721378
0.0668,84.70825057,74.88366173
0.0669,86.42993558,76.25117218
0.067,88.04074387,77.67426032
0.0671,89.55003384,79.15689996
0.0672,90.97173537,80.69264989
0.0673,92.32396513,82.26666983
0.0674,93.64454328,83.8547678
0.0675,94.96611793,85.39961013
0.0676,96.31584757,86.84287472
0.0677,97.71302406,88.15542828
0.0678,99.16659323,89.33697468
0.0679,100.6743707,90.40019046
0.068,102.2225349,91.36510635
0.0681,103.7599072,92.25717909
0.0682,105.2275694,93.10456042
0.0683,106.5805592,93.95133496
0.0684,107.8004539,94.83021963
0.0685,108.8895142,95.76109959
0.0686,109.8552223,96.75031012
0.0687,110.7113134,97.79207282
0.0688,111.4768149,98.87104801
0.0689,112.174318,99.96534429
0.069,112.8277886,101.048076
0.0691,113.4773369,102.0471026
0.0692,114.1540797,102.9120716
0.0693,114.8788652,103.6258378
0.0694,115.6599933,104.1719624
0.0695,116.4934158,104.5370965
0.0696,117.3642783,104.7260469
0.0697,118.2487596,104.7626046
0.0698,119.1165912,104.6947151
0.0699,119.9173418,104.5997482
0.07,120.5941915,104.5407803
0.0701,121.08862,104.5653916
0.0702,121.3594123,104.7025684
0.0703,121.3881887,104.9609812
0.0704,121.1778291,105.3242495
0.0705,120.7493706,105.7275132
0.0706,120.1374565,106.0914832
0.0707,119.3889493,106.3422144
0.0708,118.5648996,106.4126241
0.0709,117.7442237,106.2664746
0.071,116.9802221,105.8695505
0.0711,116.3022415,105.2034709
0.0712,115.7169258,104.2718918
0.0713,115.2107321,103.098774
0.0714,114.7538976,101.7246633
0.0715,114.3055456,100.2014341
0.0716,113.8022713,98.59962241
0.0717,113.1733523,97.01740688
0.0718,112.3463443,95.53583854
0.0719,111.2676946,94.21085697
0.072,109.9102923,93.07047371
0.0721,108.2732797,92.11433792
0.0722,106.3794803,91.3162144
0.0723,104.2707454,90.6289734
0.0724,102.0018357,89.99134834
0.0725,99.63356465,89.33560569
0.0726,97.25645182,88.57320016
0.0727,94.95966813,87.61554465
0.0728,92.81171352,86.38606924
0.0729,90.85252308,84.84140597
0.073,89.09268206,82.97177522
0.0731,87.51515878,80.79900002
0.0732,86.07972938,78.3714462
0.0733,84.72938552,75.75669788
0.0734,83.39682217,73.03290008
0.0735,81.97147571,70.2931786
0.0736,80.36469272,67.65239032
0.0737,78.50132674,65.20023152
0.0738,76.33606793,62.99226671
0.0739,73.85504711,61.04799867
0.074,71.07458555,59.3523433
0.0741,68.03695384,57.86050832
0.0742,64.80383835,56.50548165
0.0743,61.44837366,55.20715137
0.0744,58.05164039,53.88198522
0.0745,54.72086159,52.42171219
0.0746,51.55226949,50.72619106
0.0747,48.61090891,48.72431537
0.0748,45.92868729,46.38274798
0.0749,43.50444718,43.70586701
0.075,41.30728348,40.73199699
0.0751,39.28260568,37.52649734
0.0752,37.36009927,34.17267654
0.0753,35.46261355,30.76164469
0.0754,33.48886939,27.41275873
0.0755,31.33993931,24.23972183
0.0756,28.93718101,21.32874356
0.0757,26.23643212,18.72872444
0.0758,23.22871919,16.44983982
0.0759,19.93781926,14.46589642
0.076,16.41477457,12.72029404
0.0761,12.73015836,11.13464513
0.0762,8.965048904,9.618932944
0.0763,5.206696201,8.082021796
0.0764,1.566178764,6.410869118
0.0765,-1.858990295,4.503624865
0.0766,-5.005012349,2.290436902
0.0767,-7.843431708,-0.258209844
0.0768,-10.38053402,-3.132173959
0.0769,-12.65336631,-6.286199121
0.077,-14.72295975,-9.647653385
0.0771,-16.67280498,-13.12640788
0.0772,-18.62019566,-16.62070055
0.0773,-20.70170832,-20.00166319
0.0774,-23.0074622,-23.15408125
0.0775,-25.59512026,-26.00033853
0.0776,-28.48398791,-28.50398838
0.0777,-31.66063437,-30.66921164
0.0778,-35.08219606,-32.53611734
0.0779,-38.6827576,-34.17766399
0.078,-42.38170385,-35.71540084
0.0781,-45.68155632,-37.27876347
0.0782,-46.03525963,-38.98008117
0.0783,-46.28214922,-40.91301454
0.0784,-46.44399094,-43.03042984
0.0785,-46.57662521,-45.1989711
0.0786,-46.72998617,-45.33471296
0.0787,-46.94614952,-45.20094563
0.0788,-47.22921479,-44.94960295
0.0789,-47.55174181,-44.60594773
0.079,-47.88651229,-44.19700586
0.0791,-48.20904971,-43.77662306
