T/s,ref/rad,theta 1/rad,theta 2/rad
1.1552,0,0.002859044,0.001704711
1.1553,0,0.002869203,0.001702001
1.1554,0,0.002879132,0.00169926
1.1555,0,0.002888861,0.001696457
1.1556,0,0.002898431,0.00169354
1.1557,0,0.002907892,0.001690459
1.1558,0,0.00291728,0.001687169
1.1559,0,0.002926614,0.001683652
1.156,0,0.002935884,0.00167992
1.1561,0,0.00294505,0.001676018
1.1562,0,0.002954061,0.001672003
1.1563,0,0.002962874,0.001667928
1.1564,0,0.002971466,0.001663818
1.1565,0,0.002979842,0.001659666
1.1566,0,0.002987748,0.001655766
1.1567,0,0.002994636,0.001652745
1.1568,0,0.003000002,0.001651185
1.1569,0,0.003003492,0.001651495
1.157,0,0.003004897,0.00165392
1.1571,0,0.003004155,0.001658538
1.1572,0,0.003001341,0.00166527
1.1573,0,0.00299665,0.001673897
1.1574,0,0.002990376,0.00168409
1.1575,0,0.002982881,0.001695441
1.1576,0,0.002974564,0.001707496
1.1577,0,0.002965832,0.001719793
1.1578,0,0.002957075,0.001731887
1.1579,0,0.002948639,0.001743383
1.158,0,0.002940812,0.00175395
1.1581,0,0.002933801,0.001763352
1.1582,0,0.002927715,0.001771458
1.1583,0,0.002922569,0.001778249
1.1584,0,0.00291829,0.001783803
1.1585,0,0.002914738,0.001788279
1.1586,0,0.002911716,0.001791896
1.1587,0,0.002908998,0.00179491
1.1588,0,0.00290635,0.001797588
1.1589,0,0.002903556,0.001800172
1.159,0,0.002900443,0.001802862
1.1591,0,0.002896889,0.001805795
1.1592,0,0.002892831,0.001809044
1.1593,0,0.002888263,0.001812616
1.1594,0,0.002883229,0.001816462
1.1595,0,0.002877808,0.001820493
1.1596,0,0.002872104,0.001824593
1.1597,0,0.002866221,0.001828642
1.1598,0,0.002860246,0.001832544
1.1599,0,0.002854227,0.001836245
1.16,0,0.002848165,0.001839744
1.1601,0,0.002842014,0.001843097
1.1602,0,0.002835683,0.001846405
1.1603,0,0.002829055,0.001849804
1.1604,0,0.002822002,0.001853441
1.1605,0,0.002814403,0.001857454
1.1606,0,0.002806164,0.001861952
1.1607,0,0.002797239,0.001866991
1.1608,0,0.00278764,0.001872556
1.1609,0,0.002777439,0.001878568
1.161,0,0.002766749,0.001884901
1.1611,0,0.002755712,0.001891395
1.1612,0,0.00274448,0.001897876
1.1613,0,0.002733208,0.001904169
1.1614,0,0.002722021,0.001910129
1.1615,0,0.002711003,0.001915662
1.1616,0,0.002700182,0.001920733
1.1617,0,0.002689543,0.00192536
1.1618,0,0.002679034,0.001929601
1.1619,0,0.002668582,0.001933537
1.162,0,0.002658114,0.001937252
1.1621,0,0.00264757,0.001940814
1.1622,0,0.002636912,0.001944267
1.1623,0,0.00262613,0.001947624
1.1624,0,0.00261523,0.001950878
1.1625,0,0.002604219,0.001954022
1.1626,0,0.002593084,0.001957071
1.1627,0,0.002581789,0.00196007
1.1628,0,0.002570264,0.001963097
1.1629,0,0.002558415,0.00196626
1.163,0,0.002546135,0.001969685
1.1631,0,0.002533316,0.001973495
1.1632,0,0.002519867,0.001977795
1.1633,0,0.002505726,0.001982656
1.1634,0,0.002490882,0.001988095
1.1635,0,0.002475376,0.001994065
1.1636,0,0.002459304,0.002000461
1.1637,0,0.002442797,0.002007135
1.1638,0,0.002426009,0.002013911
1.1639,0,0.002409104,0.002020603
1.164,0,0.00239224,0.002027031
1.1641,0,0.002375546,0.002033047
1.1642,0,0.002359104,0.002038555
1.1643,0,0.002342949,0.002043516
1.1644,0,0.002327072,0.002047937
1.1645,0,0.002311431,0.002051865
1.1646,0,0.002295974,0.002055358
1.1647,0,0.002280649,0.002058475
1.1648,0,0.002265415,0.002061264
1.1649,0,0.002250247,0.002063752
1.165,0,0.002235313,0.002065751
1.1651,0,0.002221238,0.002066561
1.1652,0,0.002208781,0.002065333
1.1653,0,0.002198452,0.002061502
1.1654,0,0.002190487,0.002054814
1.1655,0,0.002184844,0.002045331
1.1656,0,0.002181233,0.002033394
1.1657,0,0.00217917,0.002019567
1.1658,0,0.002178042,0.00200456
1.1659,0,0.002177171,0.001989154
1.166,0,0.002175889,0.001974119
1.1661,0,0.002173597,0.001960148
1.1662,0,0.002169817,0.001947793
1.1663,0,0.00216424,0.001937414
1.1664,0,0.002156762,0.001929142
1.1665,0,0.002147497,0.001922856
1.1666,0,0.002136765,0.0019182
1.1667,0,0.002125055,0.00191463
1.1668,0,0.002112956,0.001911484
1.1669,0,0.002101092,0.001908065
1.167,0,0.00209005,0.001903711
1.1671,0,0.002080323,0.00189787
1.1672,0,0.002072259,0.001890157
1.1673,0,0.002066012,0.001880402
1.1674,0,0.002061528,0.001868674
1.1675,0,0.002058549,0.001855271
1.1676,0,0.002056647,0.001840686
1.1677,0,0.002055282,0.001825539
1.1678,0,0.002053863,0.001810506
1.1679,0,0.002051818,0.001796241
1.168,0,0.002048653,0.001783311
1.1681,0,0.002044002,0.001772136
1.1682,0,0.002037672,0.001762939
1.1683,0,0.002029674,0.001755712
1.1684,0,0.002020216,0.001750223
1.1685,0,0.00200968,0.001746041
1.1686,0,0.001998575,0.001742593
1.1687,0,0.001987472,0.001739234
1.1688,0,0.00197694,0.00173532
1.1689,0,0.001967486,0.001730278
1.169,0,0.001959502,0.001723668
1.1691,0,0.001953211,0.001715237
1.1692,0,0.001948643,0.001704953
1.1693,0,0.001945629,0.001693012
1.1694,0,0.001943824,0.001679805
1.1695,0,0.00194275,0.001665879
1.1696,0,0.001941854,0.001651863
1.1697,0,0.001940574,0.001638396
1.1698,0,0.001938398,0.00162606
1.1699,0,0.001934924,0.001615313
1.17,0,0.001929904,0.001606436
1.1701,0,0.001923281,0.001599497
1.1702,0,0.001915194,0.001594334
1.1703,0,0.001905966,0.001590584
1.1704,0,0.001896057,0.001587723
1.1705,0,0.001886008,0.001585137
1.1706,0,0.001876375,0.001582195
1.1707,0,0.001867668,0.001578317
1.1708,0,0.001860295,0.001573038
1.1709,0,0.001854511,0.00156607
1.171,0,0.001850382,0.001557334
1.1711,0,0.001847781,0.001546975
1.1712,0,0.001846403,0.001535338
1.1713,0,0.001845806,0.001522924
1.1714,0,0.001845462,0.001510329
1.1715,0,0.001844823,0.001498176
1.1716,0,0.001843379,0.00148704
1.1717,0,0.001840714,0.001477392
1.1718,0,0.001836554,0.001469543
1.1719,0,0.001830798,0.001463603
1.172,0,0.001823539,0.001459465
1.1721,0,0.001815046,0.00145682
1.1722,0,0.001805734,0.001455196
1.1723,0,0.001796108,0.001454017
1.1724,0,0.001786709,0.001452666
1.1725,0,0.00177805,0.001450558
1.1726,0,0.001770567,0.001447195
1.1727,0,0.001764567,0.001442226
1.1728,0,0.00176019,0.001435489
1.1729,0,0.001757388,0.001427035
1.173,0,0.001755929,0.001417125
1.1731,0,0.001755429,0.001406192
1.1732,0,0.001755399,0.001394786
1.1733,0,0.001755307,0.001383511
1.1734,0,0.001754635,0.00137295
1.1735,0,0.001752935,0.001363607
1.1736,0,0.001749879,0.001355851
1.1737,0,0.0017453,0.00134987
1.1738,0,0.001739215,0.001345637
1.1739,0,0.001731824,0.001342923
1.174,0,0.001723484,0.001341319
1.1741,0,0.001714664,0.001340289
1.1742,0,0.001705886,0.001339234
1.1743,0,0.001697672,0.00133756
1.1744,0,0.001690478,0.001334744
1.1745,0,0.001684648,0.001330393
1.1746,0,0.001680361,0.001324297
1.1747,0,0.001677612,0.00131646
1.1748,0,0.001676208,0.001307095
1.1749,0,0.001675797,0.0012966
1.175,0,0.001675908,0.001285504
1.1751,0,0.001676015,0.001274402
1.1752,0,0.001675593,0.001263883
1.1753,0,0.001674177,0.001254473
1.1754,0,0.00167141,0.001246572
1.1755,0,0.001667088,0.001240406
1.1756,0,0.00166119,0.001235997
1.1757,0,0.001653876,0.001233156
1.1758,0,0.001645474,0.001231509
1.1759,0,0.001636426,0.001230546
1.176,0,0.001627242,0.001229687
1.1761,0,0.001618432,0.001228347
1.1762,0,0.001610459,0.001225996
1.1763,0,0.001603686,0.001222217
1.1764,0,0.001598329,0.001216761
1.1765,0,0.001594427,0.001209578
1.1766,0,0.001591841,0.001200822
1.1767,0,0.00159027,0.00119083
1.1768,0,0.001589288,0.001180081
1.1769,0,0.0015884,0.001169133
1.177,0,0.001587095,0.001158562
1.1771,0,0.001584907,0.001148893
1.1772,0,0.001581464,0.001140542
1.1773,0,0.001576533,0.001133772
1.1774,0,0.001570047,0.001128652
1.1775,0,0.001562115,0.001125057
1.1776,0,0.001553005,0.001122677
1.1777,0,0.001543112,0.001121061
1.1778,0,0.001532907,0.001119669
1.1779,0,0.00152288,0.001117942
1.178,0,0.001513491,0.001115355
1.1781,0,0.001505112,0.00111148
1.1782,0,0.001497989,0.001106037
1.1783,0,0.001492206,0.001098924
1.1784,0,0.001487679,0.001090236
1.1785,0,0.001484164,0.001080245
1.1786,0,0.00148129,0.001069372
1.1787,0,0.001478601,0.001058128
1.1788,0,0.001475621,0.001047055
1.1789,0,0.001471897,0.001036662
1.179,0,0.001467058,0.001027367
1.1791,0,0.001460858,0.001019448
1.1792,0,0.001453202,0.00101301
1.1793,0,0.001444162,0.001007969
1.1794,0,0.001433968,0.00100406
1.1795,0,0.00142298,0.001000875
1.1796,0,0.001411639,0.00099791
1.1797,0,0.001400413,0.000994634
1.1798,0,0.001389745,0.000990539
1.1799,0,0.001380003,0.000985207
1.18,0,0.001371432,0.000978357
1.1801,0,0.001364126,0.000969884
1.1802,0,0.001358012,0.000959868
1.1803,0,0.001352859,0.00094857
1.1804,0,0.001348311,0.000936392
1.1805,0,0.001343936,0.000923826
1.1806,0,0.001339275,0.00091139
1.1807,0,0.0013339,0.000899571
1.1808,0,0.001327461,0.000888765
1.1809,0,0.001319728,0.00087923
1.181,0,0.001310622,0.000871057
1.1811,0,0.001300221,0.000864157
1.1812,0,0.001288752,0.000858272
1.1813,0,0.00127656,0.000853009
1.1814,0,0.001264063,0.000847897
1.1815,0,0.001251696,0.000842439
1.1816,0,0.001239866,0.000836173
1.1817,0,0.001228902,0.000828726
1.1818,0,0.001219012,0.000819864
1.1819,0,0.001210259,0.000809514
1.182,0,0.001202554,0.000797778
1.1821,0,0.001195676,0.000784909
1.1822,0,0.001189296,0.000771281
1.1823,0,0.001183022,0.000757339
1.1824,0,0.001176449,0.000743547
1.1825,0,0.001169201,0.000730332
1.1826,0,0.001160979,0.000718034
1.1827,0,0.001151601,0.000706862
1.1828,0,0.001141017,0.000696876
1.1829,0,0.001129317,0.000687973
1.183,0,0.001116717,0.000679913
1.1831,0,0.001103521,0.000672353
1.1832,0,0.001090086,0.000664889
1.1833,0,0.00107678,0.000657108
1.1834,0,0.001063932,0.000648637
1.1835,0,0.001051797,0.000639194
1.1836,0,0.001040517,0.000628616
1.1837,0,0.001030111,0.000616887
1.1838,0,0.001020473,0.000604132
1.1839,0,0.001011386,0.0005906
1.184,0,0.001002566,0.000576619
1.1841,0,0.000993702,0.000562545
1.1842,0,0.000984505,0.000548714
1.1843,0,0.000974737,0.000535398
1.1844,0,0.000964246,0.000522776
1.1845,0,0.000952977,0.000510918
1.1846,0,0.000940978,0.000499774
1.1847,0,0.000928395,0.000489187
1.1848,0,0.000915439,0.000478922
1.1849,0,0.000902359,0.000468705
1.185,0,0.000889397,0.000458268
1.1851,0,0.000876755,0.000447392
1.1852,0,0.000864566,0.000435931
1.1853,0,0.00085288,0.000423837
1.1854,0,0.000841665,0.000411158
1.1855,0,0.000830808,0.000398027
1.1856,0,0.000820151,0.000384636
1.1857,0,0.000809513,0.000371199
1.1858,0,0.000798725,0.000357917
1.1859,0,0.000787661,0.000344945
1.186,0,0.000776249,0.000332373
1.1861,0,0.000764487,0.000320215
1.1862,0,0.000752429,0.00030842
1.1863,0,0.000740176,0.000296886
1.1864,0,0.000727843,0.000285491
1.1865,0,0.000715539,0.000274127
1.1866,0,0.000703341,0.000262716
1.1867,0,0.000691286,0.00025123
1.1868,0,0.000679365,0.00023969
1.1869,0,0.000667526,0.000228169
1.187,0,0.000655689,0.000216772
1.1871,0,0.000643765,0.000205611
1.1872,0,0.000631689,0.000194773
1.1873,0,0.000619438,0.0001843
1.1874,0,0.000607034,0.00017418
1.1875,0,0.000594544,0.000164349
1.1876,0,0.000582067,0.00015471
1.1877,0,0.000569708,0.000145159
1.1878,0,0.000557558,0.000135607
1.1879,0,0.000545673,0.000126004
1.188,0,0.000534069,0.000116346
1.1881,0,0.000522716,0.000106685
1.1882,0,0.000511549,9.71E-05
1.1883,0,0.000500491,8.77E-05
1.1884,0,0.000489478,7.86E-05
1.1885,0,0.000478478,6.98E-05
1.1886,0,0.000467503,6.13E-05
1.1887,0,0.0004566,5.32E-05
1.1888,0,0.000445843,4.52E-05
1.1889,0,0.000435317,3.74E-05
1.189,0,0.000425098,2.96E-05
1.1891,0,0.000415237,2.19E-05
1.1892,0,0.000405744,1.42E-05
1.1893,0,0.00039659,6.60E-06
1.1894,0,0.000387712,-8.46E-07
1.1895,0,0.000379028,-8.03E-06
1.1896,0,0.000370465,-1.48E-05
1.1897,0,0.000361974,-2.12E-05
1.1898,0,0.000353548,-2.71E-05
1.1899,0,0.000345224,-3.26E-05
1.19,0,0.000337083,-3.76E-05
1.1901,0,0.000329233,-4.25E-05
1.1902,0,0.000321794,-4.72E-05
1.1903,0,0.000314869,-5.19E-05
1.1904,0,0.000308523,-5.66E-05
1.1905,0,0.000302769,-6.13E-05
1.1906,0,0.000297566,-6.60E-05
1.1907,0,0.000292829,-7.06E-05
1.1908,0,0.000288443,-7.49E-05
1.1909,0,0.000284284,-7.87E-05
1.191,0,0.000280238,-8.20E-05
1.1911,0,0.000276228,-8.46E-05
1.1912,0,0.000272233,-8.65E-05
1.1913,0,0.000268293,-8.77E-05
1.1914,0,0.000264497,-8.83E-05
1.1915,0,0.000260972,-8.84E-05
1.1916,0,0.000257863,-8.83E-05
1.1917,0,0.000255307,-8.80E-05
1.1918,0,0.000253412,-8.76E-05
1.1919,0,0.000252242,-8.73E-05
1.192,0,0.000251801,-8.69E-05
1.1921,0,0.000252039,-8.66E-05
1.1922,0,0.000252857,-8.60E-05
1.1923,0,0.000254107,-8.51E-05
1.1924,0,0.00025561,-8.37E-05
1.1925,0,0.000257175,-8.14E-05
1.1926,0,0.000258635,-7.82E-05
1.1927,0,0.000259886,-7.39E-05
1.1928,0,0.000260913,-6.85E-05
1.1929,0,0.000261794,-6.20E-05
1.193,0,0.000262698,-5.47E-05
1.1931,0,0.000263871,-4.69E-05
1.1932,0,0.000265601,-3.88E-05
1.1933,0,0.000268188,-3.08E-05
1.1934,0,0.000271907,-2.32E-05
1.1935,0,0.000276967,-1.62E-05
1.1936,0,0.000283479,-1.01E-05
1.1937,0,0.00029143,-4.66E-06
1.1938,0,0.000300683,1.26E-07
1.1939,0,0.00031099,4.57E-06
1.194,0,0.000322019,9.05E-06
1.1941,0,0.000333391,1.40E-05
1.1942,0,0.000344728,1.98E-05
1.1943,0,0.000355692,2.69E-05
1.1944,0,0.000366025,3.55E-05
1.1945,0,0.000375578,4.58E-05
1.1946,0,0.000384339,5.78E-05
1.1947,0,0.000392435,7.14E-05
1.1948,0,0.000400117,8.62E-05
1.1949,0,0.000407742,0.000101888
1.195,0,0.000415725,0.0001179
1.1951,0,0.000424509,0.000133749
1.1952,0,0.000434518,0.00014894
1.1953,0,0.000446113,0.00016305
1.1954,0,0.000459536,0.000175789
1.1955,0,0.000474872,0.000187047
1.1956,0,0.000492028,0.000196914
1.1957,0,0.000510748,0.000205665
1.1958,0,0.000530637,0.000213731
1.1959,0,0.000551207,0.000221651
1.196,0,0.000571918,0.000230018
1.1961,0,0.000592236,0.000239425
1.1962,0,0.000611679,0.000250398
1.1963,0,0.000629878,0.000263339
1.1964,0,0.000646625,0.000278464
1.1965,0,0.000661908,0.000295769
1.1966,0,0.000675904,0.00031503
1.1967,0,0.00068896,0.000335835
1.1968,0,0.000701548,0.000357624
1.1969,0,0.000714218,0.000379755
1.197,0,0.000727533,0.000401566
1.1971,0,0.00074201,0.000422448
1.1972,0,0.000758069,0.000441902
1.1973,0,0.000775983,0.000459596
1.1974,0,0.000795839,0.000475406
1.1975,0,0.000817528,0.000489434
1.1976,0,0.000840757,0.000501988
1.1977,0,0.000865083,0.000513546
1.1978,0,0.000889961,0.000524703
1.1979,0,0.000914794,0.000536113
1.198,0,0.000938989,0.000548423
1.1981,0,0.000962015,0.000562211
1.1982,0,0.000983456,0.000577926
1.1983,0,0.001003067,0.000595819
1.1984,0,0.001020807,0.000615913
1.1985,0,0.001036842,0.000637993
1.1986,0,0.00105152,0.000661636
1.1987,0,0.001065334,0.00068626
1.1988,0,0.001078868,0.000711176
1.1989,0,0.001092734,0.000735662
1.199,0,0.001107522,0.000759024
1.1991,0,0.001123745,0.000780654
1.1992,0,0.00114178,0.0008001
1.1993,0,0.00116181,0.000817128
1.1994,0,0.001183797,0.000831758
1.1995,0,0.001207486,0.000844253
1.1996,0,0.001232436,0.000855088
1.1997,0,0.001258071,0.000864896
1.1998,0,0.001283732,0.000874396
1.1999,0,0.001308752,0.000884322
1.2,0,0.001332523,0.000895342
1.2001,0,0.001354826,0.000907681
1.2002,0,0.001376221,0.000920691
1.2003,0,0.001397635,0.000933314
1.2004,0,0.001419428,0.000945135
1.2005,0,0.001441499,0.00095627
1.2006,0,0.001463758,0.000966821
1.2007,0,0.001486129,0.000976876
1.2008,0,0.001508545,0.000986511
1.2009,0,0.001530944,0.000995798
1.201,0,0.00155327,0.001004802
1.2011,0,0.001575471,0.001013584
1.2012,0,0.0015975,0.001022197
1.2013,0,0.001619316,0.001030692
1.2014,0,0.001640892,0.001039099
1.2015,0,0.001662223,0.001047427
1.2016,0,0.001683331,0.001055654
1.2017,0,0.001704263,0.001063728
1.2018,0,0.001725071,0.001071591
1.2019,0,0.001745802,0.001079192
1.202,0,0.001766471,0.001086515
1.2021,0,0.001787072,0.001093568
1.2022,0,0.001807574,0.001100388
1.2023,0,0.001827936,0.001107021
1.2024,0,0.001848111,0.001113524
1.2025,0,0.001868057,0.001119945
1.2026,0,0.001887744,0.001126318
1.2027,0,0.00190717,0.001132649
1.2028,0,0.001926358,0.001138911
1.2029,0,0.001945353,0.001145056
1.203,0,0.001964209,0.001151024
1.2031,0,0.001982975,0.001156758
1.2032,0,0.002001689,0.001162219
1.2033,0,0.002020363,0.001167392
1.2034,0,0.002038978,0.001172302
1.2035,0,0.00205749,0.001176999
1.2036,0,0.002075841,0.001181552
1.2037,0,0.002093972,0.001186026
1.2038,0,0.002111845,0.001190467
1.2039,0,0.002129448,0.00119489
1.204,0,0.002146797,0.001199276
1.2041,0,0.002163933,0.001203581
1.2042,0,0.002180907,0.001207747
1.2043,0,0.002197769,0.001211718
1.2044,0,0.002214565,0.001215444
1.2045,0,0.002231321,0.001218895
1.2046,0,0.00224804,0.00122207
1.2047,0,0.002264691,0.001225004
1.2048,0,0.002281224,0.001227757
1.2049,0,0.002297577,0.001230398
1.205,0,0.002313704,0.00123298
1.2051,0,0.002329583,0.001235532
1.2052,0,0.00234522,0.001238044
1.2053,0,0.002360647,0.001240482
1.2054,0,0.002375907,0.001242797
1.2055,0,0.002391049,0.001244936
1.2056,0,0.002406115,0.001246851
1.2057,0,0.002421133,0.00124851
1.2058,0,0.00243611,0.001249907
1.2059,0,0.002451024,0.001251067
1.206,0,0.002465827,0.001252047
1.2061,0,0.002480462,0.001252912
1.2062,0,0.002494883,0.001253715
1.2063,0,0.002509066,0.001254483
1.2064,0,0.002523017,0.00125521
1.2065,0,0.002536766,0.001255864
1.2066,0,0.002550355,0.001256395
1.2067,0,0.002563832,0.001256752
1.2068,0,0.002577236,0.001256888
1.2069,0,0.002590596,0.001256774
1.207,0,0.002603915,0.001256407
1.2071,0,0.002617165,0.001255817
1.2072,0,0.002630296,0.001255065
1.2073,0,0.002643249,0.001254217
1.2074,0,0.002655976,0.001253328
1.2075,0,0.002668453,0.001252427
1.2076,0,0.002680686,0.001251506
1.2077,0,0.002692705,0.001250532
1.2078,0,0.002704556,0.001249453
1.2079,0,0.002716288,0.001248216
1.208,0,0.002727942,0.001246772
1.2081,0,0.002739544,0.001245094
1.2082,0,0.002750814,0.001243503
1.2083,0,0.002761197,0.001242636
1.2084,0,0.002770195,0.001243063
1.2085,0,0.002777438,0.001245215
1.2086,0,0.002782709,0.001249342
1.2087,0,0.002785959,0.001255505
1.2088,0,0.002787296,0.001263587
1.2089,0,0.002786954,0.001273326
1.209,0,0.002785262,0.001284352
1.2091,0,0.002782604,0.00129623
1.2092,0,0.002779387,0.001308497
1.2093,0,0.002776014,0.001320696
1.2094,0,0.002772851,0.001332409
1.2095,0,0.002770211,0.001343279
1.2096,0,0.002768326,0.001353037
1.2097,0,0.002767332,0.001361527
1.2098,0,0.002767259,0.001368713
1.2099,0,0.002768042,0.001374662
1.21,0,0.002769543,0.001379529
1.2101,0,0.002771568,0.001383535
1.2102,0,0.002773884,0.001386941
1.2103,0,0.002776248,0.001390021
1.2104,0,0.002778435,0.001393033
1.2105,0,0.002780255,0.001396192
1.2106,0,0.002781572,0.001399653
1.2107,0,0.002782309,0.001403503
1.2108,0,0.002782451,0.001407761
1.2109,0,0.002782033,0.001412388
1.211,0,0.002781133,0.001417295
1.2111,0,0.002779854,0.001422367
1.2112,0,0.002778311,0.001427473
1.2113,0,0.002776612,0.001432493
1.2114,0,0.002774835,0.001437338
1.2115,0,0.002773018,0.001441966
1.2116,0,0.002771147,0.001446392
1.2117,0,0.002769164,0.001450686
1.2118,0,0.002766972,0.001454957
1.2119,0,0.002764458,0.001459336
1.212,0,0.002761504,0.001463955
1.2121,0,0.00275801,0.001468933
1.2122,0,0.002753907,0.001474349
1.2123,0,0.002749174,0.001480229
1.2124,0,0.002743844,0.001486537
1.2125,0,0.002737992,0.00149319
1.2126,0,0.00273172,0.001500073
1.2127,0,0.002725148,0.001507051
1.2128,0,0.002718403,0.001513981
1.2129,0,0.002711597,0.001520734
1.213,0,0.002704814,0.001527216
1.2131,0,0.002698094,0.001533381
1.2132,0,0.002691436,0.001539227
1.2133,0,0.002684809,0.001544791
1.2134,0,0.002678162,0.001550131
1.2135,0,0.002671438,0.00155531
1.2136,0,0.002664595,0.001560378
1.2137,0,0.002657609,0.001565362
1.2138,0,0.002650481,0.001570262
1.2139,0,0.002643223,0.001575064
1.214,0,0.002635845,0.00157976
1.2141,0,0.002628331,0.001584367
1.2142,0,0.002620641,0.001588934
1.2143,0,0.002612703,0.001593542
1.2144,0,0.002604424,0.001598297
1.2145,0,0.002595708,0.001603313
1.2146,0,0.002586461,0.001608694
1.2147,0,0.00257661,0.001614529
1.2148,0,0.002566108,0.001620871
1.2149,0,0.002554953,0.001627726
1.215,0,0.002543189,0.001635045
1.2151,0,0.002530907,0.001642727
1.2152,0,0.00251823,0.001650632
1.2153,0,0.002505306,0.001658593
1.2154,0,0.002492285,0.001666439
1.2155,0,0.002479311,0.001674005
1.2156,0,0.002466499,0.001681159
1.2157,0,0.002453928,0.00168781
1.2158,0,0.002441636,0.001693913
1.2159,0,0.002429623,0.001699467
1.216,0,0.002417862,0.001704501
1.2161,0,0.002406316,0.001709058
1.2162,0,0.002394945,0.001713183
1.2163,0,0.002383718,0.00171691
1.2164,0,0.00237261,0.00172027
1.2165,0,0.002361593,0.001723293
1.2166,0,0.002350622,0.001726033
1.2167,0,0.002339623,0.001728572
1.2168,0,0.002328499,0.001731024
1.2169,0,0.002317137,0.001733516
1.217,0,0.002305425,0.001736178
1.2171,0,0.002293257,0.00173913
1.2172,0,0.002280549,0.001742473
1.2173,0,0.002267237,0.001746278
1.2174,0,0.002253297,0.001750578
1.2175,0,0.002238739,0.001755362
1.2176,0,0.002223606,0.001760583
1.2177,0,0.002207968,0.001766164
1.2178,0,0.002191915,0.001772003
1.2179,0,0.002175555,0.001777978
1.218,0,0.002159003,0.001783957
1.2181,0,0.002142369,0.001789813
1.2182,0,0.002125754,0.001795434
1.2183,0,0.002109232,0.001800731
1.2184,0,0.00209285,0.001805652
1.2185,0,0.002076625,0.001810174
1.2186,0,0.002060555,0.001814304
1.2187,0,0.00204462,0.00181806
1.2188,0,0.002028794,0.001821476
1.2189,0,0.002013035,0.001824597
1.219,0,0.001997294,0.00182748
1.2191,0,0.001981513,0.001830193
1.2192,0,0.001965626,0.001832809
1.2193,0,0.001949561,0.00183541
1.2194,0,0.001933251,0.001838075
1.2195,0,0.001916632,0.001840877
1.2196,0,0.001899645,0.001843885
1.2197,0,0.001882231,0.001847168
1.2198,0,0.001864694,0.001850386
1.2199,0,0.001847806,0.001852679
1.22,0,0.001832343,0.001853182
1.2201,0,0.001818863,0.001851276
1.2202,0,0.00180769,0.001846613
1.2203,0,0.001798901,0.001839117
1.2204,0,0.001792346,0.001828977
1.2205,0,0.001787671,0.001816606
1.2206,0,0.001784371,0.001802595
1.2207,0,0.00178184,0.001787644
1.2208,0,0.001779439,0.00177249
1.2209,0,0.001776553,0.001757845
1.221,0,0.001772645,0.001744329
1.2211,0,0.001767306,0.001732419
1.2212,0,0.001760298,0.001722393
1.2213,0,0.001751583,0.001714308
1.2214,0,0.001741319,0.001707994
1.2215,0,0.001729839,0.001703083
1.2216,0,0.001717609,0.001699054
1.2217,0,0.001705178,0.001695297
1.2218,0,0.001693108,0.00169118
1.2219,0,0.001681924,0.001686119
1.222,0,0.001672048,0.001679643
1.2221,0,0.001663755,0.001671448
1.2222,0,0.001657136,0.00166144
1.2223,0,0.001652088,0.001649742
1.2224,0,0.001648325,0.001636688
1.2225,0,0.001645416,0.001622776
1.2226,0,0.001642836,0.001608605
1.2227,0,0.001640036,0.001594809
1.2228,0,0.001636498,0.001581982
1.2229,0,0.001631788,0.00157062
1.223,0,0.001625607,0.00156107
1.2231,0,0.001617828,0.001553482
1.2232,0,0.001608515,0.001547787
1.2233,0,0.001597915,0.001543711
1.2234,0,0.001586427,0.001540805
1.2235,0,0.001574553,0.001538505
1.2236,0,0.001562835,0.001536199
1.2237,0,0.001551803,0.001533292
1.2238,0,0.001541912,0.001529269
1.2239,0,0.0015335,0.001523749
1.224,0,0.001526742,0.00151654
1.2241,0,0.001521625,0.001507656
1.2242,0,0.001517952,0.001497326
1.2243,0,0.001515367,0.001485956
1.2244,0,0.001513398,0.001474083
1.2245,0,0.001511515,0.001462311
1.2246,0,0.001509191,0.00145124
1.2247,0,0.001505958,0.001441403
1.2248,0,0.001501456,0.001433208
1.2249,0,0.001495484,0.001426886
1.225,0,0.001488024,0.001422457
1.2251,0,0.001479251,0.001419723
1.2252,0,0.001469505,0.001418299
1.2253,0,0.001459252,0.001417654
1.2254,0,0.001449027,0.001417184
1.2255,0,0.001439369,0.001416273
1.2256,0,0.001430769,0.001414368
1.2257,0,0.00142361,0.00141103
1.2258,0,0.001418121,0.001405999
1.2259,0,0.001414349,0.001399221
1.226,0,0.00141215,0.001390857
1.2261,0,0.001411213,0.001381261
1.2262,0,0.001411093,0.001370934
1.2263,0,0.001411269,0.001360465
1.2264,0,0.001411205,0.001350463
1.2265,0,0.001410405,0.001341487
1.2266,0,0.001408463,0.001333995
1.2267,0,0.00140511,0.00132829
1.2268,0,0.001400252,0.001324475
1.2269,0,0.001393982,0.001322443
1.227,0,0.001386567,0.001321884
1.2271,0,0.001378416,0.001322334
1.2272,0,0.001370027,0.001323223
1.2273,0,0.00136193,0.001323945
1.2274,0,0.001354629,0.001323924
1.2275,0,0.001348553,0.001322671
1.2276,0,0.001344002,0.001319839
1.2277,0,0.001341112,0.001315271
1.2278,0,0.001339832,0.00130902
1.2279,0,0.001339932,0.001301342
1.228,0,0.001341032,0.001292664
1.2281,0,0.001342646,0.001283532
1.2282,0,0.001344238,0.001274551
1.2283,0,0.001345284,0.00126631
1.2284,0,0.001345322,0.001259328
