T/s,theta 1 torque/Nm,theta 2 torque/Nm
2.8842,26.12943156,26.16535061
2.8843,26.16869678,26.20893538
2.8844,26.20727594,26.25052318
2.8845,26.24576868,26.28946715
2.8846,26.28456743,26.3252979
2.8847,26.32383879,26.35775764
2.8848,26.36352935,26.38682267
2.8849,26.40332627,26.41277595
2.885,26.44267336,26.43617241
2.8851,26.48083172,26.45774613
2.8852,26.517053,26.47831229
2.8853,26.55067335,26.49865769
2.8854,26.58116625,26.51938078
2.8855,26.60818358,26.54082545
2.8856,26.631576,26.56307489
2.8857,26.65142821,26.58596668
2.8858,26.6681162,26.60904138
2.8859,26.68223766,26.63158
2.886,26.69452358,26.65276835
2.8861,26.70574648,26.67182061
2.8862,26.71656205,26.6880634
2.8863,26.72742602,26.70099572
2.8864,26.73856516,26.71032834
2.8865,26.74997965,26.71599692
2.8866,26.76140085,26.71823673
2.8867,26.77230514,26.71756405
2.8868,26.78196966,26.71469958
2.8869,26.78964619,26.71046846
2.887,26.79465933,26.70568757
2.8871,26.79646178,26.701001
2.8872,26.7946788,26.69680836
2.8873,26.78913279,26.69325301
2.8874,26.7798584,26.69023164
2.8875,26.76717108,26.68733817
2.8876,26.7516316,26.6838969
2.8877,26.73395578,26.67906529
2.8878,26.71492174,26.67201508
2.8879,26.69521452,26.66203532
2.888,26.6753278,26.64859129
2.8881,26.65553011,26.63136564
2.8882,26.63586271,26.6102736
2.8883,26.6161573,26.58553946
2.8884,26.59598362,26.5576791
2.8885,26.57469583,26.52742537
2.8886,26.55159283,26.49563033
2.8887,26.52602105,26.46316044
2.8888,26.49743451,26.43073127
2.8889,26.46544523,26.3988252
2.889,26.42985425,26.36766678
2.8891,26.39067327,26.33722804
2.8892,26.34819882,26.3071923
2.8893,26.30298108,26.27697642
2.8894,26.2557369,26.24578528
2.8895,26.20725978,26.21279536
2.8896,26.15825807,26.17727467
2.8897,26.10926325,26.13865793
2.8898,26.06059091,26.09659125
2.8899,26.01233363,26.05095174
2.89,25.96437377,26.00192845
2.8901,25.91632696,25.95000885
2.8902,25.86757347,25.89590739
2.8903,25.81740866,25.84046965
2.8904,25.76516449,25.78456034
2.8905,25.71028173,25.72889543
2.8906,25.65235966,25.67396372
2.8907,25.59118716,25.62000701
2.8908,25.52676466,25.56702151
2.8909,25.45937911,25.51478153
2.891,25.38957378,25.46279493
2.8911,25.31806411,25.41034641
2.8912,25.24565134,25.35666512
2.8913,25.17306308,25.30104665
2.8914,25.10086198,25.24293102
2.8915,25.02940521,25.18195144
2.8916,24.95883437,25.11795898
2.8917,24.88908451,25.051109
2.8918,24.81984773,24.98185315
2.8919,24.75059308,24.91087303
2.892,24.68061943,24.83898908
2.8921,24.60922952,24.76705323
2.8922,24.535833,24.69578205
2.8923,24.46000255,24.62567553
2.8924,24.3815042,24.55699348
2.8925,24.3003436,24.48975333
2.8926,24.21683394,24.42375097
2.8927,24.13153508,24.35851434
2.8928,24.0451735,24.29334665
2.8929,23.95855761,24.22749418
2.893,23.87241974,24.16026808
2.8931,23.78732604,24.0911221
2.8932,23.70363681,24.0197011
2.8933,23.62149708,23.94586542
2.8934,23.54084607,23.86977733
2.8935,23.46144408,23.79189305
2.8936,23.38282855,23.71289662
2.8937,23.30435515,23.6336109
2.8938,23.22535788,23.5548839
2.8939,23.14525831,23.47742835
2.894,23.0636279,23.40175172
2.8941,22.98022051,23.32813085
2.8942,22.8950214,23.25660747
2.8943,22.8083182,23.18700584
2.8944,22.72064314,23.11890742
2.8945,22.63269604,23.0516833
2.8946,22.54526271,22.98456718
2.8947,22.45906045,22.91683924
2.8948,22.37464856,22.84792604
2.8949,22.29238633,22.77744682
2.895,22.21242122,22.70525236
2.8951,22.13469613,22.63151384
2.8952,22.0589751,22.55670199
2.8953,21.98479907,22.48150631
2.8954,21.91152746,22.40674816
2.8955,21.83849845,22.33324332
2.8956,21.76513796,22.26166645
2.8957,21.69102077,22.19249475
2.8958,21.61590116,22.12598188
2.8959,21.53976059,22.06215366
2.896,21.46287815,22.00082548
2.8961,21.38577293,21.94157612
2.8962,21.30912766,21.88377894
2.8963,21.2336965,21.82667332
2.8964,21.1601502,21.76954676
2.8965,21.08899912,21.71183278
2.8966,21.02056484,21.65315474
2.8967,20.95496768,21.59336236
2.8968,20.89213333,21.53261916
2.8969,20.83181742,21.47138138
2.897,20.77358395,21.41031789
2.8971,20.71683738,21.35022469
2.8972,20.66094945,21.29191431
2.8973,20.60536977,21.23606102
2.8974,20.54968706,21.18313662
2.8975,20.49367524,21.13338825
2.8976,20.43739321,21.08683579
2.8977,20.38117706,21.04329049
2.8978,20.32557397,21.00233875
2.8979,20.27127063,20.96337705
2.898,20.21900567,20.92567699
2.8981,20.16942024,20.88855831
2.8982,20.12298652,20.85148507
2.8983,20.07998443,20.81410684
2.8984,20.04049331,20.776317
2.8985,20.00440191,20.73833051
2.8986,19.97143577,20.70062998
2.8987,19.94113838,20.66388845
2.8988,19.91290451,20.62888562
2.8989,19.88610639,20.59635017
2.899,19.86020214,20.56686524
2.8991,19.83479264,20.54081938
2.8992,19.8096619,20.51838646
2.8993,19.78487228,20.49952596
2.8994,19.76075371,20.48400352
2.8995,19.73783613,20.47136784
2.8996,19.7167778,20.46098398
2.8997,19.69827888,20.45210426
2.8998,19.68293366,20.44404573
2.8999,19.67116129,20.43628077
2.9,19.66318547,20.4284738
2.9001,19.65902931,20.42053505
2.9002,19.65852851,20.41269409
2.9003,19.6613124,20.40544251
2.9004,19.66682867,20.39945411
2.9005,19.67439188,20.39549842
2.9006,19.68334121,20.3942803
2.9007,19.69313159,20.39634439
2.9008,19.70337343,20.40202767
2.9009,19.71386902,20.41144353
2.901,19.7247031,20.42448705
2.9011,19.73622749,20.44086056
2.9012,19.74898941,20.46003326
2.9013,19.76365654,20.48128519
2.9014,19.78092072,20.50386931
2.9015,19.80135086,20.5271259
2.9016,19.8253324,20.55054991
2.9017,19.85305021,20.57382781
2.9018,19.8844872,20.59688896
2.9019,19.91944055,20.61997709
2.902,19.95750522,20.643591
2.9021,19.99810033,20.66840372
2.9022,20.04052668,20.69517545
2.9023,20.08412097,20.72459361
2.9024,20.12833727,20.75717849
2.9025,20.17278625,20.79323803
2.9026,20.21727044,20.83285418
2.9027,20.26187358,20.8758905
2.9028,20.30694402,20.92197057
2.9029,20.3530221,20.97050269
2.903,20.40076328,21.02073216
2.9031,20.45084697,21.07190684
2.9032,20.50382615,21.12337908
2.9033,20.56006062,21.17465879
2.9034,20.6197034,21.22544891
2.9035,20.68270267,21.2756947
2.9036,20.74882101,21.32565302
2.9037,20.81760718,21.37583116
2.9038,20.88842409,21.42690449
2.9039,20.96057364,21.47962822
2.904,21.03340725,21.53467628
2.9041,21.10639057,21.59254787
2.9042,21.17914403,21.65352501
2.9043,21.25147738,21.71766199
2.9044,21.32347823,21.78479533
2.9045,21.39549472,21.85451
2.9046,21.46806239,21.92616349
2.9047,21.54182675,21.99895655
2.9048,21.61745159,22.07211221
2.9049,21.6954681,22.1449711
2.905,21.77620832,22.21704248
2.9051,21.85979268,22.28803702
2.9052,21.94613409,22.357913
2.9053,22.03491049,22.42694251
2.9054,22.12558061,22.49564732
2.9055,22.21743132,22.56471265
2.9056,22.30973304,22.63489464
2.9057,22.40183083,22.70689746
2.9058,22.49319594,22.78123073
2.9059,22.58346521,22.85816469
2.906,22.67246311,22.93772489
2.9061,22.76028598,23.01970735
2.9062,22.84729164,23.10362577
2.9063,22.93403389,23.18874768
2.9064,23.02117939,23.27425334
2.9065,23.10942151,23.35936074
2.9066,23.19932793,23.44340463
2.9067,23.29126311,23.52589141
2.9068,23.38536435,23.60653367
2.9069,23.48154823,23.68527353
2.907,23.57947137,23.76235642
2.9071,23.67854618,23.83829745
2.9072,23.77799805,23.91378965
2.9073,23.87703939,23.98960684
2.9074,23.97496667,24.06643628
2.9075,24.07121276,24.14477721
2.9076,24.16538605,24.22489702
2.9077,24.25728808,24.30682163
2.9078,24.34694736,24.3903482
2.9079,24.43467702,24.47499063
2.908,24.52100659,24.56001334
2.9081,24.60659586,24.64459163
2.9082,24.69214573,24.72793129
2.9083,24.77825292,24.80934903
2.9084,24.86531513,24.88832942
2.9085,24.95350482,24.96456227
2.9086,25.0427728,25.03796915
2.9087,25.13280648,25.10877982
2.9088,25.22304382,25.17750063
2.9089,25.31274287,25.24482398
2.909,25.40115043,25.3115315
2.9091,25.48758349,25.37839696
2.9092,25.57148424,25.44602795
2.9093,25.65246352,25.51478751
2.9094,25.73032478,25.58477345
2.9095,25.80507906,25.65583217
2.9096,25.87701341,25.72750568
2.9097,25.94665512,25.79906703
2.9098,26.01468127,25.8696816
2.9099,26.08182603,25.93853068
2.91,26.14877498,26.00489615
2.9101,26.21602109,26.06822247
2.9102,26.28381748,26.12816066
2.9103,26.35217987,26.18458748
2.9104,26.42084292,26.23768506
2.9105,26.48927331,26.28792564
2.9106,26.55671365,26.33599677
2.9107,26.6223555,26.38270141
2.9108,26.68545061,26.42885565
2.9109,26.74538083,26.47512282
2.911,26.80170427,26.52192661
2.9111,26.85418246,26.56942298
2.9112,26.90279815,26.6175081
2.9113,26.9478255,26.66576133
2.9114,26.98979496,26.71347864
2.9115,27.02940204,26.75977623
2.9116,27.06741271,26.80377438
2.9117,27.10455937,26.8447044
2.9118,27.14138801,26.88197109
2.9119,27.17819897,26.91519885
2.912,27.21504628,26.94425258
2.9121,27.25175558,26.96931816
2.9122,27.28787283,26.99088656
2.9123,27.32270798,27.00967893
2.9124,27.35549766,27.0265469
2.9125,27.38551616,27.04236873
2.9126,27.4121447,27.05790766
2.9127,27.4349253,27.07368764
2.9128,27.45359605,27.08995843
2.9129,27.4681025,27.10669928
2.913,27.47867214,27.12358202
2.9131,27.48579702,27.1399938
2.9132,27.49016048,27.15510451
2.9133,27.49254255,27.16805418
2.9134,27.49371551,27.17806523
2.9135,27.49428695,27.18451004
2.9136,27.49463334,27.18696409
2.9137,27.49489112,27.18523494
2.9138,27.4949677,27.17937766
2.9139,27.4944839,27.16975987
2.914,27.49280352,27.1570196
2.9141,27.48918812,27.14196531
2.9142,27.48291124,27.12547118
2.9143,27.47333516,27.10835886
2.9144,27.45996722,27.09124132
2.9145,27.4425006,27.07446584
2.9146,27.42083319,27.05811062
2.9147,27.39514935,27.0420033
2.9148,27.36590867,27.02567306
2.9149,27.33377889,27.00839267
2.915,27.2995467,26.98929716
2.9151,27.26401411,26.96756634
2.9152,27.22783806,26.94252041
2.9153,27.19145789,26.91367624
2.9154,27.15508007,26.88078236
2.9155,27.11868189,26.84384039
2.9156,27.08197192,26.80317551
2.9157,27.04440732,26.7593985
2.9158,27.00525377,26.71330894
2.9159,26.96376293,26.66579284
2.916,26.91927304,26.61770881
2.9161,26.87126465,26.56972406
2.9162,26.81940393,26.52224486
2.9163,26.76356481,26.47540802
2.9164,26.70391391,26.42909473
2.9165,26.64090188,26.38290328
2.9166,26.57519787,26.33618124
2.9167,26.5076016,26.28810113
2.9168,26.43895187,26.23785112
2.9169,26.36996715,26.18474485
2.917,26.30115979,26.12828138
2.9171,26.23280524,26.06818536
2.9172,26.16494332,26.00443428
2.9173,26.09739934,25.93733388
2.9174,26.02973548,25.86748394
2.9175,25.96128957,25.79568545
2.9176,25.89133757,25.72284193
2.9177,25.81920993,25.64984648
2.9178,25.74436488,25.57741562
2.9179,25.66643631,25.50601487
2.918,25.58526113,25.43584449
2.9181,25.50096947,25.36684752
2.9182,25.41398064,25.2986915
2.9183,25.32494131,25.23079851
2.9184,25.23464034,25.16239279
2.9185,25.14390833,25.09267345
2.9186,25.05345729,25.02093764
2.9187,24.96380368,24.94665593
2.9188,24.87524552,24.86951501
2.9189,24.78785754,24.78944822
2.919,24.7015066,24.70671511
2.9191,24.61582191,24.6218715
2.9192,24.53022157,24.53568078
2.9193,24.44397941,24.44901913
2.9194,24.35640341,24.36274356
2.9195,24.26693091,24.27754015
2.9196,24.17517337,24.19386677
2.9197,24.08095702,24.11193301
2.9198,23.98480367,24.0317037
2.9199,23.88826477,23.95292543
2.92,23.79166017,23.87509785
2.9201,23.69533364,23.79756135
2.9202,23.59961948,23.71964982
2.9203,23.50475183,23.64080783
2.9204,23.41083569,23.56063393
2.9205,23.31785523,23.47890774
2.9206,23.2256943,23.39567599
2.9207,23.13415705,23.3112364
2.9208,23.04298989,23.22606896
2.9209,22.95190507,23.14076631
2.921,22.86134451,23.05596591
2.9211,22.77110246,22.97221586
2.9212,22.68093844,22.88992989
2.9213,22.59075721,22.80938345
2.9214,22.50066481,22.73070981
2.9215,22.41093563,22.65390745
2.9216,22.32197551,22.57886257
2.9217,22.23427915,22.50538372
2.9218,22.14838083,22.43320551
2.9219,22.06473813,22.36212193
2.922,21.98368363,22.29203893
2.9221,21.90541834,22.22298192
2.9222,21.83002088,22.15514175
2.9223,21.7574654,22.0888426
2.9224,21.68764795,22.02450511
2.9225,21.62041899,21.96260451
2.9226,21.55569027,21.90361606
2.9227,21.4934807,21.84790134
2.9228,21.43392412,21.79567505
2.9229,21.37725904,21.74701904
2.923,21.32380989,21.7019045
2.9231,21.27396118,21.66022202
2.9232,21.22812441,21.62181594
2.9233,21.18663464,21.58656257
2.9234,21.14971225,21.55444973
2.9235,21.11746376,21.52558595
2.9236,21.08989661,21.50018318
2.9237,21.06694083,21.47853229
2.9238,21.04847541,21.46097305
2.9239,21.03441301,21.44786182
2.924,21.02475987,21.43946806
2.9241,21.01962158,21.43593539
2.9242,21.01919108,21.43728576
2.9243,21.02373075,21.44344328
2.9244,21.03354887,21.45426344
2.9245,21.04896103,21.46962442
2.9246,21.07018944,21.48943999
2.9247,21.09733831,21.51373358
2.9248,21.13040996,21.54262405
2.9249,21.16932364,21.5763077
2.925,21.2139393,21.61503368
2.9251,21.26409552,21.65907568
2.9252,21.31970951,21.70863107
2.9253,21.38080272,21.76378243
2.9254,21.4474861,21.82449962
2.9255,21.51994178,21.89066099
2.9256,21.59839973,21.9620802
2.9257,21.68311153,22.03855951
2.9258,21.77431256,22.11994985
2.9259,21.87212498,22.20616988
2.926,21.97653904,22.29720959
2.9261,22.08743635,22.39317565
2.9262,22.20456557,22.49426149
2.9263,22.32759941,22.60071534
2.9264,22.45625085,22.71274491
2.9265,22.590315,22.83045147
2.9266,22.72967013,22.95381938
2.9267,22.87427344,23.0827262
2.9268,23.02419795,23.2169602
2.9269,23.17959723,23.35626729
2.927,23.34067171,23.50037099
2.9271,23.50762422,23.64896245
2.9272,23.68055716,23.80172423
2.9273,23.8594461,23.95836336
2.9274,24.04415242,24.11867274
2.9275,24.23438744,24.28257462
2.9276,24.42974304,24.45015667
2.9277,24.6297526,24.62161659
2.9278,24.83392636,24.79713722
2.9279,25.04178593,24.97682546
2.928,25.25289496,25.16069072
2.9281,25.46688003,25.34863727
2.9282,25.68344064,25.54046439
2.9283,25.90236321,25.73582332
2.9284,26.12358514,25.93428369
2.9285,26.34720279,26.13535035
2.9286,26.57340943,26.33849737
2.9287,26.80236814,26.54320597
2.9288,27.03415013,26.74900249
2.9289,27.26871444,26.95548943
2.929,27.5058576,27.162364
2.9291,27.7451982,27.36942318
2.9292,27.98624199,27.57659353
2.9293,28.22843761,27.78399189
2.9294,28.47121466,27.99186675
2.9295,28.71401447,28.20053068
2.9296,28.95632358,28.41022663
2.9297,29.19770454,28.62106325
2.9298,29.43781758,28.83299631
2.9299,29.67642906,29.04574595
2.93,29.9134062,29.25880858
2.9301,30.14876989,29.47158113
2.9302,30.38270104,29.68343134
2.9303,30.61547919,29.89373471
2.9304,30.84741504,30.1019156
2.9305,31.07872195,30.30748604
2.9306,31.30945965,30.5100768
2.9307,31.5394378,30.70945509
2.9308,31.76821405,30.90552528
2.9309,31.99516958,31.09837434
2.931,32.21964132,31.28826064
2.9311,32.44097231,31.47557608
2.9312,32.65854847,31.66076174
2.9313,32.87183606,31.84422468
2.9314,33.08041401,32.02620685
2.9315,33.28399609,32.20672885
2.9316,33.48243803,32.3855113
2.9317,33.67572722,32.56199655
2.9318,33.86402968,32.73549731
2.9319,34.04766908,32.90528891
2.932,34.22706873,33.07067026
2.9321,34.40267266,33.23101361
2.9322,34.57488096,33.38580968
2.9323,34.74392928,33.53470233
2.9324,34.90975796,33.67750851
2.9325,35.07200352,33.81421978
2.9326,35.23006778,33.94504492
2.9327,35.38326655,34.07039171
2.9328,35.53090838,34.1908187
2.9329,35.67234137,34.30693865
2.933,35.80700125,34.41933494
2.9331,35.93445264,34.52842195
2.9332,36.05441809,34.63438417
2.9333,36.16679002,34.73708264
2.9334,36.27162265,34.83606333
2.9335,36.36916722,34.93064306
2.9336,36.45984984,35.0200663
2.9337,36.54422371,35.10358728
2.9338,36.6228772,35.18052765
2.9339,36.69635822,35.2503313
2.934,36.76504403,35.31260806
2.9341,36.82907589,35.36716106
2.9342,36.88827164,35.41399338
2.9343,36.94215266,35.45335497
2.9344,36.99009677,35.48572736
2.9345,37.03143515,35.51177383
2.9346,37.06551906,35.53223655
2.9347,37.09177529,35.54784396
2.9348,37.10975593,35.55922151
2.9349,37.11917564,35.56676043
2.935,37.11993233,35.57058126
2.9351,37.11210729,35.57046795
2.9352,37.09600749,35.56589042
2.9353,37.0721488,35.55612544
2.9354,37.04120823,35.54040754
2.9355,37.00392505,35.51800986
2.9356,36.96100883,35.488311
2.9357,36.91299649,35.45085192
2.9358,36.86019482,35.40537576
2.9359,36.80266421,35.35184473
2.936,36.74015085,35.29043146
2.9361,36.67212168,35.221575
2.9362,36.59792434,35.1459453
2.9363,36.51689008,35.06435271
2.9364,36.42840448,34.97764334
2.9365,36.33196379,34.88659468
2.9366,36.22722162,34.79176841
2.9367,36.11796294,34.69345843
2.9368,36.00807873,34.59169869
2.9369,35.89775156,34.48631076
2.937,35.78712503,34.38041002
2.9371,35.67627275,34.27490214
2.9372,35.5652449,34.16971039
2.9373,35.45411386,34.06480424
2.9374,35.34297549,33.96019917
2.9375,35.2319405,33.85594327
2.9376,35.1211284,33.7521079
2.9377,35.01066351,33.6487747
2.9378,34.90067224,33.54595739
2.9379,34.7912814,33.44359052
2.938,34.68261156,33.34155152
2.9381,34.57470105,33.23969809
2.9382,34.4674931,33.13795796
2.9383,34.36085509,33.03633934
2.9384,34.25460022,32.93490869
2.9385,34.14857838,32.83377192
2.9386,34.04270539,32.73305776
2.9387,33.93695817,32.63284281
2.9388,33.83136127,32.5331145
2.9389,33.72597591,32.43378502
2.939,33.62088971,32.33471371
2.9391,33.51620666,32.23573783
2.9392,33.41203789,32.13676228
2.9393,33.30847837,32.03777494
2.9394,33.20552863,31.93882653
2.9395,33.10309438,31.84001529
2.9396,33.00101597,31.74147322
2.9397,32.89910508,31.64334909
2.9398,32.7972369,31.54572323
2.9399,32.69536605,31.44858685
2.94,32.59350771,31.35185638
2.9401,32.49172217,31.25539366
2.9402,32.39010068,31.15902383
2.9403,32.28875283,31.06262315
2.9404,32.1877957,30.96614555
2.9405,32.08733615,30.86961493
2.9406,31.98739244,30.77310863
2.9407,31.88788781,30.67674404
2.9408,31.78867827,30.58066642
2.9409,31.68958836,30.48501383
2.941,31.59050439,30.38983883
2.9411,31.49139206,30.29510629
2.9412,31.39227692,30.20071532
2.9413,31.2932282,30.10764397
2.9414,31.19434434,30.01845949
2.9415,31.09575312,29.93309365
2.9416,30.99764085,29.85141906
2.9417,30.90018853,29.77311459
2.9418,30.80353615,29.69768385
2.9419,30.7077802,29.62451307
2.942,30.61297726,29.55293646
2.9421,30.5191433,29.48229155
2.9422,30.42625132,29.41196336
2.9423,30.33422939,29.3414169
2.9424,30.24295995,29.27021778
2.9425,30.15228143,29.19804147
2.9426,30.06199202,29.12467244
2.9427,29.97185557,29.0499949
2.9428,29.88160915,28.97406447
2.9429,29.79104391,28.8971036
2.943,29.70002832,28.81945437
2.9431,29.60850145,28.74152271
2.9432,29.51646067,28.66372051
2.9433,29.42395397,28.58635613
2.9434,29.33107438,28.50960701
2.9435,29.23795421,28.43353615
2.9436,29.14475753,28.35811229
